id,strategy,breed_suffix,breed_id,replicate_num,completed_at,pop_size,loci,gen0_he,gen20_he,he_delta,gen0_ho,gen20_ho,ho_delta,gen0_fis,gen20_fis,fis_delta,gen0_ne,gen20_ne,ne_delta,gen0_na,gen20_na,na_delta,gen0_total_alleles,gen20_total_alleles,total_alleles_delta,gen0_oi,gen20_oi,oi_delta,gen0_ir,gen20_ir,ir_delta,gen0_band_infr,gen20_band_infr,band_infr_delta,gen0_band_norm,gen20_band_norm,band_norm_delta,gen0_band_hfreq,gen20_band_hfreq,band_hfreq_delta
1,OI,sp,8,1,2026-07-11 11:10:50,200,33,0.7073,0.8634,0.1561,0.6947,0.8617,0.167,0.0191,0.0022,-0.0169,3.8089,7.9012,4.0923,8.48,8.12,-0.36,280,268,-12,0.308353,2.45443,2.14608,0.019143,0.003201,-0.015942,0.596429,0.04104,-0.555389,0.1,0.89925,0.79925,0.303571,0.0597,-0.243871
2,IR,sp,8,1,2026-07-11 11:12:48,200,33,0.7073,0.7613,0.054,0.6947,0.8302,0.1355,0.0191,-0.0916,-0.1107,3.8089,4.4717,0.6628,8.48,6.94,-1.54,280,229,-51,0.308353,0.377465,0.069112,0.019143,-0.090601,-0.109744,0.596429,0.46288,-0.133549,0.1,0.16157,0.06157,0.303571,0.37555,0.071979
3,AGR,sp,8,1,2026-07-11 11:15:42,200,33,0.7073,0.8652,0.1579,0.6947,0.8242,0.1295,0.0191,0.0484,0.0293,3.8089,8.0568,4.2479,8.48,8.18,-0.3,280,270,-10,0.308353,1.65637,1.34802,0.019143,0.048043,0.0289,0.596429,0.02593,-0.570499,0.1,0.95185,0.85185,0.303571,0.02222,-0.281351
4,RANDOM,sp,8,1,2026-07-11 11:17:40,200,33,0.7073,0.698,-0.0093,0.6947,0.6998,0.0051,0.0191,-0.0023,-0.0214,3.8089,3.656,-0.1529,8.48,6.55,-1.93,280,216,-64,0.308353,0.385236,0.076883,0.019143,-0.002667,-0.02181,0.596429,0.53241,-0.064019,0.1,0.14815,0.04815,0.303571,0.31944,0.015869
5,OI,sp,8,2,2026-07-11 11:22:39,200,33,0.7018,0.8615,0.1597,0.687,0.8612,0.1742,0.0224,0.0006,-0.0218,3.7335,7.8455,4.112,8.42,8.06,-0.36,278,266,-12,0.283999,2.51564,2.23164,0.022615,0.001301,-0.021314,0.600719,0.06767,-0.533049,0.086331,0.86466,0.778329,0.31295,0.06767,-0.24528
6,IR,sp,8,2,2026-07-11 11:24:37,200,33,0.7018,0.7642,0.0624,0.687,0.8385,0.1515,0.0224,-0.0979,-0.1203,3.7335,4.5116,0.7781,8.42,7.18,-1.24,278,237,-41,0.283999,0.436846,0.152847,0.022615,-0.096416,-0.119031,0.600719,0.46835,-0.132369,0.086331,0.19409,0.107759,0.31295,0.33755,0.0246
7,AGR,sp,8,2,2026-07-11 11:27:42,200,33,0.7018,0.8627,0.1609,0.687,0.8239,0.1369,0.0224,0.0455,0.0231,3.7335,7.9452,4.2117,8.42,8.09,-0.33,278,267,-11,0.283999,2.06526,1.78126,0.022615,0.0455,0.022885,0.600719,0.03371,-0.567009,0.086331,0.93633,0.849999,0.31295,0.02996,-0.28299
8,RANDOM,sp,8,2,2026-07-11 11:29:43,200,33,0.7018,0.6707,-0.0311,0.687,0.6741,-0.0129,0.0224,-0.005,-0.0274,3.7335,3.3838,-0.3497,8.42,6.52,-1.9,278,215,-63,0.283999,0.320613,0.036614,0.022615,-0.001635,-0.02425,0.600719,0.54419,-0.056529,0.086331,0.13488,0.048549,0.31295,0.32093,0.00798
9,OI,sp,8,3,2026-07-11 11:33:23,200,33,0.707,0.8613,0.1543,0.693,0.8565,0.1635,0.021,0.0056,-0.0154,3.845,7.8368,3.9918,8.21,8.03,-0.18,271,265,-6,0.305859,1.83887,1.53301,0.020828,0.00638,-0.014448,0.590406,0.03774,-0.552666,0.088561,0.91321,0.824649,0.321033,0.04906,-0.271973
10,IR,sp,8,3,2026-07-11 11:35:33,200,33,0.707,0.7691,0.0621,0.693,0.8456,0.1526,0.021,-0.1011,-0.1221,3.845,4.6143,0.7693,8.21,7.18,-1.03,271,237,-34,0.305859,0.419848,0.113989,0.020828,-0.098582,-0.11941,0.590406,0.46414,-0.126266,0.088561,0.17722,0.088659,0.321033,0.35865,0.037617
11,AGR,sp,8,3,2026-07-11 11:38:40,200,33,0.707,0.861,0.154,0.693,0.8211,0.1281,0.021,0.0471,0.0261,3.845,7.949,4.104,8.21,8.06,-0.15,271,266,-5,0.305859,1.43958,1.13372,0.020828,0.04701,0.026182,0.590406,0.01504,-0.575366,0.088561,0.97368,0.885119,0.321033,0.01128,-0.309753
12,RANDOM,sp,8,3,2026-07-11 11:40:41,200,33,0.707,0.6789,-0.0281,0.693,0.6774,-0.0156,0.021,0.0026,-0.0184,3.845,3.606,-0.239,8.21,6.79,-1.42,271,224,-47,0.305859,0.361571,0.055712,0.020828,0.004319,-0.016509,0.590406,0.54911,-0.041296,0.088561,0.13393,0.045369,0.321033,0.31696,-0.004073
13,OI,sp,8,4,2026-07-11 11:44:48,200,33,0.7069,0.8577,0.1508,0.7061,0.8612,0.1551,0.0011,-0.0038,-0.0049,3.7756,7.6457,3.8701,8.12,7.82,-0.3,268,258,-10,0.307294,1.48765,1.18036,0.002028,-0.002808,-0.004836,0.585821,0.04264,-0.543181,0.104478,0.8876,0.783122,0.309701,0.06977,-0.239931
14,IR,sp,8,4,2026-07-11 11:46:58,200,33,0.7069,0.7634,0.0565,0.7061,0.8295,0.1234,0.0011,-0.088,-0.0891,3.7756,4.5395,0.7639,8.12,6.82,-1.3,268,225,-43,0.307294,0.458245,0.150951,0.002028,-0.085036,-0.087064,0.585821,0.43556,-0.150261,0.104478,0.21333,0.108852,0.309701,0.35111,0.041409
15,AGR,sp,8,4,2026-07-11 11:50:00,200,33,0.7069,0.8571,0.1502,0.7061,0.8135,0.1074,0.0011,0.0519,0.0508,3.7756,7.612,3.8364,8.12,7.73,-0.39,268,255,-13,0.307294,1.51071,1.20342,0.002028,0.051705,0.049677,0.585821,0.01176,-0.574061,0.104478,0.96471,0.860232,0.309701,0.02353,-0.286171
16,RANDOM,sp,8,4,2026-07-11 11:52:04,200,33,0.7069,0.6952,-0.0117,0.7061,0.7042,-0.0019,0.0011,-0.0138,-0.0149,3.7756,3.5759,-0.1997,8.12,6.7,-1.42,268,221,-47,0.307294,0.369121,0.061827,0.002028,-0.010945,-0.012973,0.585821,0.53846,-0.047361,0.104478,0.15837,0.053892,0.309701,0.30317,-0.006531
17,OI,sp,8,5,2026-07-11 11:56:07,200,33,0.7087,0.8658,0.1571,0.6958,0.8658,0.17,0.0188,-0.0001,-0.0189,3.8162,7.9741,4.1579,8.39,8.21,-0.18,277,271,-6,0.283525,1.5212,1.23767,0.019465,0.001009,-0.018456,0.584838,0.06642,-0.518418,0.093863,0.88192,0.788057,0.3213,0.05166,-0.26964
18,IR,sp,8,5,2026-07-11 11:58:14,200,33,0.7087,0.7716,0.0629,0.6958,0.8433,0.1475,0.0188,-0.0941,-0.1129,3.8162,4.6704,0.8542,8.39,7.12,-1.27,277,235,-42,0.283525,0.413219,0.129694,0.019465,-0.093327,-0.112792,0.584838,0.48511,-0.099728,0.093863,0.14468,0.050817,0.3213,0.37021,0.04891
19,AGR,sp,8,5,2026-07-11 12:01:22,200,33,0.7087,0.863,0.1543,0.6958,0.8283,0.1325,0.0188,0.0409,0.0221,3.8162,7.9659,4.1497,8.39,8.12,-0.27,277,268,-9,0.283525,2.06209,1.77857,0.019465,0.040578,0.021113,0.584838,0.02612,-0.558718,0.093863,0.94776,0.853897,0.3213,0.02612,-0.29518
20,RANDOM,sp,8,5,2026-07-11 12:03:23,200,33,0.7087,0.6753,-0.0334,0.6958,0.6897,-0.0061,0.0188,-0.0197,-0.0385,3.8162,3.39,-0.4262,8.39,6.82,-1.57,277,225,-52,0.283525,0.39444,0.110915,0.019465,-0.018525,-0.03799,0.584838,0.53778,-0.047058,0.093863,0.18667,0.092807,0.3213,0.27556,-0.04574
21,OI,sp,8,6,2026-07-11 12:06:54,200,33,0.7039,0.8613,0.1574,0.6992,0.8667,0.1675,0.0087,-0.0068,-0.0155,3.8083,7.8329,4.0246,8.36,8.06,-0.3,276,266,-10,0.290853,1.49274,1.20189,0.008135,-0.004838,-0.012973,0.597826,0.06767,-0.530156,0.09058,0.84586,0.75528,0.311594,0.08647,-0.225124
22,IR,sp,8,6,2026-07-11 12:08:53,200,33,0.7039,0.7639,0.06,0.6992,0.8409,0.1417,0.0087,-0.1034,-0.1121,3.8083,4.5448,0.7365,8.36,6.79,-1.57,276,224,-52,0.290853,0.504364,0.213511,0.008135,-0.101508,-0.109643,0.597826,0.45089,-0.146936,0.09058,0.20089,0.11031,0.311594,0.34821,0.036616
23,AGR,sp,8,6,2026-07-11 12:11:51,200,33,0.7039,0.8578,0.1539,0.6992,0.8148,0.1156,0.0087,0.0508,0.0421,3.8083,7.7168,3.9085,8.36,7.88,-0.48,276,260,-16,0.290853,2.05491,1.76406,0.008135,0.051083,0.042948,0.597826,0.04231,-0.555516,0.09058,0.91923,0.82865,0.311594,0.03846,-0.273134
24,RANDOM,sp,8,6,2026-07-11 12:13:50,200,33,0.7039,0.6819,-0.022,0.6992,0.6862,-0.013,0.0087,-0.0063,-0.015,3.8083,3.5086,-0.2997,8.36,6.55,-1.81,276,216,-60,0.290853,0.408147,0.117294,0.008135,-0.002446,-0.010581,0.597826,0.5463,-0.051526,0.09058,0.14352,0.05294,0.311594,0.31019,-0.001404
25,OI,sp,8,7,2026-07-11 12:16:56,200,33,0.6987,0.8593,0.1606,0.6912,0.8645,0.1733,0.0105,-0.0057,-0.0162,3.7394,7.7425,4.0031,8.39,7.91,-0.48,277,261,-16,0.320079,1.30593,0.985851,0.012677,-0.005251,-0.017928,0.606498,0.04215,-0.564348,0.097473,0.91954,0.822067,0.296029,0.03831,-0.257719
26,IR,sp,8,7,2026-07-11 12:19:07,200,33,0.6987,0.7678,0.0691,0.6912,0.8333,0.1421,0.0105,-0.0883,-0.0988,3.7394,4.6831,0.9437,8.39,7.09,-1.3,277,234,-43,0.320079,0.427829,0.10775,0.012677,-0.085724,-0.098401,0.606498,0.45726,-0.149238,0.097473,0.19658,0.099107,0.296029,0.34615,0.050121
27,AGR,sp,8,7,2026-07-11 12:22:04,200,33,0.6987,0.8594,0.1607,0.6912,0.8161,0.1249,0.0105,0.0517,0.0412,3.7394,7.8336,4.0942,8.39,7.94,-0.45,277,262,-15,0.320079,1.80833,1.48825,0.012677,0.050862,0.038185,0.606498,0.0229,-0.583598,0.097473,0.97328,0.875807,0.296029,0.00382,-0.292209
28,RANDOM,sp,8,7,2026-07-11 12:23:59,200,33,0.6987,0.6852,-0.0135,0.6912,0.6818,-0.0094,0.0105,0.0039,-0.0066,3.7394,3.6252,-0.1142,8.39,6.79,-1.6,277,224,-53,0.320079,0.37146,0.051381,0.012677,0.00559,-0.007087,0.606498,0.53125,-0.075248,0.097473,0.15179,0.054317,0.296029,0.31696,0.020931
29,OI,sp,8,8,2026-07-11 12:26:51,200,33,0.7131,0.8634,0.1503,0.6921,0.868,0.1759,0.0302,-0.0053,-0.0355,3.8443,7.8563,4.012,8.42,8.06,-0.36,278,266,-12,0.27438,2.42934,2.15496,0.030591,-0.004232,-0.034823,0.589928,0.04511,-0.544818,0.082734,0.8985,0.815766,0.327338,0.05639,-0.270948
30,IR,sp,8,8,2026-07-11 12:28:53,200,33,0.7131,0.7642,0.0511,0.6921,0.8341,0.142,0.0302,-0.0936,-0.1238,3.8443,4.5158,0.6715,8.42,7.06,-1.36,278,233,-45,0.27438,0.384109,0.109729,0.030591,-0.090656,-0.121247,0.589928,0.4721,-0.117828,0.082734,0.15021,0.067476,0.327338,0.37768,0.050342
31,AGR,sp,8,8,2026-07-11 12:31:47,200,33,0.7131,0.8642,0.1511,0.6921,0.817,0.1249,0.0302,0.0555,0.0253,3.8443,7.9493,4.105,8.42,8.09,-0.33,278,267,-11,0.27438,1.89852,1.62414,0.030591,0.055155,0.024564,0.589928,0.02247,-0.567458,0.082734,0.94382,0.861086,0.327338,0.03371,-0.293628
32,RANDOM,sp,8,8,2026-07-11 12:33:49,200,33,0.7131,0.692,-0.0211,0.6921,0.6938,0.0017,0.0302,-0.0044,-0.0346,3.8443,3.6931,-0.1512,8.42,6.97,-1.45,278,230,-48,0.27438,0.355754,0.081374,0.030591,0.000044,-0.030547,0.589928,0.56522,-0.024708,0.082734,0.12609,0.043356,0.327338,0.3087,-0.018638
33,OI,sp,8,9,2026-07-11 18:01:05,200,33,0.7049,0.8576,0.1527,0.6883,0.8598,0.1715,0.0255,-0.0029,-0.0284,3.8056,7.5854,3.7798,8.06,7.76,-0.3,266,256,-10,0.314883,1.73944,1.42456,0.025262,-0.001807,-0.027069,0.586466,0.05469,-0.531776,0.097744,0.88672,0.788976,0.315789,0.05859,-0.257199
34,IR,sp,8,9,2026-07-11 18:04:20,200,33,0.7049,0.769,0.0641,0.6883,0.8471,0.1588,0.0255,-0.1041,-0.1296,3.8056,4.6555,0.8499,8.06,7,-1.06,266,231,-35,0.314883,0.487551,0.172668,0.025262,-0.102958,-0.12822,0.586466,0.4329,-0.153566,0.097744,0.22944,0.131696,0.315789,0.33766,0.021871
35,AGR,sp,8,9,2026-07-11 18:08:05,200,33,0.7049,0.8565,0.1516,0.6883,0.8185,0.1302,0.0255,0.0452,0.0197,3.8056,7.5515,3.7459,8.06,7.64,-0.42,266,252,-14,0.314883,1.27917,0.964287,0.025262,0.045184,0.019922,0.586466,0.0119,-0.574566,0.097744,0.96825,0.870506,0.315789,0.01984,-0.295949
36,RANDOM,sp,8,9,2026-07-11 18:09:13,200,33,0.7049,0.6852,-0.0197,0.6883,0.6779,-0.0104,0.0255,0.0107,-0.0148,3.8056,3.5441,-0.2615,8.06,6.67,-1.39,266,220,-46,0.314883,0.411329,0.096446,0.025262,0.013435,-0.011827,0.586466,0.54545,-0.041016,0.097744,0.16818,0.070436,0.315789,0.28636,-0.029429
37,OI,sp,8,10,2026-07-11 18:44:46,200,33,0.7076,0.8593,0.1517,0.6991,0.8603,0.1612,0.0129,-0.0012,-0.0141,3.8375,7.8468,4.0093,8.45,8,-0.45,279,264,-15,0.316712,1.32179,1.00508,0.013371,-0.000488,-0.013859,0.587814,0.0303,-0.557514,0.107527,0.93939,0.831863,0.304659,0.0303,-0.274359
38,IR,sp,8,10,2026-07-11 18:46:56,200,33,0.7076,0.7634,0.0558,0.6991,0.832,0.1329,0.0129,-0.092,-0.1049,3.8375,4.5354,0.6979,8.45,7.12,-1.33,279,235,-44,0.316712,0.427699,0.110987,0.013371,-0.089398,-0.102769,0.587814,0.45106,-0.136754,0.107527,0.19574,0.088213,0.304659,0.35319,0.048531
39,AGR,sp,8,10,2026-07-11 18:49:47,200,33,0.7076,0.8604,0.1528,0.6991,0.8133,0.1142,0.0129,0.0558,0.0429,3.8375,7.8798,4.0423,8.45,8,-0.45,279,264,-15,0.316712,1.5995,1.28279,0.013371,0.055535,0.042164,0.587814,0.01136,-0.576454,0.107527,0.95833,0.850803,0.304659,0.0303,-0.274359
40,RANDOM,sp,8,10,2026-07-11 19:26:09,200,33,0.7076,0.6956,-0.012,0.6991,0.7053,0.0062,0.0129,-0.0126,-0.0255,3.8375,3.7204,-0.1171,8.45,6.82,-1.63,279,225,-54,0.316712,0.385956,0.069244,0.013371,-0.0124,-0.025771,0.587814,0.52889,-0.058924,0.107527,0.16889,0.061363,0.304659,0.30222,-0.002439
41,OI,sp,8,11,2026-07-11 20:19:25,200,33,0.7023,0.8572,0.1549,0.7015,0.8597,0.1582,0.0027,-0.0028,-0.0055,3.7688,7.6574,3.8886,8.15,7.85,-0.3,269,259,-10,0.27832,1.86272,1.5844,0.002922,-0.001767,-0.004689,0.583643,0.05792,-0.525723,0.092937,0.88031,0.787373,0.32342,0.06178,-0.26164
42,IR,sp,8,11,2026-07-11 20:21:28,200,33,0.7023,0.7595,0.0572,0.7015,0.8323,0.1308,0.0027,-0.0998,-0.1025,3.7688,4.5592,0.7904,8.15,6.88,-1.27,269,227,-42,0.27832,0.417651,0.139331,0.002922,-0.095252,-0.098174,0.583643,0.43612,-0.147523,0.092937,0.22026,0.127323,0.32342,0.34361,0.02019
43,AGR,sp,8,11,2026-07-11 20:36:51,200,33,0.7023,0.8597,0.1574,0.7015,0.8173,0.1158,0.0027,0.0501,0.0474,3.7688,7.8052,4.0364,8.15,7.91,-0.24,269,261,-8,0.27832,1.95383,1.67551,0.002922,0.049897,0.046975,0.583643,0.01916,-0.564483,0.092937,0.97318,0.880243,0.32342,0.00766,-0.31576
44,RANDOM,sp,8,11,2026-07-11 20:44:50,200,33,0.7023,0.681,-0.0213,0.7015,0.6853,-0.0162,0.0027,-0.0074,-0.0101,3.7688,3.5875,-0.1813,8.15,6.76,-1.39,269,223,-46,0.27832,0.413334,0.135014,0.002922,-0.002883,-0.005805,0.583643,0.57399,-0.009653,0.092937,0.13004,0.037103,0.32342,0.29596,-0.02746
45,OI,sp,8,12,2026-07-11 20:47:42,200,33,0.7126,0.8605,0.1479,0.6973,0.8686,0.1713,0.0219,-0.0096,-0.0315,3.8855,7.7364,3.8509,8.33,7.94,-0.39,275,262,-13,0.305849,1.58202,1.27617,0.02299,-0.008137,-0.031127,0.589091,0.03817,-0.550921,0.094545,0.89695,0.802405,0.316364,0.06489,-0.251474
46,IR,sp,8,12,2026-07-11 20:53:11,200,33,0.7126,0.7705,0.0579,0.6973,0.8408,0.1435,0.0219,-0.0931,-0.115,3.8855,4.581,0.6955,8.33,6.97,-1.36,275,230,-45,0.305849,0.439475,0.133626,0.02299,-0.090924,-0.113914,0.589091,0.46087,-0.128221,0.094545,0.17826,0.083715,0.316364,0.36087,0.044506
47,AGR,sp,8,12,2026-07-11 20:56:46,200,33,0.7126,0.8627,0.1501,0.6973,0.8208,0.1235,0.0219,0.0496,0.0277,3.8855,7.8761,3.9906,8.33,7.97,-0.36,275,263,-12,0.305849,1.62664,1.32079,0.02299,0.04944,0.02645,0.589091,0.01141,-0.577681,0.094545,0.96958,0.875035,0.316364,0.01901,-0.297354
48,RANDOM,sp,8,12,2026-07-11 20:59:17,200,33,0.7126,0.6849,-0.0277,0.6973,0.688,-0.0093,0.0219,-0.006,-0.0279,3.8855,3.5572,-0.3283,8.33,7.03,-1.3,275,232,-43,0.305849,0.353075,0.047226,0.02299,-0.00321,-0.0262,0.589091,0.57759,-0.011501,0.094545,0.125,0.030455,0.316364,0.29741,-0.018954
49,OI,sp,8,13,2026-07-11 21:07:30,200,33,0.7052,0.859,0.1538,0.6915,0.8712,0.1797,0.0211,-0.0144,-0.0355,3.7831,7.797,4.0139,8.3,8,-0.3,274,264,-10,0.289366,2.08774,1.79837,0.020314,-0.013311,-0.033625,0.591241,0.03409,-0.557151,0.091241,0.90909,0.817849,0.317518,0.05682,-0.260698
50,IR,sp,8,13,2026-07-11 21:15:57,200,33,0.7052,0.7662,0.061,0.6915,0.8385,0.147,0.0211,-0.0956,-0.1167,3.7831,4.5488,0.7657,8.3,6.97,-1.33,274,230,-44,0.289366,0.46743,0.178064,0.020314,-0.095425,-0.115739,0.591241,0.43913,-0.152111,0.091241,0.24348,0.152239,0.317518,0.31739,-0.000128
51,AGR,sp,8,13,2026-07-11 21:19:03,200,33,0.7052,0.8595,0.1543,0.6915,0.8155,0.124,0.0211,0.0522,0.0311,3.7831,7.7867,4.0036,8.3,7.91,-0.39,274,261,-13,0.289366,2.15246,1.86309,0.020314,0.051737,0.031423,0.591241,0.03831,-0.552931,0.091241,0.94253,0.851289,0.317518,0.01916,-0.298358
52,RANDOM,sp,8,13,2026-07-11 21:20:42,200,33,0.7052,0.6841,-0.0211,0.6915,0.6856,-0.0059,0.0211,-0.0042,-0.0253,3.7831,3.5696,-0.2135,8.3,6.73,-1.57,274,222,-52,0.289366,0.386687,0.097321,0.020314,-0.001304,-0.021618,0.591241,0.54955,-0.041691,0.091241,0.14414,0.052899,0.317518,0.30631,-0.011208
53,OI,sp,8,14,2026-07-11 21:24:01,200,33,0.7041,0.8604,0.1563,0.6859,0.8605,0.1746,0.0264,0,-0.0264,3.788,7.8746,4.0866,8.52,8.06,-0.46,281,266,-15,0.290443,2.02472,1.73428,0.028053,0.000846,-0.027207,0.590747,0.04887,-0.541877,0.099644,0.91353,0.813886,0.309609,0.03759,-0.272019
54,IR,sp,8,14,2026-07-11 21:30:15,200,33,0.7041,0.7652,0.0611,0.6859,0.8471,0.1612,0.0264,-0.1097,-0.1361,3.788,4.5535,0.7655,8.52,7,-1.52,281,231,-50,0.290443,0.420801,0.130358,0.028053,-0.107096,-0.135149,0.590747,0.45022,-0.140527,0.099644,0.19913,0.099486,0.309609,0.35065,0.041041
55,AGR,sp,8,14,2026-07-11 22:06:51,200,33,0.7041,0.8587,0.1546,0.6859,0.8203,0.1344,0.0264,0.0461,0.0197,3.788,7.8142,4.0262,8.52,7.97,-0.55,281,263,-18,0.290443,2.1842,1.89376,0.028053,0.045067,0.017014,0.590747,0.03422,-0.556527,0.099644,0.93916,0.839516,0.309609,0.02662,-0.282989
56,RANDOM,sp,8,14,2026-07-11 22:09:42,200,33,0.7041,0.6763,-0.0278,0.6859,0.6833,-0.0026,0.0264,-0.0132,-0.0396,3.788,3.4676,-0.3204,8.52,6.55,-1.97,281,216,-65,0.290443,0.306715,0.016272,0.028053,-0.009603,-0.037656,0.590747,0.55556,-0.035187,0.099644,0.11574,0.016096,0.309609,0.3287,0.019091
57,OI,sp,8,15,2026-07-11 22:19:31,200,33,0.6979,0.8614,0.1635,0.6844,0.8538,0.1694,0.0191,0.0086,-0.0105,3.7121,7.9516,4.2395,8.42,8.21,-0.21,278,271,-7,0.285479,1.68046,1.39498,0.020446,0.010158,-0.010288,0.597122,0.0738,-0.523322,0.097122,0.84871,0.751588,0.305755,0.07749,-0.228265
58,IR,sp,8,15,2026-07-11 22:22:52,200,33,0.6979,0.7577,0.0598,0.6844,0.835,0.1506,0.0191,-0.1045,-0.1236,3.7121,4.5252,0.8131,8.42,6.94,-1.48,278,229,-49,0.285479,0.429718,0.144239,0.020446,-0.100489,-0.120935,0.597122,0.43668,-0.160442,0.097122,0.22707,0.129948,0.305755,0.33624,0.030485
59,AGR,sp,8,15,2026-07-11 22:25:57,200,33,0.6979,0.858,0.1601,0.6844,0.8239,0.1395,0.0191,0.0404,0.0213,3.7121,7.615,3.9029,8.42,7.76,-0.66,278,256,-22,0.285479,1.68718,1.4017,0.020446,0.040101,0.019655,0.597122,0.02344,-0.573682,0.097122,0.94531,0.848188,0.305755,0.03125,-0.274505
60,RANDOM,sp,8,15,2026-07-11 22:39:05,200,33,0.6979,0.6916,-0.0063,0.6844,0.6865,0.0021,0.0191,0.0066,-0.0125,3.7121,3.5562,-0.1559,8.42,6.7,-1.72,278,221,-57,0.285479,0.365356,0.079877,0.020446,0.010798,-0.009648,0.597122,0.55656,-0.040562,0.097122,0.12217,0.025048,0.305755,0.32127,0.015515
61,OI,sp,8,16,2026-07-11 22:44:19,200,33,0.7123,0.8602,0.1479,0.7015,0.8639,0.1624,0.0148,-0.0042,-0.019,3.8755,7.826,3.9505,8.42,8.03,-0.39,278,265,-13,0.297158,2.08765,1.79049,0.016666,-0.003286,-0.019952,0.597122,0.0566,-0.540522,0.082734,0.87547,0.792736,0.320144,0.06792,-0.252224
62,IR,sp,8,16,2026-07-11 22:53:34,200,33,0.7123,0.7699,0.0576,0.7015,0.8447,0.1432,0.0148,-0.0984,-0.1132,3.8755,4.6401,0.7646,8.42,7.06,-1.36,278,233,-45,0.297158,0.389571,0.092413,0.016666,-0.097859,-0.114525,0.597122,0.44635,-0.150772,0.082734,0.20601,0.123276,0.320144,0.34764,0.027496
63,AGR,sp,8,16,2026-07-11 22:59:23,200,33,0.7123,0.8625,0.1502,0.7015,0.8291,0.1276,0.0148,0.039,0.0242,3.8755,7.9217,4.0462,8.42,8.09,-0.33,278,267,-11,0.297158,1.59664,1.29948,0.016666,0.039145,0.022479,0.597122,0.03745,-0.559672,0.082734,0.94007,0.857336,0.320144,0.02247,-0.297674
64,RANDOM,sp,8,16,2026-07-11 23:01:05,200,33,0.7123,0.6908,-0.0215,0.7015,0.6967,-0.0048,0.0148,-0.0098,-0.0246,3.8755,3.6118,-0.2637,8.42,6.7,-1.72,278,221,-57,0.297158,0.350492,0.053334,0.016666,-0.007987,-0.024653,0.597122,0.52489,-0.072232,0.082734,0.15385,0.071116,0.320144,0.32127,0.001126
65,OI,sp,8,17,2026-07-11 23:06:13,200,33,0.7039,0.86,0.1561,0.6958,0.8676,0.1718,0.0121,-0.0089,-0.021,3.7822,7.7696,3.9874,8.3,7.94,-0.36,274,262,-12,0.274504,1.81655,1.54205,0.013237,-0.007517,-0.020754,0.583942,0.03435,-0.549592,0.091241,0.92366,0.832419,0.324818,0.04198,-0.282838
66,IR,sp,8,17,2026-07-11 23:08:24,200,33,0.7039,0.7711,0.0672,0.6958,0.8423,0.1465,0.0121,-0.0948,-0.1069,3.7822,4.6569,0.8747,8.3,6.97,-1.33,274,230,-44,0.274504,0.443833,0.169329,0.013237,-0.093288,-0.106525,0.583942,0.46522,-0.118722,0.091241,0.15217,0.060929,0.324818,0.38261,0.057792
67,AGR,sp,8,17,2026-07-11 23:11:50,200,33,0.7039,0.8624,0.1585,0.6958,0.8324,0.1366,0.0121,0.0352,0.0231,3.7822,7.9156,4.1334,8.3,8.03,-0.27,274,265,-9,0.274504,1.51371,1.23921,0.013237,0.035554,0.022317,0.583942,0.01887,-0.565072,0.091241,0.95472,0.863479,0.324818,0.02642,-0.298398
68,RANDOM,sp,8,17,2026-07-11 23:20:25,200,33,0.7039,0.6822,-0.0217,0.6958,0.6711,-0.0247,0.0121,0.0149,0.0028,3.7822,3.5325,-0.2497,8.3,6.55,-1.75,274,216,-58,0.274504,0.35945,0.084946,0.013237,0.016709,0.003472,0.583942,0.52778,-0.056162,0.091241,0.16204,0.070799,0.324818,0.31019,-0.014628
69,OI,sp,8,18,2026-07-11 23:23:31,200,33,0.711,0.8574,0.1464,0.7021,0.8623,0.1602,0.0133,-0.0057,-0.019,3.8516,7.8368,3.9852,8.27,8.03,-0.24,273,265,-8,0.302354,2.16221,1.85986,0.01382,-0.004251,-0.018071,0.604396,0.04528,-0.559116,0.076923,0.91698,0.840057,0.318681,0.03774,-0.280941
70,IR,sp,8,18,2026-07-11 23:25:33,200,33,0.711,0.7584,0.0474,0.7021,0.8342,0.1321,0.0133,-0.1022,-0.1155,3.8516,4.4388,0.5872,8.27,7.06,-1.21,273,233,-40,0.302354,0.433208,0.130854,0.01382,-0.09853,-0.11235,0.604396,0.48069,-0.123706,0.076923,0.18026,0.103337,0.318681,0.33906,0.020379
71,AGR,sp,8,18,2026-07-11 23:34:07,200,33,0.711,0.8606,0.1496,0.7021,0.8162,0.1141,0.0133,0.0528,0.0395,3.8516,7.878,4.0264,8.27,8.03,-0.24,273,265,-8,0.302354,1.58903,1.28668,0.01382,0.052668,0.038848,0.604396,0.03396,-0.570436,0.076923,0.92453,0.847607,0.318681,0.04151,-0.277171
72,RANDOM,sp,8,18,2026-07-11 23:38:35,200,33,0.711,0.693,-0.018,0.7021,0.6885,-0.0136,0.0133,0.0065,-0.0068,3.8516,3.6342,-0.2174,8.27,6.45,-1.82,273,213,-60,0.302354,0.395241,0.092887,0.01382,0.007724,-0.006096,0.604396,0.50704,-0.097356,0.076923,0.1831,0.106177,0.318681,0.30986,-0.008821
