id,strategy,breed_suffix,breed_id,replicate_num,completed_at,pop_size,loci,gen0_he,gen20_he,he_delta,gen0_ho,gen20_ho,ho_delta,gen0_fis,gen20_fis,fis_delta,gen0_ne,gen20_ne,ne_delta,gen0_na,gen20_na,na_delta,gen0_total_alleles,gen20_total_alleles,total_alleles_delta,gen0_oi,gen20_oi,oi_delta,gen0_ir,gen20_ir,ir_delta,gen0_band_infr,gen20_band_infr,band_infr_delta,gen0_band_norm,gen20_band_norm,band_norm_delta,gen0_band_hfreq,gen20_band_hfreq,band_hfreq_delta
201,RANDOM,sp,8,39,2026-07-13 05:36:55,200,33,0.7079,0.6848,-0.0231,0.6992,0.6876,-0.0116,0.0138,-0.0017,-0.0155,3.8192,3.5449,-0.2743,8.33,6.64,-1.69,275,219,-56,0.266466,0.351154,0.084688,0.013027,-0.005208,-0.018235,0.589091,0.52511,-0.063981,0.08,0.15982,0.07982,0.330909,0.31507,-0.015839
202,OI,sp,8,40,2026-07-13 06:13:52,200,33,0.708,0.8606,0.1526,0.6902,0.8598,0.1696,0.0269,0.001,-0.0259,3.8419,7.874,4.0321,8.33,8.06,-0.27,275,266,-9,0.294995,1.9507,1.6557,0.026155,0.001855,-0.0243,0.574545,0.05263,-0.521915,0.109091,0.88346,0.774369,0.316364,0.06391,-0.252454
203,IR,sp,8,40,2026-07-13 06:15:57,200,33,0.708,0.7662,0.0582,0.6902,0.84,0.1498,0.0269,-0.0979,-0.1248,3.8419,4.5271,0.6852,8.33,6.97,-1.36,275,230,-45,0.294995,0.424171,0.129176,0.026155,-0.096675,-0.12283,0.574545,0.44783,-0.126715,0.109091,0.18261,0.073519,0.316364,0.36957,0.053206
204,AGR,sp,8,40,2026-07-13 06:18:43,200,33,0.708,0.8595,0.1515,0.6902,0.8194,0.1292,0.0269,0.0484,0.0215,3.8419,7.8963,4.0544,8.33,7.97,-0.36,275,263,-12,0.294995,1.44737,1.15237,0.026155,0.047167,0.021012,0.574545,0.0076,-0.566945,0.109091,0.98099,0.871899,0.316364,0.01141,-0.304954
205,RANDOM,sp,8,40,2026-07-13 06:20:44,200,33,0.708,0.6995,-0.0085,0.6902,0.7018,0.0116,0.0269,-0.0036,-0.0305,3.8419,3.6661,-0.1758,8.33,6.48,-1.85,275,214,-61,0.294995,0.462446,0.167451,0.026155,-0.000783,-0.026938,0.574545,0.51402,-0.060525,0.109091,0.21963,0.110539,0.316364,0.26636,-0.050004
206,OI,sp,8,41,2026-07-13 06:27:56,200,33,0.7032,0.8514,0.1482,0.685,0.8527,0.1677,0.0284,-0.0013,-0.0297,3.776,7.4196,3.6436,8.18,7.58,-0.6,270,250,-20,0.29508,2.36426,2.06918,0.027714,-0.000292,-0.028006,0.581481,0.04,-0.541481,0.107407,0.9,0.792593,0.311111,0.06,-0.251111
207,IR,sp,8,41,2026-07-13 06:30:04,200,33,0.7032,0.7565,0.0533,0.685,0.8302,0.1452,0.0284,-0.0995,-0.1279,3.776,4.3601,0.5841,8.18,6.88,-1.3,270,227,-43,0.29508,0.405112,0.110032,0.027714,-0.098218,-0.125932,0.581481,0.44934,-0.132141,0.107407,0.19383,0.086423,0.311111,0.35683,0.045719
208,AGR,sp,8,41,2026-07-13 06:33:01,200,33,0.7032,0.8567,0.1535,0.685,0.8192,0.1342,0.0284,0.0441,0.0157,3.776,7.6903,3.9143,8.18,7.82,-0.36,270,258,-12,0.29508,1.64279,1.34771,0.027714,0.044032,0.016318,0.581481,0.04264,-0.538841,0.107407,0.94186,0.834453,0.311111,0.0155,-0.295611
209,RANDOM,sp,8,41,2026-07-13 06:35:01,200,33,0.7032,0.6921,-0.0111,0.685,0.7042,0.0192,0.0284,-0.0201,-0.0485,3.776,3.6595,-0.1165,8.18,6.91,-1.27,270,228,-42,0.29508,0.370653,0.075573,0.027714,-0.014914,-0.042628,0.581481,0.52632,-0.055161,0.107407,0.15789,0.050483,0.311111,0.31579,0.004679
210,OI,sp,8,42,2026-07-13 06:46:23,200,33,0.7017,0.8657,0.164,0.6898,0.8791,0.1893,0.0169,-0.0153,-0.0322,3.7297,7.9405,4.2108,8.42,8.12,-0.3,278,268,-10,0.293146,1.73418,1.44103,0.018399,-0.014538,-0.032937,0.604317,0.05224,-0.552077,0.089928,0.89552,0.805592,0.305755,0.05224,-0.253515
211,IR,sp,8,42,2026-07-13 06:48:29,200,33,0.7017,0.7675,0.0658,0.6898,0.8342,0.1444,0.0169,-0.0876,-0.1045,3.7297,4.5698,0.8401,8.42,7.24,-1.18,278,239,-39,0.293146,0.414021,0.120875,0.018399,-0.087354,-0.105753,0.604317,0.44351,-0.160807,0.089928,0.22176,0.131832,0.305755,0.33473,0.028975
212,AGR,sp,8,42,2026-07-13 06:51:42,200,33,0.7017,0.859,0.1573,0.6898,0.8159,0.1261,0.0169,0.0511,0.0342,3.7297,7.7227,3.993,8.42,7.82,-0.6,278,258,-20,0.293146,1.1214,0.828254,0.018399,0.050957,0.032558,0.604317,0.01163,-0.592687,0.089928,0.96899,0.879062,0.305755,0.01938,-0.286375
213,RANDOM,sp,8,42,2026-07-13 06:53:42,200,33,0.7017,0.6871,-0.0146,0.6898,0.692,0.0022,0.0169,-0.0083,-0.0252,3.7297,3.5101,-0.2196,8.42,6.79,-1.63,278,224,-54,0.293146,0.342104,0.048958,0.018399,-0.004517,-0.022916,0.604317,0.5625,-0.041817,0.089928,0.125,0.035072,0.305755,0.3125,0.006745
214,OI,sp,8,43,2026-07-13 06:58:17,200,33,0.7138,0.8597,0.1459,0.7024,0.8642,0.1618,0.0155,-0.0053,-0.0208,3.8892,7.701,3.8118,8.42,7.88,-0.54,278,260,-18,0.305543,2.14671,1.84117,0.017203,-0.004259,-0.021462,0.57554,0.04231,-0.53323,0.111511,0.90769,0.796179,0.31295,0.05,-0.26295
215,IR,sp,8,43,2026-07-13 07:00:24,200,33,0.7138,0.7634,0.0496,0.7024,0.8388,0.1364,0.0155,-0.1005,-0.116,3.8892,4.5614,0.6722,8.42,7.15,-1.27,278,236,-42,0.305543,0.427558,0.122015,0.017203,-0.09982,-0.117023,0.57554,0.44915,-0.12639,0.111511,0.21186,0.100349,0.31295,0.33898,0.02603
216,AGR,sp,8,43,2026-07-13 07:03:14,200,33,0.7138,0.8658,0.152,0.7024,0.8223,0.1199,0.0155,0.0512,0.0357,3.8892,8.0924,4.2032,8.42,8.21,-0.21,278,271,-7,0.305543,1.11705,0.811507,0.017203,0.051264,0.034061,0.57554,0.01476,-0.56078,0.111511,0.97417,0.862659,0.31295,0.01107,-0.30188
217,RANDOM,sp,8,43,2026-07-13 07:05:17,200,33,0.7138,0.689,-0.0248,0.7024,0.6962,-0.0062,0.0155,-0.0094,-0.0249,3.8892,3.5482,-0.341,8.42,6.94,-1.48,278,229,-49,0.305543,0.362622,0.057079,0.017203,-0.009174,-0.026377,0.57554,0.57205,-0.00349,0.111511,0.1179,0.006389,0.31295,0.31004,-0.00291
219,OI,sp,8,44,2026-07-13 07:13:56,200,33,0.7051,0.8607,0.1556,0.6962,0.8638,0.1676,0.0121,-0.0034,-0.0155,3.7683,7.7662,3.9979,8.42,7.97,-0.45,278,263,-15,0.289496,1.99824,1.70874,0.014112,-0.002608,-0.01672,0.589928,0.04183,-0.548098,0.097122,0.90114,0.804018,0.31295,0.05703,-0.25592
220,IR,sp,8,44,2026-07-13 07:16:05,200,33,0.7051,0.7589,0.0538,0.6962,0.8324,0.1362,0.0121,-0.0987,-0.1108,3.7683,4.4321,0.6638,8.42,7.06,-1.36,278,233,-45,0.289496,0.381464,0.091968,0.014112,-0.096019,-0.110131,0.589928,0.49785,-0.092078,0.097122,0.12876,0.031638,0.31295,0.37339,0.06044
221,AGR,sp,8,44,2026-07-13 07:19:04,200,33,0.7051,0.8598,0.1547,0.6962,0.8111,0.1149,0.0121,0.0579,0.0458,3.7683,7.847,4.0787,8.42,8,-0.42,278,264,-14,0.289496,1.56219,1.27269,0.014112,0.057049,0.042937,0.589928,0.02273,-0.567198,0.097122,0.95076,0.853638,0.31295,0.02652,-0.28643
222,RANDOM,sp,8,44,2026-07-13 07:21:05,200,33,0.7051,0.6992,-0.0059,0.6962,0.6962,0,0.0121,0.005,-0.0071,3.7683,3.6118,-0.1565,8.42,6.82,-1.6,278,225,-53,0.289496,0.351341,0.061845,0.014112,0.004576,-0.009536,0.589928,0.54667,-0.043258,0.097122,0.12889,0.031768,0.31295,0.32444,0.01149
223,OI,sp,8,45,2026-07-13 07:29:14,200,33,0.7064,0.8585,0.1521,0.6936,0.8638,0.1702,0.0194,-0.0062,-0.0256,3.8016,7.5969,3.7953,8.24,7.82,-0.42,272,258,-14,0.316658,1.35708,1.04042,0.019089,-0.004358,-0.023447,0.595588,0.06977,-0.525818,0.099265,0.86822,0.768955,0.305147,0.06202,-0.243127
224,IR,sp,8,45,2026-07-13 07:31:14,200,33,0.7064,0.771,0.0646,0.6936,0.8418,0.1482,0.0194,-0.0935,-0.1129,3.8016,4.6169,0.8153,8.24,6.82,-1.42,272,225,-47,0.316658,0.427107,0.110449,0.019089,-0.092115,-0.111204,0.595588,0.42667,-0.168918,0.099265,0.20444,0.105175,0.305147,0.36889,0.063743
225,AGR,sp,8,45,2026-07-13 07:34:02,200,33,0.7064,0.8589,0.1525,0.6936,0.8109,0.1173,0.0194,0.0574,0.038,3.8016,7.7645,3.9629,8.24,7.88,-0.36,272,260,-12,0.316658,1.25845,0.941792,0.019089,0.056511,0.037422,0.595588,0.02692,-0.568668,0.099265,0.95385,0.854585,0.305147,0.01923,-0.285917
226,RANDOM,sp,8,45,2026-07-13 07:36:04,200,33,0.7064,0.6781,-0.0283,0.6936,0.6814,-0.0122,0.0194,-0.0054,-0.0248,3.8016,3.5271,-0.2745,8.24,6.76,-1.48,272,223,-49,0.316658,0.367204,0.050546,0.019089,-0.003147,-0.022236,0.595588,0.5426,-0.052988,0.099265,0.15247,0.053205,0.305147,0.30493,-0.000217
227,OI,sp,8,46,2026-07-13 07:40:07,200,33,0.7057,0.8626,0.1569,0.6926,0.8612,0.1686,0.0203,0.0022,-0.0181,3.778,7.9674,4.1894,8.42,8.15,-0.27,278,269,-9,0.322976,1.82633,1.50335,0.019667,0.002705,-0.016962,0.593525,0.03717,-0.556355,0.100719,0.91822,0.817501,0.305755,0.04461,-0.261145
228,IR,sp,8,46,2026-07-13 07:42:15,200,33,0.7057,0.7582,0.0525,0.6926,0.8359,0.1433,0.0203,-0.1055,-0.1258,3.778,4.3974,0.6194,8.42,6.91,-1.51,278,228,-50,0.322976,0.428503,0.105527,0.019667,-0.102129,-0.121796,0.593525,0.47807,-0.115455,0.100719,0.17544,0.074721,0.305755,0.34649,0.040735
229,AGR,sp,8,46,2026-07-13 07:45:16,200,33,0.7057,0.8627,0.157,0.6926,0.8161,0.1235,0.0203,0.0551,0.0348,3.778,8.0397,4.2617,8.42,8.18,-0.24,278,270,-8,0.322976,1.68971,1.36673,0.019667,0.054975,0.035308,0.593525,0.03704,-0.556485,0.100719,0.91852,0.817801,0.305755,0.04444,-0.261315
230,RANDOM,sp,8,46,2026-07-13 07:47:16,200,33,0.7057,0.6891,-0.0166,0.6926,0.6876,-0.005,0.0203,0.0021,-0.0182,3.778,3.6266,-0.1514,8.42,6.82,-1.6,278,225,-53,0.322976,0.394376,0.0714,0.019667,0.00363,-0.016037,0.593525,0.54222,-0.051305,0.100719,0.16444,0.063721,0.305755,0.29333,-0.012425
231,OI,sp,8,47,2026-07-13 07:50:14,200,33,0.709,0.8628,0.1538,0.6877,0.8661,0.1784,0.0322,-0.0037,-0.0359,3.8342,7.682,3.8478,8.36,7.85,-0.51,276,259,-17,0.286928,2.03532,1.74839,0.031396,-0.003122,-0.034518,0.597826,0.04247,-0.555356,0.083333,0.91506,0.831727,0.318841,0.04247,-0.276371
232,IR,sp,8,47,2026-07-13 07:52:11,200,33,0.709,0.7619,0.0529,0.6877,0.8308,0.1431,0.0322,-0.0919,-0.1241,3.8342,4.5214,0.6872,8.36,7.06,-1.3,276,233,-43,0.286928,0.401252,0.114324,0.031396,-0.089518,-0.120914,0.597826,0.4721,-0.125726,0.083333,0.18455,0.101217,0.318841,0.34335,0.024509
233,AGR,sp,8,47,2026-07-13 07:55:06,200,33,0.709,0.867,0.158,0.6877,0.8239,0.1362,0.0322,0.0505,0.0183,3.8342,7.999,4.1648,8.36,8.09,-0.27,276,267,-9,0.286928,1.80443,1.5175,0.031396,0.050358,0.018962,0.597826,0.01498,-0.582846,0.083333,0.97753,0.894197,0.318841,0.00749,-0.311351
234,RANDOM,sp,8,47,2026-07-13 07:57:07,200,33,0.709,0.6957,-0.0133,0.6877,0.6965,0.0088,0.0322,0.0003,-0.0319,3.8342,3.573,-0.2612,8.36,6.7,-1.66,276,221,-55,0.286928,0.406384,0.119456,0.031396,0.001772,-0.029624,0.597826,0.53394,-0.063886,0.083333,0.181,0.097667,0.318841,0.28507,-0.033771
235,OI,sp,8,48,2026-07-13 08:00:57,200,33,0.7116,0.8644,0.1528,0.6988,0.8595,0.1607,0.0189,0.0055,-0.0134,3.8536,8.03,4.1764,8.55,8.24,-0.31,282,272,-10,0.292399,1.57281,1.28041,0.019442,0.006816,-0.012626,0.588652,0.06618,-0.522472,0.102837,0.87868,0.775843,0.308511,0.05515,-0.253361
236,IR,sp,8,48,2026-07-13 08:03:05,200,33,0.7116,0.7661,0.0545,0.6988,0.8364,0.1376,0.0189,-0.0938,-0.1127,3.8536,4.5225,0.6689,8.55,7,-1.55,282,231,-51,0.292399,0.48071,0.188311,0.019442,-0.092543,-0.111985,0.588652,0.45022,-0.138432,0.102837,0.22511,0.122273,0.308511,0.32468,0.016169
237,AGR,sp,8,48,2026-07-13 08:05:54,200,33,0.7116,0.8606,0.149,0.6988,0.8209,0.1221,0.0189,0.047,0.0281,3.8536,7.8479,3.9943,8.55,7.94,-0.61,282,262,-20,0.292399,1.03864,0.746241,0.019442,0.047156,0.027714,0.588652,0.01527,-0.573382,0.102837,0.97328,0.870443,0.308511,0.01145,-0.297061
238,RANDOM,sp,8,48,2026-07-13 08:07:53,200,33,0.7116,0.699,-0.0126,0.6988,0.7021,0.0033,0.0189,-0.0035,-0.0224,3.8536,3.744,-0.1096,8.55,6.79,-1.76,282,224,-58,0.292399,0.33804,0.045641,0.019442,-0.001416,-0.020858,0.588652,0.51339,-0.075262,0.102837,0.16518,0.062343,0.308511,0.32143,0.012919
239,OI,sp,8,49,2026-07-13 08:11:55,200,33,0.7022,0.8588,0.1566,0.685,0.8603,0.1753,0.0259,-0.0018,-0.0277,3.7415,7.8562,4.1147,8.48,8.03,-0.45,280,265,-15,0.284026,2.26116,1.97713,0.025836,-0.000458,-0.026294,0.596429,0.03019,-0.566239,0.092857,0.91321,0.820353,0.310714,0.0566,-0.254114
240,IR,sp,8,49,2026-07-13 08:13:56,200,33,0.7022,0.7701,0.0679,0.685,0.8409,0.1559,0.0259,-0.0947,-0.1206,3.7415,4.7029,0.9614,8.48,6.88,-1.6,280,227,-53,0.284026,0.466068,0.182042,0.025836,-0.091771,-0.117607,0.596429,0.43172,-0.164709,0.092857,0.21145,0.118593,0.310714,0.35683,0.046116
241,AGR,sp,8,49,2026-07-13 08:16:53,200,33,0.7022,0.8603,0.1581,0.685,0.8273,0.1423,0.0259,0.0394,0.0135,3.7415,7.8422,4.1007,8.48,7.97,-0.51,280,263,-17,0.284026,1.4009,1.11687,0.025836,0.039274,0.013438,0.596429,0.01521,-0.581219,0.092857,0.95437,0.861513,0.310714,0.03042,-0.280294
242,RANDOM,sp,8,49,2026-07-13 08:18:59,200,33,0.7022,0.6847,-0.0175,0.685,0.6824,-0.0026,0.0259,0.0025,-0.0234,3.7415,3.5424,-0.1991,8.48,6.39,-2.09,280,211,-69,0.284026,0.444849,0.160823,0.025836,0.005829,-0.020007,0.596429,0.52133,-0.075099,0.092857,0.19431,0.101453,0.310714,0.28436,-0.026354
243,OI,sp,8,50,2026-07-13 08:22:34,200,33,0.7082,0.8602,0.152,0.7008,0.8679,0.1671,0.0119,-0.0096,-0.0215,3.816,7.8478,4.0318,8.39,8,-0.39,277,264,-13,0.307751,1.70628,1.39853,0.011477,-0.008039,-0.019516,0.599278,0.0303,-0.568978,0.097473,0.92803,0.830557,0.303249,0.04167,-0.261579
244,IR,sp,8,50,2026-07-13 08:24:38,200,33,0.7082,0.7552,0.047,0.7008,0.8312,0.1304,0.0119,-0.1023,-0.1142,3.816,4.3896,0.5736,8.39,7,-1.39,277,231,-46,0.307751,0.406928,0.099177,0.011477,-0.101559,-0.113036,0.599278,0.48052,-0.118758,0.097473,0.16017,0.062697,0.303249,0.35931,0.056061
245,AGR,sp,8,50,2026-07-13 08:27:44,200,33,0.7082,0.8625,0.1543,0.7008,0.8227,0.1219,0.0119,0.0472,0.0353,3.816,7.9484,4.1324,8.39,8.06,-0.33,277,266,-11,0.307751,1.63764,1.32989,0.011477,0.046761,0.035284,0.599278,0.03759,-0.561688,0.097473,0.94361,0.846137,0.303249,0.0188,-0.284449
246,RANDOM,sp,8,50,2026-07-13 08:29:48,200,33,0.7082,0.7068,-0.0014,0.7008,0.6956,-0.0052,0.0119,0.0161,0.0042,3.816,3.8683,0.0523,8.39,6.85,-1.54,277,226,-51,0.307751,0.338289,0.030538,0.011477,0.017624,0.006147,0.599278,0.53097,-0.068308,0.097473,0.13274,0.035267,0.303249,0.33628,0.033031
