id,strategy,gen,completed_at,elapsed_seconds,avg_he,avg_ne,avg_na,avg_ho,avg_fis,avg_oi,avg_ir,band_infr,band_norm,band_hfreq,num_breeders,num_breeding_sires,breed_suffix,replicate_num,total_alleles,litter_size,sires_per_dam,sire_mode
1,OI,1,"2026-07-15 06:58:13",5.4,0.586209,2.78735,5.0909,0.59151515,-0.01346364,0.47676,-0.033365,0.50595,0.19048,0.30357,200,100,fcr,1,168,10,1,random
2,OI,2,"2026-07-15 06:58:17",9.8,0.612227,2.98676,5.0303,0.59984848,0.01910606,0.462726,0.002475,0.4759,0.19277,0.33133,200,100,fcr,1,166,10,1,random
3,OI,3,"2026-07-15 06:58:22",14.2,0.637524,3.2045,5.0303,0.63893939,-0.00440909,0.496225,-0.018965,0.41566,0.25904,0.3253,200,100,fcr,1,166,10,1,random
4,OI,4,"2026-07-15 06:58:26",18.6,0.656224,3.39147,4.9697,0.64484848,0.01828485,0.555786,0.005283,0.35366,0.38415,0.2622,200,100,fcr,1,164,10,1,random
5,OI,5,"2026-07-15 06:58:32",24.7,0.675203,3.56736,4.9394,0.68151515,-0.00990303,0.690254,-0.021015,0.33742,0.3681,0.29448,200,100,fcr,1,163,10,1,random
6,OI,6,"2026-07-15 06:58:37",29.1,0.693276,3.78578,4.9091,0.69772727,-0.00390303,0.706793,-0.017105,0.29012,0.40741,0.30247,200,100,fcr,1,162,10,1,random
7,OI,7,"2026-07-15 06:58:43",35.3,0.705355,3.95122,4.8788,0.70787879,-0.00565455,0.709948,-0.009853,0.25466,0.50932,0.23602,200,100,fcr,1,161,10,1,random
8,OI,8,"2026-07-15 06:58:49",41.4,0.717652,4.07915,4.8788,0.72454546,-0.01000303,0.903116,-0.015804,0.21118,0.55901,0.22981,200,100,fcr,1,161,10,1,random
9,OI,9,"2026-07-15 06:58:55",47.8,0.728873,4.23309,4.8788,0.74257576,-0.01892121,0.919489,-0.02441,0.18634,0.6087,0.20497,200,100,fcr,1,161,10,1,random
10,OI,10,"2026-07-15 06:59:01",54,0.73763,4.36592,4.8788,0.745,-0.01110909,0.960679,-0.013947,0.1677,0.62733,0.20497,200,100,fcr,1,161,10,1,random
11,OI,11,"2026-07-15 06:59:08",60.3,0.7445,4.47081,4.8788,0.74212121,0.00462424,0.971533,0.000454,0.14286,0.70186,0.15528,200,100,fcr,1,161,10,1,random
12,OI,12,"2026-07-15 06:59:14",66.6,0.748955,4.56667,4.8788,0.7580303,-0.0127303,1.17836,-0.013299,0.1118,0.7764,0.1118,200,100,fcr,1,161,10,1,random
13,OI,13,"2026-07-15 06:59:20",72.8,0.752182,4.63228,4.8788,0.75666666,-0.00441515,1.31649,-0.006042,0.10559,0.79503,0.09938,200,100,fcr,1,161,10,1,random
14,OI,14,"2026-07-15 06:59:27",79.1,0.754909,4.69751,4.8788,0.74439394,0.01571515,1.5687,0.014016,0.09317,0.83851,0.06832,200,100,fcr,1,161,10,1,random
15,OI,15,"2026-07-15 06:59:33",85.5,0.75607,4.72526,4.8788,0.75257576,0.00465758,1.90341,0.006079,0.04348,0.91304,0.04348,200,100,fcr,1,161,10,1,random
16,OI,16,"2026-07-15 06:59:39",91.7,0.75683,4.74606,4.8788,0.76,-0.00496364,1.90548,-0.003005,0.07453,0.88199,0.04348,200,100,fcr,1,161,10,1,random
17,OI,17,"2026-07-15 06:59:45",98,0.757009,4.75602,4.8788,0.76015152,-0.00312727,2.863,-0.002638,0.03106,0.93789,0.03106,200,100,fcr,1,161,10,1,random
18,OI,18,"2026-07-15 06:59:52",104.3,0.758242,4.76776,4.8788,0.75636364,0.00224545,1.98164,0.00314,0.0559,0.8882,0.0559,200,100,fcr,1,161,10,1,random
19,OI,19,"2026-07-15 06:59:58",110.7,0.759073,4.77998,4.8788,0.76166667,-0.00359697,1.9466,-0.002008,0.06211,0.91304,0.02484,200,100,fcr,1,161,10,1,random
20,OI,20,"2026-07-15 07:00:05",117.6,0.759488,4.78882,4.8788,0.75954545,-0.00031212,3.09792,0.000455,0.03106,0.9441,0.02484,200,100,fcr,1,161,10,1,random
21,IR,1,"2026-07-15 07:00:15",6.1,0.566352,2.62421,4.9394,0.62893939,-0.10855152,0.425463,-0.120937,0.53374,0.18405,0.28221,200,100,fcr,1,163,10,1,random
22,IR,2,"2026-07-15 07:00:20",11,0.577509,2.6917,4.9394,0.64606061,-0.11680909,0.427962,-0.127674,0.52761,0.18405,0.28834,200,100,fcr,1,163,10,1,random
23,IR,3,"2026-07-15 07:00:25",16,0.588258,2.74381,4.9091,0.66363636,-0.12532727,0.434208,-0.137048,0.51235,0.19753,0.29012,200,100,fcr,1,162,10,1,random
24,IR,4,"2026-07-15 07:00:30",20.9,0.594403,2.78081,4.8182,0.66606061,-0.11984849,0.440852,-0.124952,0.51572,0.18239,0.30189,200,100,fcr,1,159,10,1,random
25,IR,5,"2026-07-15 07:00:37",27.5,0.600545,2.81447,4.7576,0.67227273,-0.12160303,0.441734,-0.123593,0.52229,0.17834,0.29936,200,100,fcr,1,157,10,1,random
26,IR,6,"2026-07-15 07:00:42",32.6,0.608085,2.85363,4.697,0.68333333,-0.12324243,0.473502,-0.129314,0.49032,0.1871,0.32258,200,100,fcr,1,155,10,1,random
27,IR,7,"2026-07-15 07:00:49",39.5,0.612482,2.87751,4.6667,0.69363637,-0.13455758,0.428637,-0.135645,0.47403,0.2013,0.32468,200,100,fcr,1,154,10,1,random
28,IR,8,"2026-07-15 07:00:55",46.2,0.617633,2.91124,4.6667,0.68969697,-0.11893939,0.433686,-0.119858,0.46753,0.21429,0.31818,200,100,fcr,1,154,10,1,random
29,IR,9,"2026-07-15 07:01:02",53,0.620803,2.9308,4.6364,0.69742424,-0.12795455,0.452459,-0.124815,0.46405,0.22222,0.31373,200,100,fcr,1,153,10,1,random
30,IR,10,"2026-07-15 07:01:09",60,0.624548,2.95408,4.6364,0.6969697,-0.11828485,0.478598,-0.117958,0.45098,0.23529,0.31373,200,100,fcr,1,153,10,1,random
31,IR,11,"2026-07-15 07:01:16",66.8,0.630642,2.98477,4.6364,0.7019697,-0.11851212,0.489232,-0.116801,0.4183,0.27451,0.30719,200,100,fcr,1,153,10,1,random
32,IR,12,"2026-07-15 07:01:23",73.6,0.635915,3.01336,4.6061,0.71136363,-0.12240303,0.49027,-0.122156,0.42105,0.28289,0.29605,200,100,fcr,1,152,10,1,random
33,IR,13,"2026-07-15 07:01:29",80.4,0.640564,3.03669,4.6061,0.71378788,-0.11749697,0.535574,-0.11725,0.40789,0.29605,0.29605,200,100,fcr,1,152,10,1,random
34,IR,14,"2026-07-15 07:01:36",87.3,0.644276,3.05542,4.5758,0.7269697,-0.13347576,0.540006,-0.130501,0.39073,0.31126,0.29801,200,100,fcr,1,151,10,1,random
35,IR,15,"2026-07-15 07:01:43",94,0.649933,3.09047,4.5758,0.7169697,-0.10659394,0.550291,-0.106694,0.40397,0.30464,0.29139,200,100,fcr,1,151,10,1,random
36,IR,16,"2026-07-15 07:01:50",101,0.655024,3.1166,4.5455,0.7310606,-0.11824545,0.582383,-0.119217,0.4,0.28667,0.31333,200,100,fcr,1,150,10,1,random
37,IR,17,"2026-07-15 07:01:57",107.9,0.658349,3.14732,4.5455,0.73075758,-0.11135152,0.559347,-0.111896,0.39333,0.28667,0.32,200,100,fcr,1,150,10,1,random
38,IR,18,"2026-07-15 07:02:04",114.8,0.662185,3.18072,4.5455,0.73969697,-0.11984545,0.550081,-0.119439,0.39333,0.26667,0.34,200,100,fcr,1,150,10,1,random
39,IR,19,"2026-07-15 07:02:11",121.8,0.665676,3.22825,4.5455,0.745,-0.12315455,0.5284,-0.121089,0.38667,0.27333,0.34,200,100,fcr,1,150,10,1,random
40,IR,20,"2026-07-15 07:02:18",128.7,0.668094,3.24529,4.5152,0.74575757,-0.12114545,0.533058,-0.117521,0.38255,0.28859,0.32886,200,100,fcr,1,149,10,1,random
41,AGR,1,"2026-07-15 07:02:30",7.6,0.576194,2.74275,5.0303,0.53787879,0.0618303,0.44806,0.051868,0.51205,0.19277,0.29518,200,100,fcr,1,166,10,1,random
42,AGR,2,"2026-07-15 07:02:37",14.2,0.593185,2.91182,5.0303,0.54818182,0.07628788,0.443336,0.064973,0.48795,0.21084,0.3012,200,100,fcr,1,166,10,1,random
43,AGR,3,"2026-07-15 07:02:43",20.8,0.610776,3.08174,5,0.56560606,0.06124848,0.464216,0.063308,0.47273,0.19394,0.33333,200,100,fcr,1,165,10,1,random
44,AGR,4,"2026-07-15 07:02:50",27.4,0.626985,3.22942,4.9394,0.5730303,0.08320606,0.460881,0.076959,0.44785,0.22086,0.33129,200,100,fcr,1,163,10,1,random
45,AGR,5,"2026-07-15 07:02:58",35.7,0.642439,3.37604,4.9394,0.59424242,0.07471515,0.498675,0.066367,0.43558,0.19632,0.3681,200,100,fcr,1,163,10,1,random
46,AGR,6,"2026-07-15 07:03:05",42.6,0.656064,3.53438,4.9394,0.6,0.08560909,0.487922,0.078095,0.40491,0.23926,0.35583,200,100,fcr,1,163,10,1,random
47,AGR,7,"2026-07-15 07:03:13",51,0.671182,3.70057,4.9394,0.62772727,0.06542121,0.556955,0.056344,0.36196,0.31288,0.32515,200,100,fcr,1,163,10,1,random
48,AGR,8,"2026-07-15 07:03:22",59.5,0.681364,3.81285,4.8788,0.62909091,0.07824545,0.614435,0.071549,0.34161,0.34783,0.31056,200,100,fcr,1,161,10,1,random
49,AGR,9,"2026-07-15 07:03:31",68.2,0.691442,3.93857,4.8788,0.63924242,0.0786697,0.685021,0.070576,0.30435,0.39752,0.29814,200,100,fcr,1,161,10,1,random
50,AGR,10,"2026-07-15 07:03:39",77,0.699321,4.05042,4.8485,0.65515152,0.06230606,0.715518,0.059157,0.26875,0.46875,0.2625,200,100,fcr,1,160,10,1,random
51,AGR,11,"2026-07-15 07:03:48",85.8,0.710158,4.18754,4.8485,0.66878788,0.05994545,0.81851,0.052485,0.25625,0.4875,0.25625,200,100,fcr,1,160,10,1,random
52,AGR,12,"2026-07-15 07:03:57",94.6,0.717836,4.30829,4.8485,0.67136363,0.06585455,0.894651,0.061045,0.2,0.5875,0.2125,200,100,fcr,1,160,10,1,random
53,AGR,13,"2026-07-15 07:04:06",103.3,0.722952,4.40897,4.8485,0.65227273,0.09814242,0.940326,0.096156,0.175,0.65625,0.16875,200,100,fcr,1,160,10,1,random
54,AGR,14,"2026-07-15 07:04:14",112,0.726885,4.46558,4.8485,0.67090909,0.07989394,1.04002,0.075715,0.1625,0.675,0.1625,200,100,fcr,1,160,10,1,random
55,AGR,15,"2026-07-15 07:04:23",120.8,0.730806,4.52907,4.8485,0.67378788,0.08582424,1.08042,0.076808,0.15625,0.7125,0.13125,200,100,fcr,1,160,10,1,random
56,AGR,16,"2026-07-15 07:04:32",129.8,0.734642,4.58547,4.8485,0.66469697,0.10237273,1.22889,0.094179,0.11875,0.76875,0.1125,200,100,fcr,1,160,10,1,random
57,AGR,17,"2026-07-15 07:04:41",138.5,0.73797,4.60988,4.8485,0.67363637,0.08808182,1.25743,0.086026,0.1125,0.7875,0.1,200,100,fcr,1,160,10,1,random
58,AGR,18,"2026-07-15 07:04:50",147.2,0.741364,4.64475,4.8485,0.68378788,0.0833697,1.279,0.076496,0.0875,0.85,0.0625,200,100,fcr,1,160,10,1,random
59,AGR,19,"2026-07-15 07:04:59",156.1,0.743461,4.66543,4.8485,0.68272727,0.08752424,1.49681,0.081144,0.075,0.86875,0.05625,200,100,fcr,1,160,10,1,random
60,AGR,20,"2026-07-15 07:05:07",164.9,0.745794,4.70326,4.8485,0.69151515,0.07372121,1.52332,0.07252,0.03125,0.9375,0.03125,200,100,fcr,1,160,10,1,random
61,RANDOM,1,"2026-07-15 07:05:16",5.2,0.552606,2.55888,5.0909,0.5630303,-0.02049091,0.405061,-0.015598,0.54762,0.17857,0.27381,200,100,fcr,1,168,10,1,random
62,RANDOM,2,"2026-07-15 07:05:20",9.3,0.554415,2.57512,5.0606,0.55106061,0.00633636,0.389785,0.006382,0.54491,0.17365,0.28144,200,100,fcr,1,167,10,1,random
63,RANDOM,3,"2026-07-15 07:05:25",13.6,0.554927,2.58408,5.0606,0.5530303,0.00878485,0.379847,0.005054,0.53892,0.17964,0.28144,200,100,fcr,1,167,10,1,random
64,RANDOM,4,"2026-07-15 07:05:29",17.7,0.55513,2.57688,5,0.56484849,-0.01783636,0.377932,-0.015939,0.54545,0.17576,0.27879,200,100,fcr,1,165,10,1,random
65,RANDOM,5,"2026-07-15 07:05:34",23.5,0.557718,2.58452,4.9091,0.55848485,-0.00098788,0.398598,-0.001811,0.53086,0.19753,0.2716,200,100,fcr,1,162,10,1,random
66,RANDOM,6,"2026-07-15 07:05:39",27.7,0.553624,2.56962,4.8485,0.55303031,-0.00052727,0.410609,0.006528,0.53125,0.1875,0.28125,200,100,fcr,1,160,10,1,random
67,RANDOM,7,"2026-07-15 07:05:44",33.5,0.557479,2.5872,4.7576,0.56560606,-0.01677576,0.411417,-0.016445,0.53503,0.19745,0.26752,200,100,fcr,1,157,10,1,random
68,RANDOM,8,"2026-07-15 07:05:50",39.4,0.556282,2.58126,4.7273,0.55666667,-0.0049697,0.439455,0.002253,0.53205,0.19231,0.27564,200,100,fcr,1,156,10,1,random
69,RANDOM,9,"2026-07-15 07:05:56",45.5,0.555842,2.5723,4.7273,0.55833333,-0.0062697,0.429077,-0.001927,0.51923,0.19231,0.28846,200,100,fcr,1,156,10,1,random
70,RANDOM,10,"2026-07-15 07:06:03",51.6,0.556558,2.58046,4.7273,0.55863636,-0.0056697,0.402828,-0.002253,0.52564,0.17949,0.29487,200,100,fcr,1,156,10,1,random
71,RANDOM,11,"2026-07-15 07:06:09",57.6,0.555142,2.57008,4.697,0.55545455,0.00235152,0.385673,0.003126,0.53548,0.17419,0.29032,200,100,fcr,1,155,10,1,random
72,RANDOM,12,"2026-07-15 07:06:15",63.8,0.554894,2.57668,4.6667,0.54606061,0.01090303,0.411249,0.018042,0.51948,0.18182,0.2987,200,100,fcr,1,154,10,1,random
73,RANDOM,13,"2026-07-15 07:06:21",69.8,0.553236,2.56065,4.5455,0.54454546,0.01333636,0.39845,0.019001,0.52667,0.18667,0.28667,200,100,fcr,1,150,10,1,random
74,RANDOM,14,"2026-07-15 07:06:27",76,0.551461,2.54238,4.5152,0.54363636,0.01141818,0.429071,0.018185,0.5302,0.1745,0.2953,200,100,fcr,1,149,10,1,random
75,RANDOM,15,"2026-07-15 07:06:33",82.2,0.549809,2.53701,4.5152,0.55575758,-0.00725455,0.413112,-0.007317,0.5302,0.1745,0.2953,200,100,fcr,1,149,10,1,random
76,RANDOM,16,"2026-07-15 07:06:39",88.3,0.5449,2.51057,4.4848,0.55378788,-0.01941515,0.407959,-0.008821,0.57432,0.13514,0.29054,200,100,fcr,1,148,10,1,random
77,RANDOM,17,"2026-07-15 07:06:45",94.4,0.543467,2.49954,4.4545,0.53818182,0.00906061,0.438128,0.013301,0.54422,0.15646,0.29932,200,100,fcr,1,147,10,1,random
78,RANDOM,18,"2026-07-15 07:06:52",100.6,0.539094,2.47921,4.3939,0.53666667,0.00018182,0.401998,0.011365,0.57931,0.09655,0.32414,200,100,fcr,1,145,10,1,random
79,RANDOM,19,"2026-07-15 07:06:58",106.7,0.53957,2.47529,4.3636,0.5519697,-0.0126697,0.366517,-0.021101,0.54861,0.13889,0.3125,200,100,fcr,1,144,10,1,random
80,RANDOM,20,"2026-07-15 07:07:04",112.9,0.536785,2.46707,4.3636,0.52954546,0.01060606,0.388313,0.01769,0.53472,0.15278,0.3125,200,100,fcr,1,144,10,1,random
81,OI,1,"2026-07-15 07:08:44",4.7,0.583361,2.75239,4.9697,0.58878788,-0.00561818,0.457383,-0.031917,0.5061,0.18902,0.30488,200,100,fcr,2,164,10,1,random
82,OI,2,"2026-07-15 07:08:48",8.9,0.60857,2.94765,4.9394,0.61681818,-0.01341818,0.476729,-0.031419,0.45399,0.23926,0.30675,200,100,fcr,2,163,10,1,random
83,OI,3,"2026-07-15 07:08:52",13.2,0.633761,3.15907,4.9394,0.63318182,-0.00022424,0.53037,-0.015828,0.41104,0.27607,0.31288,200,100,fcr,2,163,10,1,random
84,OI,4,"2026-07-15 07:08:56",17.4,0.652636,3.33256,4.8788,0.64227273,0.01664242,0.56264,0.004089,0.37267,0.34161,0.28571,200,100,fcr,2,161,10,1,random
85,OI,5,"2026-07-15 07:09:02",23.3,0.668864,3.50669,4.8485,0.66318181,0.00964242,0.660513,-0.001099,0.35625,0.375,0.26875,200,100,fcr,2,160,10,1,random
86,OI,6,"2026-07-15 07:09:07",27.7,0.685239,3.68491,4.8485,0.69666667,-0.01697576,0.762785,-0.026405,0.325,0.41875,0.25625,200,100,fcr,2,160,10,1,random
87,OI,7,"2026-07-15 07:09:13",33.7,0.700282,3.89611,4.8485,0.70318182,-0.00659697,0.854903,-0.012353,0.28125,0.46875,0.25,200,100,fcr,2,160,10,1,random
88,OI,8,"2026-07-15 07:09:19",39.6,0.712997,4.07175,4.8485,0.72106061,-0.00933333,0.87757,-0.017966,0.2375,0.51875,0.24375,200,100,fcr,2,160,10,1,random
89,OI,9,"2026-07-15 07:09:25",45.8,0.722606,4.22295,4.8485,0.72878788,-0.0070697,0.916859,-0.013187,0.21875,0.6125,0.16875,200,100,fcr,2,160,10,1,random
90,OI,10,"2026-07-15 07:09:31",52,0.730864,4.36969,4.8485,0.73606061,-0.00917576,1.19801,-0.010998,0.19375,0.61875,0.1875,200,100,fcr,2,160,10,1,random
91,OI,11,"2026-07-15 07:09:37",58.1,0.737833,4.48467,4.8182,0.74212121,-0.00555152,1.16796,-0.008701,0.13836,0.74843,0.11321,200,100,fcr,2,159,10,1,random
92,OI,12,"2026-07-15 07:09:43",64.3,0.743433,4.56607,4.8182,0.73227273,0.01492121,1.4462,0.013085,0.10692,0.79874,0.09434,200,100,fcr,2,159,10,1,random
93,OI,13,"2026-07-15 07:09:49",70.4,0.747306,4.62626,4.8182,0.75106061,-0.00530303,1.46982,-0.005799,0.08176,0.83648,0.08176,200,100,fcr,2,159,10,1,random
94,OI,14,"2026-07-15 07:09:56",76.6,0.750615,4.66762,4.8182,0.76121212,-0.0163697,1.58566,-0.014342,0.04403,0.89308,0.06289,200,100,fcr,2,159,10,1,random
95,OI,15,"2026-07-15 07:10:02",82.9,0.752918,4.70118,4.8182,0.76015152,-0.00912727,1.68537,-0.0091,0.04403,0.90566,0.05031,200,100,fcr,2,159,10,1,random
96,OI,16,"2026-07-15 07:10:09",90.1,0.754421,4.70469,4.8182,0.75651515,-0.00450303,1.87672,-0.001805,0.03774,0.89308,0.06918,200,100,fcr,2,159,10,1,random
97,OI,17,"2026-07-15 07:10:15",96.5,0.754985,4.73225,4.8182,0.7469697,0.01164848,1.63479,0.01183,0.01258,0.94969,0.03774,200,100,fcr,2,159,10,1,random
98,OI,18,"2026-07-15 07:10:22",102.7,0.754894,4.72347,4.8182,0.76227273,-0.00892424,1.38612,-0.008173,0.03145,0.91824,0.05031,200,100,fcr,2,159,10,1,random
99,OI,19,"2026-07-15 07:10:28",109,0.755076,4.7363,4.8182,0.76409091,-0.01099091,2.00534,-0.010369,0.02516,0.93711,0.03774,200,100,fcr,2,159,10,1,random
100,OI,20,"2026-07-15 07:10:34",115.4,0.755536,4.74536,4.8182,0.76909091,-0.0159697,1.99045,-0.016619,0.00629,0.95597,0.03774,200,100,fcr,2,159,10,1,random
101,IR,1,"2026-07-15 07:10:44",4.9,0.561015,2.59782,4.9697,0.6280303,-0.11635152,0.402346,-0.12391,0.54268,0.15244,0.30488,200,100,fcr,2,164,10,1,random
102,IR,2,"2026-07-15 07:10:48",9.3,0.57017,2.65207,4.9394,0.63560606,-0.11012121,0.380488,-0.121868,0.52761,0.17178,0.30061,200,100,fcr,2,163,10,1,random
103,IR,3,"2026-07-15 07:10:53",13.8,0.579333,2.69529,4.8182,0.64621212,-0.11336667,0.399751,-0.122837,0.50943,0.19497,0.2956,200,100,fcr,2,159,10,1,random
104,IR,4,"2026-07-15 07:10:57",18.3,0.589624,2.7662,4.7879,0.66136364,-0.1201,0.431779,-0.12994,0.48734,0.1962,0.31646,200,100,fcr,2,158,10,1,random
105,IR,5,"2026-07-15 07:11:03",24.5,0.594191,2.79195,4.7576,0.66196969,-0.11302121,0.403342,-0.117309,0.50955,0.17834,0.3121,200,100,fcr,2,157,10,1,random
106,IR,6,"2026-07-15 07:11:08",29.1,0.599682,2.828,4.7273,0.675,-0.12357879,0.44518,-0.129259,0.47436,0.20513,0.32051,200,100,fcr,2,156,10,1,random
107,IR,7,"2026-07-15 07:11:14",35.3,0.605621,2.86752,4.697,0.67090909,-0.10792424,0.435464,-0.111343,0.45806,0.22581,0.31613,200,100,fcr,2,155,10,1,random
108,IR,8,"2026-07-15 07:11:21",41.6,0.612761,2.91472,4.697,0.68409091,-0.11515151,0.455233,-0.121327,0.45806,0.23226,0.30968,200,100,fcr,2,155,10,1,random
109,IR,9,"2026-07-15 07:11:27",48,0.61793,2.93145,4.697,0.70681818,-0.14112727,0.473734,-0.147658,0.45806,0.23226,0.30968,200,100,fcr,2,155,10,1,random
110,IR,10,"2026-07-15 07:11:33",54.5,0.625082,2.98919,4.6667,0.69621212,-0.11836061,0.487407,-0.119049,0.46104,0.21429,0.32468,200,100,fcr,2,154,10,1,random
111,IR,11,"2026-07-15 07:11:40",61,0.627709,3.0184,4.6667,0.69984849,-0.11715758,0.4773,-0.115847,0.43506,0.24675,0.31818,200,100,fcr,2,154,10,1,random
112,IR,12,"2026-07-15 07:11:46",67.4,0.631594,3.04266,4.6667,0.71060606,-0.12597273,0.481669,-0.127348,0.43506,0.24026,0.32468,200,100,fcr,2,154,10,1,random
113,IR,13,"2026-07-15 07:11:53",73.7,0.636942,3.0779,4.6667,0.71106061,-0.1173303,0.480407,-0.119872,0.41558,0.25325,0.33117,200,100,fcr,2,154,10,1,random
114,IR,14,"2026-07-15 07:11:59",80.2,0.642767,3.12673,4.6061,0.71712121,-0.11862727,0.475919,-0.119267,0.40132,0.27632,0.32237,200,100,fcr,2,152,10,1,random
115,IR,15,"2026-07-15 07:12:06",86.7,0.647312,3.15045,4.5758,0.72439394,-0.12385455,0.499318,-0.121511,0.41722,0.27152,0.31126,200,100,fcr,2,151,10,1,random
116,IR,16,"2026-07-15 07:12:12",93.2,0.652197,3.1984,4.5758,0.73106061,-0.12419091,0.558454,-0.123823,0.41722,0.25166,0.33113,200,100,fcr,2,151,10,1,random
117,IR,17,"2026-07-15 07:12:19",99.6,0.655755,3.19866,4.5758,0.72575758,-0.11139394,0.524372,-0.108581,0.4106,0.24503,0.34437,200,100,fcr,2,151,10,1,random
118,IR,18,"2026-07-15 07:12:25",106.1,0.658182,3.21268,4.5758,0.7440909,-0.13440909,0.50164,-0.131166,0.41722,0.23179,0.35099,200,100,fcr,2,151,10,1,random
119,IR,19,"2026-07-15 07:12:32",112.6,0.664694,3.28228,4.5758,0.74151515,-0.11728485,0.519433,-0.120124,0.40397,0.24503,0.35099,200,100,fcr,2,151,10,1,random
120,IR,20,"2026-07-15 07:12:38",119,0.666,3.27436,4.5758,0.73924242,-0.11515758,0.515152,-0.110084,0.39073,0.2649,0.34437,200,100,fcr,2,151,10,1,random
121,AGR,1,"2026-07-15 07:12:46",6.9,0.575579,2.72469,5,0.52545455,0.0802303,0.434579,0.074337,0.52121,0.18182,0.29697,200,100,fcr,2,165,10,1,random
122,AGR,2,"2026-07-15 07:12:53",13.5,0.590564,2.86819,5,0.54560606,0.07902424,0.444542,0.067171,0.50909,0.18788,0.30303,200,100,fcr,2,165,10,1,random
123,AGR,3,"2026-07-15 07:12:59",20,0.607733,3.02436,4.9697,0.56681818,0.06055758,0.485056,0.057222,0.44512,0.2561,0.29878,200,100,fcr,2,164,10,1,random
124,AGR,4,"2026-07-15 07:13:06",26.6,0.62433,3.19361,4.9394,0.58515151,0.05766667,0.506797,0.052744,0.42331,0.25767,0.31902,200,100,fcr,2,163,10,1,random
125,AGR,5,"2026-07-15 07:13:14",35,0.639373,3.3527,4.8485,0.59075757,0.07707879,0.52496,0.067602,0.3875,0.29375,0.31875,200,100,fcr,2,160,10,1,random
126,AGR,6,"2026-07-15 07:13:21",41.8,0.653364,3.50377,4.8485,0.60924243,0.06324545,0.563369,0.059596,0.3625,0.3375,0.3,200,100,fcr,2,160,10,1,random
127,AGR,7,"2026-07-15 07:13:30",50.2,0.667709,3.64748,4.8182,0.62045454,0.06959091,0.647728,0.062565,0.34591,0.34591,0.30818,200,100,fcr,2,159,10,1,random
128,AGR,8,"2026-07-15 07:13:38",58.7,0.678345,3.78064,4.8182,0.61954545,0.08827576,0.665693,0.080847,0.34591,0.34591,0.30818,200,100,fcr,2,159,10,1,random
129,AGR,9,"2026-07-15 07:13:47",67.3,0.690361,3.93119,4.8182,0.63651515,0.07802727,0.748816,0.071946,0.32075,0.40881,0.27044,200,100,fcr,2,159,10,1,random
130,AGR,10,"2026-07-15 07:13:56",76.1,0.701409,4.04878,4.7879,0.64272728,0.08770606,0.860762,0.078395,0.27848,0.5,0.22152,200,100,fcr,2,158,10,1,random
131,AGR,11,"2026-07-15 07:14:04",84.8,0.708542,4.15184,4.7879,0.65348485,0.0760303,0.988506,0.074375,0.24051,0.55696,0.20253,200,100,fcr,2,158,10,1,random
132,AGR,12,"2026-07-15 07:14:13",93.5,0.715761,4.26753,4.7879,0.65363637,0.08889394,1.04141,0.083387,0.20253,0.60127,0.1962,200,100,fcr,2,158,10,1,random
133,AGR,13,"2026-07-15 07:14:22",102.2,0.721703,4.37732,4.7879,0.67742424,0.06296364,1.04108,0.058908,0.18354,0.6519,0.16456,200,100,fcr,2,158,10,1,random
134,AGR,14,"2026-07-15 07:14:30",110.8,0.727206,4.45782,4.7879,0.68075758,0.06438485,1.21008,0.06158,0.13924,0.75316,0.10759,200,100,fcr,2,158,10,1,random
135,AGR,15,"2026-07-15 07:14:39",119.5,0.730118,4.51753,4.7879,0.66166667,0.09851212,1.39612,0.09329,0.11392,0.8038,0.08228,200,100,fcr,2,158,10,1,random
136,AGR,16,"2026-07-15 07:14:48",128.2,0.733621,4.55456,4.7879,0.66590909,0.09595758,1.46392,0.091177,0.10759,0.79114,0.10127,200,100,fcr,2,158,10,1,random
137,AGR,17,"2026-07-15 07:14:56",137,0.736773,4.58342,4.7879,0.66969697,0.09615455,1.41943,0.090193,0.10127,0.82278,0.07595,200,100,fcr,2,158,10,1,random
138,AGR,18,"2026-07-15 07:15:05",145.7,0.739148,4.61295,4.7879,0.67166667,0.09759394,1.49892,0.090726,0.05696,0.88608,0.05696,200,100,fcr,2,158,10,1,random
139,AGR,19,"2026-07-15 07:15:14",154.5,0.741327,4.62671,4.7879,0.67454546,0.09592424,1.39355,0.089638,0.06329,0.89873,0.03797,200,100,fcr,2,158,10,1,random
140,AGR,20,"2026-07-15 07:15:23",163.3,0.744073,4.65928,4.7879,0.68257576,0.08618182,1.6406,0.08196,0.03165,0.93038,0.03797,200,100,fcr,2,158,10,1,random
141,RANDOM,1,"2026-07-15 07:15:32",4.8,0.549924,2.54303,4.9394,0.55166667,-0.00306667,0.384863,0.00336,0.55215,0.15337,0.29448,200,100,fcr,2,163,10,1,random
142,RANDOM,2,"2026-07-15 07:15:36",9.1,0.548382,2.53335,4.8182,0.55469697,0.00088485,0.373838,-0.008028,0.54088,0.1761,0.28302,200,100,fcr,2,159,10,1,random
143,RANDOM,3,"2026-07-15 07:15:40",13.4,0.547291,2.53548,4.7273,0.55545455,-0.02019091,0.39766,-0.011684,0.53205,0.19872,0.26923,200,100,fcr,2,156,10,1,random
