id,strategy,gen,completed_at,elapsed_seconds,avg_he,avg_ne,avg_na,avg_ho,avg_fis,avg_oi,avg_ir,band_infr,band_norm,band_hfreq,num_breeders,num_breeding_sires,breed_suffix,replicate_num,total_alleles,litter_size,sires_per_dam,sire_mode
1075,IR,15,"2026-07-16 01:26:01",95.2,0.642048,3.06493,4.7273,0.715,-0.12024849,0.56416,-0.115204,0.45513,0.23077,0.3141,200,100,fcr,14,156,10,1,random
1076,IR,16,"2026-07-16 01:26:08",102.3,0.647276,3.08974,4.697,0.72924242,-0.13105758,0.560769,-0.12998,0.43871,0.25161,0.30968,200,100,fcr,14,155,10,1,random
1077,IR,17,"2026-07-16 01:26:15",109.3,0.648864,3.09937,4.697,0.72969697,-0.12630909,0.563097,-0.124972,0.44516,0.23226,0.32258,200,100,fcr,14,155,10,1,random
1078,IR,18,"2026-07-16 01:26:22",116.4,0.652336,3.13052,4.6667,0.73060606,-0.1264303,0.559274,-0.121634,0.42857,0.22727,0.34416,200,100,fcr,14,154,10,1,random
1079,IR,19,"2026-07-16 01:26:30",123.5,0.655348,3.14818,4.6667,0.73575758,-0.12874242,0.510121,-0.124049,0.41558,0.25325,0.33117,200,100,fcr,14,154,10,1,random
1080,IR,20,"2026-07-16 01:26:37",130.7,0.659221,3.17804,4.6667,0.74560606,-0.13499394,0.552369,-0.133294,0.41558,0.25325,0.33117,200,100,fcr,14,154,10,1,random
1081,AGR,1,"2026-07-16 01:26:46",8.2,0.569773,2.67492,5.1212,0.52515151,0.07278485,0.4264,0.067326,0.51479,0.20118,0.28402,200,100,fcr,14,169,10,1,random
1082,AGR,2,"2026-07-16 01:26:54",15.8,0.591848,2.83556,5.0909,0.56090909,0.04760606,0.428211,0.037746,0.48214,0.21429,0.30357,200,100,fcr,14,168,10,1,random
1083,AGR,3,"2026-07-16 01:27:02",23.8,0.612933,3.03225,5.0909,0.57030303,0.06698788,0.448548,0.055668,0.47024,0.22619,0.30357,200,100,fcr,14,168,10,1,random
1084,AGR,4,"2026-07-16 01:27:10",31.6,0.628609,3.18797,5.0606,0.57287879,0.09078485,0.490179,0.079358,0.44311,0.23353,0.32335,200,100,fcr,14,167,10,1,random
1085,AGR,5,"2026-07-16 01:27:17",39.3,0.642285,3.35545,5.0606,0.58621212,0.0801697,0.497199,0.080019,0.42515,0.23952,0.33533,200,100,fcr,14,167,10,1,random
1086,AGR,6,"2026-07-16 01:27:25",47.2,0.658785,3.51953,5.0606,0.61969697,0.05959697,0.514402,0.049183,0.4012,0.2515,0.34731,200,100,fcr,14,167,10,1,random
1087,AGR,7,"2026-07-16 01:27:35",57,0.669009,3.64768,5.0303,0.61454545,0.08174242,0.508021,0.076677,0.37349,0.29518,0.33133,200,100,fcr,14,166,10,1,random
1088,AGR,8,"2026-07-16 01:27:45",66.7,0.681503,3.79738,5.0303,0.64045455,0.06335151,0.618929,0.053632,0.33735,0.36747,0.29518,200,100,fcr,14,166,10,1,random
1089,AGR,9,"2026-07-16 01:27:55",76.5,0.691364,3.93252,5,0.64651516,0.06531818,0.7042,0.059855,0.32727,0.3697,0.30303,200,100,fcr,14,165,10,1,random
1090,AGR,10,"2026-07-16 01:28:05",86.3,0.701676,4.07711,5,0.65818182,0.06144849,0.740448,0.056902,0.30909,0.4,0.29091,200,100,fcr,14,165,10,1,random
1091,AGR,11,"2026-07-16 01:28:14",96.2,0.710476,4.20721,5,0.66212121,0.06928788,0.811044,0.063521,0.26667,0.47879,0.25455,200,100,fcr,14,165,10,1,random
1092,AGR,12,"2026-07-16 01:28:24",106.1,0.718042,4.33052,5,0.66454546,0.07630303,0.884469,0.071449,0.20606,0.54545,0.24848,200,100,fcr,14,165,10,1,random
1093,AGR,13,"2026-07-16 01:28:35",116.4,0.724179,4.438,5,0.66727273,0.08415758,0.840259,0.076126,0.2,0.58182,0.21818,200,100,fcr,14,165,10,1,random
1094,AGR,14,"2026-07-16 01:28:45",126.7,0.728885,4.52383,5,0.66060606,0.0959,0.957912,0.091878,0.18788,0.61818,0.19394,200,100,fcr,14,165,10,1,random
1095,AGR,15,"2026-07-16 01:28:55",137.2,0.735048,4.60102,5,0.68257576,0.07323636,1.06947,0.068685,0.1697,0.67273,0.15758,200,100,fcr,14,165,10,1,random
1096,AGR,16,"2026-07-16 01:29:06",147.7,0.739609,4.67963,5,0.68363637,0.08246364,1.17176,0.073948,0.13333,0.73939,0.12727,200,100,fcr,14,165,10,1,random
1097,AGR,17,"2026-07-16 01:29:16",157.9,0.743712,4.74628,5,0.68121212,0.09037576,1.2696,0.082695,0.10909,0.78182,0.10909,200,100,fcr,14,165,10,1,random
1098,AGR,18,"2026-07-16 01:29:26",168.1,0.746897,4.78995,5,0.68742424,0.08497273,1.2868,0.078615,0.09091,0.85455,0.05455,200,100,fcr,14,165,10,1,random
1099,AGR,19,"2026-07-16 01:29:37",178.9,0.7502,4.84162,5,0.69015152,0.08424849,1.78238,0.079019,0.06061,0.88485,0.05455,200,100,fcr,14,165,10,1,random
1100,AGR,20,"2026-07-16 01:29:47",189,0.752127,4.85501,5,0.69287879,0.08388788,1.43887,0.078673,0.05455,0.88485,0.06061,200,100,fcr,14,165,10,1,random
1101,RANDOM,1,"2026-07-16 01:29:57",5,0.552685,2.54392,4.9394,0.55742424,-0.00911515,0.396999,-0.00667,0.56442,0.15951,0.27607,200,100,fcr,14,163,10,1,random
1102,RANDOM,2,"2026-07-16 01:30:01",9.7,0.549151,2.52908,4.7273,0.54757576,-0.00464242,0.407952,0.00861,0.55128,0.16667,0.28205,200,100,fcr,14,156,10,1,random
1103,RANDOM,3,"2026-07-16 01:30:07",15.2,0.548021,2.53128,4.697,0.54106061,0.01387576,0.436765,0.015638,0.56129,0.16129,0.27742,200,100,fcr,14,155,10,1,random
1104,RANDOM,4,"2026-07-16 01:30:12",20.4,0.54917,2.53915,4.6364,0.54833334,0.00441818,0.456815,0.00265,0.56209,0.15686,0.28105,200,100,fcr,14,153,10,1,random
1105,RANDOM,5,"2026-07-16 01:30:19",26.8,0.545358,2.52089,4.6061,0.54742424,-0.00049394,0.45843,0.002646,0.54605,0.15789,0.29605,200,100,fcr,14,152,10,1,random
1106,RANDOM,6,"2026-07-16 01:30:23",31.6,0.538755,2.48467,4.5152,0.54878788,-0.0151303,0.416012,-0.009361,0.5302,0.19463,0.27517,200,100,fcr,14,149,10,1,random
1107,RANDOM,7,"2026-07-16 01:30:30",37.9,0.532103,2.44621,4.4848,0.53136363,0.00122727,0.435477,0.009432,0.53378,0.17568,0.29054,200,100,fcr,14,148,10,1,random
1108,RANDOM,8,"2026-07-16 01:30:36",44.3,0.531758,2.44755,4.4848,0.54181818,-0.02060909,0.415857,-0.016019,0.5473,0.16892,0.28378,200,100,fcr,14,148,10,1,random
1109,RANDOM,9,"2026-07-16 01:30:43",51,0.529324,2.43549,4.4242,0.5369697,-0.01098485,0.430493,-0.009757,0.5411,0.17123,0.28767,200,100,fcr,14,146,10,1,random
1110,RANDOM,10,"2026-07-16 01:30:49",57.6,0.529933,2.43497,4.3939,0.52818182,0.00430606,0.430008,0.005304,0.55862,0.15862,0.28276,200,100,fcr,14,145,10,1,random
1111,RANDOM,11,"2026-07-16 01:30:56",64.2,0.527436,2.43059,4.3636,0.52757576,0.00187273,0.440055,0.004548,0.54861,0.17361,0.27778,200,100,fcr,14,144,10,1,random
1112,RANDOM,12,"2026-07-16 01:31:03",70.8,0.525061,2.41398,4.303,0.52924243,-0.0079697,0.45042,-0.003377,0.5493,0.16901,0.28169,200,100,fcr,14,142,10,1,random
1113,RANDOM,13,"2026-07-16 01:31:09",77.4,0.52357,2.41591,4.2727,0.52878789,-0.00668182,0.452643,-0.006152,0.5461,0.15603,0.29787,200,100,fcr,14,141,10,1,random
1114,RANDOM,14,"2026-07-16 01:31:16",83.9,0.521803,2.41016,4.2727,0.52984849,-0.0164,0.417873,-0.011242,0.55319,0.15603,0.29078,200,100,fcr,14,141,10,1,random
1115,RANDOM,15,"2026-07-16 01:31:22",90.5,0.520918,2.41341,4.2727,0.52257576,-0.00130303,0.432757,0.000496,0.55319,0.16312,0.28369,200,100,fcr,14,141,10,1,random
1116,RANDOM,16,"2026-07-16 01:31:29",97.1,0.523567,2.42773,4.1818,0.52424242,-0.00484849,0.448807,-0.000995,0.53623,0.18116,0.28261,200,100,fcr,14,138,10,1,random
1117,RANDOM,17,"2026-07-16 01:31:36",103.9,0.526312,2.43207,4.1818,0.52939394,-0.00980606,0.466836,-0.005789,0.54348,0.15942,0.2971,200,100,fcr,14,138,10,1,random
1118,RANDOM,18,"2026-07-16 01:31:42",110.4,0.527476,2.4417,4.0909,0.52787878,0.00335152,0.443833,-0.000003,0.54074,0.15556,0.3037,200,100,fcr,14,135,10,1,random
1119,RANDOM,19,"2026-07-16 01:31:49",117.2,0.529076,2.4359,4.0606,0.5190909,0.01784849,0.44937,0.020237,0.53731,0.17164,0.29104,200,100,fcr,14,134,10,1,random
1120,RANDOM,20,"2026-07-16 01:31:56",123.8,0.527545,2.43713,4.0303,0.53181818,-0.0061,0.472772,-0.004282,0.5188,0.19549,0.28571,200,100,fcr,14,133,10,1,random
1121,OI,1,"2026-07-16 01:32:16",5.3,0.578461,2.72193,4.8788,0.58681818,-0.01321212,0.431345,-0.036993,0.50311,0.19876,0.29814,200,100,fcr,15,161,10,1,random
1122,OI,2,"2026-07-16 01:32:21",10.2,0.603545,2.91788,4.8485,0.60893939,-0.01001515,0.478995,-0.026628,0.46875,0.25625,0.275,200,100,fcr,15,160,10,1,random
1123,OI,3,"2026-07-16 01:32:26",15.1,0.627094,3.10385,4.8485,0.63484849,-0.00868182,0.574281,-0.028701,0.41875,0.28125,0.3,200,100,fcr,15,160,10,1,random
1124,OI,4,"2026-07-16 01:32:31",20,0.649273,3.29346,4.7879,0.65242424,-0.00589091,0.576076,-0.019532,0.39241,0.31013,0.29747,200,100,fcr,15,158,10,1,random
1125,OI,5,"2026-07-16 01:32:38",26.6,0.669506,3.5034,4.7576,0.66378788,0.00783636,0.648347,-0.003728,0.33121,0.35669,0.3121,200,100,fcr,15,157,10,1,random
1126,OI,6,"2026-07-16 01:32:43",31.6,0.687442,3.68444,4.7576,0.69333333,-0.00732121,0.676674,-0.019442,0.3121,0.41401,0.27389,200,100,fcr,15,157,10,1,random
1127,OI,7,"2026-07-16 01:32:49",38.4,0.703036,3.86665,4.7576,0.70136364,0.00317273,0.805399,-0.006385,0.26752,0.49682,0.23567,200,100,fcr,15,157,10,1,random
1128,OI,8,"2026-07-16 01:32:56",45.1,0.71527,4.02315,4.7576,0.71393939,0.00043333,0.89816,-0.004409,0.2293,0.57325,0.19745,200,100,fcr,15,157,10,1,random
1129,OI,9,"2026-07-16 01:33:03",52.1,0.726324,4.16263,4.7576,0.72606061,0.00122727,1.06314,-0.005288,0.20382,0.58599,0.21019,200,100,fcr,15,157,10,1,random
1130,OI,10,"2026-07-16 01:33:10",59.2,0.735385,4.29393,4.7576,0.73772727,-0.00178182,1.02833,-0.007422,0.17834,0.67516,0.1465,200,100,fcr,15,157,10,1,random
1131,OI,11,"2026-07-16 01:33:17",66.1,0.743567,4.41663,4.7576,0.74424242,-0.0034,1.32021,-0.004258,0.13376,0.74522,0.12102,200,100,fcr,15,157,10,1,random
1132,OI,12,"2026-07-16 01:33:24",73.1,0.748476,4.51719,4.7576,0.74515151,0.00611818,1.47167,0.003141,0.09554,0.84076,0.06369,200,100,fcr,15,157,10,1,random
1133,OI,13,"2026-07-16 01:33:31",80.2,0.751851,4.58052,4.7576,0.76030303,-0.01136364,1.73147,-0.011671,0.06369,0.88535,0.05096,200,100,fcr,15,157,10,1,random
1134,OI,14,"2026-07-16 01:33:38",87.1,0.753136,4.60621,4.7576,0.76439393,-0.01506061,2.35727,-0.014102,0.07006,0.89172,0.03822,200,100,fcr,15,157,10,1,random
1135,OI,15,"2026-07-16 01:33:45",94.1,0.754127,4.63706,4.7576,0.74727273,0.00886364,2.91368,0.010143,0.04459,0.90446,0.05096,200,100,fcr,15,157,10,1,random
1136,OI,16,"2026-07-16 01:33:52",101,0.754342,4.64282,4.7576,0.76075758,-0.00890606,2.11591,-0.006744,0.03185,0.92357,0.04459,200,100,fcr,15,157,10,1,random
1137,OI,17,"2026-07-16 01:33:59",108,0.754797,4.64298,4.7576,0.74409091,0.01385758,2.0032,0.016057,0.03822,0.90446,0.05732,200,100,fcr,15,157,10,1,random
1138,OI,18,"2026-07-16 01:34:06",115.1,0.755258,4.64927,4.7576,0.75666667,-0.00220303,1.65189,-0.000461,0.04459,0.90446,0.05096,200,100,fcr,15,157,10,1,random
1139,OI,19,"2026-07-16 01:34:13",122.1,0.756839,4.67749,4.7576,0.75833333,-0.00015455,2.10712,-0.001362,0.00637,0.95541,0.03822,200,100,fcr,15,157,10,1,random
1140,OI,20,"2026-07-16 01:34:20",129.1,0.756309,4.66538,4.7576,0.76439394,-0.01035455,1.04748,-0.008474,0.01911,0.94904,0.03185,200,100,fcr,15,157,10,1,random
1141,IR,1,"2026-07-16 01:34:29",5,0.560094,2.57785,4.9091,0.62863637,-0.11969091,0.385146,-0.130385,0.52469,0.19753,0.27778,200,100,fcr,15,162,10,1,random
1142,IR,2,"2026-07-16 01:34:34",9.7,0.571173,2.61857,4.8485,0.63833334,-0.11773636,0.41406,-0.126602,0.51875,0.19375,0.2875,200,100,fcr,15,160,10,1,random
1143,IR,3,"2026-07-16 01:34:38",14.4,0.578136,2.65676,4.8182,0.64984848,-0.12356364,0.425091,-0.129171,0.50943,0.18239,0.30818,200,100,fcr,15,159,10,1,random
1144,IR,4,"2026-07-16 01:34:43",19,0.582842,2.67411,4.7879,0.65969697,-0.13004848,0.405021,-0.135019,0.50633,0.18354,0.31013,200,100,fcr,15,158,10,1,random
1145,IR,5,"2026-07-16 01:34:49",25.4,0.593379,2.74528,4.7273,0.67439394,-0.13526667,0.414333,-0.144786,0.5,0.17949,0.32051,200,100,fcr,15,156,10,1,random
1146,IR,6,"2026-07-16 01:34:54",30.1,0.598,2.76928,4.7273,0.67515151,-0.12935151,0.416764,-0.13174,0.48718,0.1859,0.32692,200,100,fcr,15,156,10,1,random
1147,IR,7,"2026-07-16 01:35:00",36.5,0.605094,2.82723,4.6667,0.67393939,-0.11566667,0.410342,-0.118892,0.47403,0.18831,0.33766,200,100,fcr,15,154,10,1,random
1148,IR,8,"2026-07-16 01:35:07",42.9,0.607955,2.85078,4.6061,0.685,-0.12822121,0.406676,-0.128286,0.46053,0.21711,0.32237,200,100,fcr,15,152,10,1,random
1149,IR,9,"2026-07-16 01:35:13",49.6,0.614085,2.88929,4.6061,0.68681818,-0.11997879,0.46116,-0.122483,0.48684,0.18421,0.32895,200,100,fcr,15,152,10,1,random
1150,IR,10,"2026-07-16 01:35:20",56.3,0.618933,2.90986,4.6061,0.69575757,-0.12510606,0.473236,-0.127194,0.45395,0.21711,0.32895,200,100,fcr,15,152,10,1,random
1151,IR,11,"2026-07-16 01:35:27",63,0.623858,2.93992,4.6061,0.70393939,-0.13080606,0.454476,-0.131519,0.46053,0.22368,0.31579,200,100,fcr,15,152,10,1,random
1152,IR,12,"2026-07-16 01:35:34",69.8,0.630403,2.98422,4.6061,0.70454545,-0.11906364,0.503088,-0.121755,0.44737,0.22368,0.32895,200,100,fcr,15,152,10,1,random
1153,IR,13,"2026-07-16 01:35:40",76.5,0.631933,3.00024,4.5455,0.71257575,-0.13108182,0.480185,-0.127816,0.44,0.20667,0.35333,200,100,fcr,15,150,10,1,random
1154,IR,14,"2026-07-16 01:35:47",83.2,0.636921,3.02556,4.5152,0.71166667,-0.11922727,0.458638,-0.120619,0.43624,0.20805,0.3557,200,100,fcr,15,149,10,1,random
1155,IR,15,"2026-07-16 01:35:54",90,0.640776,3.049,4.5152,0.71893939,-0.12281818,0.470144,-0.123874,0.42953,0.24161,0.32886,200,100,fcr,15,149,10,1,random
1156,IR,16,"2026-07-16 01:36:01",96.8,0.64507,3.0681,4.4848,0.71560607,-0.10860606,0.509196,-0.111945,0.41216,0.25,0.33784,200,100,fcr,15,148,10,1,random
1157,IR,17,"2026-07-16 01:36:07",103.5,0.652064,3.15225,4.4545,0.72878788,-0.12218485,0.524269,-0.122186,0.41497,0.2517,0.33333,200,100,fcr,15,147,10,1,random
1158,IR,18,"2026-07-16 01:36:14",110.2,0.657585,3.18739,4.4545,0.73439394,-0.11937576,0.555223,-0.120512,0.40136,0.27211,0.32653,200,100,fcr,15,147,10,1,random
1159,IR,19,"2026-07-16 01:36:21",117,0.66073,3.19624,4.4545,0.73681818,-0.1186697,0.571007,-0.116787,0.40816,0.26531,0.32653,200,100,fcr,15,147,10,1,random
1160,IR,20,"2026-07-16 01:36:28",123.7,0.663239,3.21626,4.4545,0.74015151,-0.12092727,0.569913,-0.117304,0.40816,0.27891,0.31293,200,100,fcr,15,147,10,1,random
1161,AGR,1,"2026-07-16 01:36:36",7.4,0.5707,2.69038,4.8485,0.52848485,0.06609091,0.410949,0.060654,0.50625,0.20625,0.2875,200,100,fcr,15,160,10,1,random
1162,AGR,2,"2026-07-16 01:36:43",14.5,0.586897,2.83657,4.8485,0.53848484,0.07376364,0.451189,0.073336,0.475,0.23125,0.29375,200,100,fcr,15,160,10,1,random
1163,AGR,3,"2026-07-16 01:36:50",21.5,0.603064,2.98391,4.8485,0.55045455,0.08195757,0.475583,0.077813,0.425,0.2875,0.2875,200,100,fcr,15,160,10,1,random
1164,AGR,4,"2026-07-16 01:36:57",28.4,0.61957,3.12985,4.8182,0.5689394,0.07673636,0.502047,0.072101,0.42138,0.28931,0.28931,200,100,fcr,15,159,10,1,random
1165,AGR,5,"2026-07-16 01:37:06",37.5,0.635333,3.28058,4.7879,0.57878787,0.09441212,0.544775,0.080291,0.39241,0.29747,0.31013,200,100,fcr,15,158,10,1,random
1166,AGR,6,"2026-07-16 01:37:13",44.8,0.648567,3.41972,4.7879,0.61530303,0.05152727,0.546687,0.04361,0.37975,0.29747,0.32278,200,100,fcr,15,158,10,1,random
1167,AGR,7,"2026-07-16 01:37:22",53.7,0.663509,3.57609,4.7879,0.61833333,0.07315151,0.587698,0.059565,0.36709,0.31013,0.32278,200,100,fcr,15,158,10,1,random
1168,AGR,8,"2026-07-16 01:37:31",62.9,0.674036,3.69753,4.7879,0.61151515,0.09105454,0.614509,0.087314,0.32911,0.33544,0.33544,200,100,fcr,15,158,10,1,random
1169,AGR,9,"2026-07-16 01:37:41",72,0.684448,3.83233,4.7879,0.63818182,0.0721,0.626233,0.06202,0.31013,0.38608,0.3038,200,100,fcr,15,158,10,1,random
1170,AGR,10,"2026-07-16 01:37:50",81.3,0.696021,3.9623,4.7879,0.63363637,0.0971303,0.714215,0.08386,0.3038,0.43038,0.26582,200,100,fcr,15,158,10,1,random
1171,AGR,11,"2026-07-16 01:37:59",90.5,0.703855,4.06822,4.7879,0.64909091,0.07892727,0.837352,0.074033,0.27848,0.49367,0.22785,200,100,fcr,15,158,10,1,random
1172,AGR,12,"2026-07-16 01:38:08",99.8,0.712639,4.17879,4.7879,0.6569697,0.0842697,0.959831,0.073849,0.23418,0.55696,0.20886,200,100,fcr,15,158,10,1,random
1173,AGR,13,"2026-07-16 01:38:17",108.8,0.719709,4.2812,4.7879,0.66469697,0.0794697,0.987247,0.07328,0.20886,0.61392,0.17722,200,100,fcr,15,158,10,1,random
1174,AGR,14,"2026-07-16 01:38:26",117.8,0.72563,4.37097,4.7879,0.67424243,0.07539697,1.08164,0.068288,0.18987,0.64557,0.16456,200,100,fcr,15,158,10,1,random
1175,AGR,15,"2026-07-16 01:38:36",127,0.729873,4.43083,4.7879,0.66924242,0.08822727,1.13205,0.081443,0.18354,0.67089,0.14557,200,100,fcr,15,158,10,1,random
1176,AGR,16,"2026-07-16 01:38:45",136.2,0.733845,4.48701,4.7879,0.68333333,0.07144242,1.23412,0.067388,0.14557,0.72785,0.12658,200,100,fcr,15,158,10,1,random
1177,AGR,17,"2026-07-16 01:38:54",145.4,0.737376,4.549,4.7879,0.69,0.0675303,1.24355,0.063058,0.12658,0.77848,0.09494,200,100,fcr,15,158,10,1,random
1178,AGR,18,"2026-07-16 01:39:03",154.4,0.741227,4.60523,4.7879,0.67742424,0.09024848,1.47397,0.084811,0.08228,0.85443,0.06329,200,100,fcr,15,158,10,1,random
1179,AGR,19,"2026-07-16 01:39:12",163.6,0.7439,4.64456,4.7879,0.68318182,0.08419697,1.41135,0.08077,0.08228,0.86076,0.05696,200,100,fcr,15,158,10,1,random
1180,AGR,20,"2026-07-16 01:39:21",172.8,0.746009,4.67178,4.7879,0.6780303,0.09326364,1.59595,0.090678,0.06329,0.87975,0.05696,200,100,fcr,15,158,10,1,random
1181,RANDOM,1,"2026-07-16 01:39:30",4.7,0.549309,2.53658,4.9394,0.55181818,-0.00552424,0.368307,-0.001868,0.56442,0.13497,0.30061,200,100,fcr,15,163,10,1,random
1182,RANDOM,2,"2026-07-16 01:39:34",9,0.543509,2.50544,4.8485,0.54666666,-0.00292121,0.357996,0.002336,0.5625,0.15,0.2875,200,100,fcr,15,160,10,1,random
1183,RANDOM,3,"2026-07-16 01:39:39",13.3,0.542888,2.50931,4.7576,0.53939394,0.00870303,0.388622,0.009281,0.56688,0.1465,0.28662,200,100,fcr,15,157,10,1,random
1184,RANDOM,4,"2026-07-16 01:39:43",17.6,0.541491,2.51271,4.7273,0.55,-0.01549091,0.399654,-0.011689,0.53846,0.17308,0.28846,200,100,fcr,15,156,10,1,random
1185,RANDOM,5,"2026-07-16 01:39:49",23.7,0.534676,2.47438,4.697,0.53348485,0.00487576,0.376654,0.011784,0.55484,0.16774,0.27742,200,100,fcr,15,155,10,1,random
1186,RANDOM,6,"2026-07-16 01:39:53",28,0.531897,2.45722,4.6667,0.53742424,-0.00761818,0.418689,-0.005252,0.55195,0.15584,0.29221,200,100,fcr,15,154,10,1,random
1187,RANDOM,7,"2026-07-16 01:39:59",34.1,0.530218,2.46481,4.6061,0.53030303,-0.0029,0.395824,0.004749,0.54605,0.17105,0.28289,200,100,fcr,15,152,10,1,random
1188,RANDOM,8,"2026-07-16 01:40:07",41.5,0.530285,2.46797,4.5758,0.53681818,-0.01609091,0.416412,-0.009237,0.54305,0.17881,0.27815,200,100,fcr,15,151,10,1,random
1189,RANDOM,9,"2026-07-16 01:40:14",48.8,0.530933,2.46689,4.4242,0.53363636,-0.00312727,0.428995,-0.00289,0.5274,0.19178,0.28082,200,100,fcr,15,146,10,1,random
1190,RANDOM,10,"2026-07-16 01:40:20",55.1,0.527048,2.44942,4.4242,0.52136364,0.01068182,0.431466,0.017062,0.53425,0.17808,0.28767,200,100,fcr,15,146,10,1,random
1191,RANDOM,11,"2026-07-16 01:40:27",61.4,0.528615,2.46105,4.4242,0.54,-0.02663333,0.433252,-0.019724,0.5274,0.19863,0.27397,200,100,fcr,15,146,10,1,random
1192,RANDOM,12,"2026-07-16 01:40:33",67.8,0.529009,2.47135,4.3636,0.52712121,0.00577273,0.446257,0.005318,0.52083,0.19444,0.28472,200,100,fcr,15,144,10,1,random
1193,RANDOM,13,"2026-07-16 01:40:39",74.2,0.526655,2.46357,4.3333,0.52787879,-0.00317576,0.441095,0.00254,0.53147,0.18881,0.27972,200,100,fcr,15,143,10,1,random
1194,RANDOM,14,"2026-07-16 01:40:46",80.7,0.525318,2.45532,4.3333,0.52530303,0.00317879,0.447582,0.003307,0.53147,0.17483,0.29371,200,100,fcr,15,143,10,1,random
1195,RANDOM,15,"2026-07-16 01:40:52",87.1,0.521942,2.44717,4.3333,0.5230303,-0.00490909,0.421771,0.003368,0.53147,0.18182,0.28671,200,100,fcr,15,143,10,1,random
1196,RANDOM,16,"2026-07-16 01:40:59",93.6,0.518442,2.42153,4.3333,0.52712121,-0.01259091,0.421964,-0.01027,0.53147,0.16783,0.3007,200,100,fcr,15,143,10,1,random
1197,RANDOM,17,"2026-07-16 01:41:05",100,0.51603,2.41218,4.3333,0.51727273,-0.00506061,0.397158,0.002744,0.52448,0.18182,0.29371,200,100,fcr,15,143,10,1,random
1198,RANDOM,18,"2026-07-16 01:41:12",106.5,0.512724,2.40521,4.3333,0.51424243,-0.00111212,0.39744,0.003073,0.54545,0.16084,0.29371,200,100,fcr,15,143,10,1,random
1199,RANDOM,19,"2026-07-16 01:41:18",112.9,0.509797,2.39365,4.303,0.51106061,0.00180303,0.405652,0.00424,0.55634,0.14789,0.29577,200,100,fcr,15,142,10,1,random
1200,RANDOM,20,"2026-07-16 01:41:25",119.4,0.50907,2.39181,4.303,0.50696969,0.00024545,0.410607,0.006867,0.5493,0.15493,0.29577,200,100,fcr,15,142,10,1,random
1201,OI,1,"2026-07-16 01:41:57",5.4,0.580358,2.74679,4.9091,0.58151515,-0.00367879,0.454259,-0.023971,0.49383,0.21605,0.29012,200,100,fcr,16,162,10,1,random
1202,OI,2,"2026-07-16 01:42:02",10.4,0.604385,2.93285,4.8788,0.59848485,0.0128697,0.493302,-0.006428,0.45342,0.24845,0.29814,200,100,fcr,16,161,10,1,random
1203,OI,3,"2026-07-16 01:42:07",15.4,0.626527,3.14393,4.8485,0.63848485,-0.01775152,0.527134,-0.034293,0.4,0.31875,0.28125,200,100,fcr,16,160,10,1,random
1204,OI,4,"2026-07-16 01:42:12",20.5,0.650518,3.35308,4.8485,0.64818182,0.00912121,0.611702,-0.011855,0.375,0.35,0.275,200,100,fcr,16,160,10,1,random
1205,OI,5,"2026-07-16 01:42:18",27.2,0.668612,3.5411,4.8485,0.66303031,0.00800606,0.677204,-0.002798,0.33125,0.3875,0.28125,200,100,fcr,16,160,10,1,random
1206,OI,6,"2026-07-16 01:42:23",32.3,0.685164,3.70008,4.8485,0.68242424,0.00614545,0.727595,-0.005968,0.30625,0.40625,0.2875,200,100,fcr,16,160,10,1,random
1207,OI,7,"2026-07-16 01:42:30",39.2,0.698642,3.86881,4.8485,0.69151515,0.01061212,0.752914,0.003126,0.2875,0.45625,0.25625,200,100,fcr,16,160,10,1,random
1208,OI,8,"2026-07-16 01:42:37",46,0.710885,3.99462,4.8485,0.72696969,-0.02237576,0.849894,-0.028777,0.275,0.45625,0.26875,200,100,fcr,16,160,10,1,random
1209,OI,9,"2026-07-16 01:42:44",53.1,0.722855,4.13145,4.8485,0.72469697,-0.00085455,0.872495,-0.008625,0.21875,0.58125,0.2,200,100,fcr,16,160,10,1,random
1210,OI,10,"2026-07-16 01:42:51",60.3,0.731515,4.25465,4.8485,0.73621212,-0.00609394,1.04591,-0.010097,0.18125,0.6375,0.18125,200,100,fcr,16,160,10,1,random
1211,OI,11,"2026-07-16 01:42:59",67.4,0.739333,4.37745,4.8485,0.74318181,-0.00389394,1.05898,-0.008381,0.1375,0.7125,0.15,200,100,fcr,16,160,10,1,random
1212,OI,12,"2026-07-16 01:43:06",74.5,0.746076,4.47646,4.8485,0.73863636,0.01024242,1.15168,0.007816,0.125,0.73125,0.14375,200,100,fcr,16,160,10,1,random
1213,OI,13,"2026-07-16 01:43:13",81.6,0.75027,4.5588,4.8485,0.74939394,0.00284545,1.19007,-0.000037,0.1125,0.79375,0.09375,200,100,fcr,16,160,10,1,random
1214,OI,14,"2026-07-16 01:43:20",88.6,0.753112,4.62483,4.8485,0.75333333,0.00007273,1.60055,-0.000697,0.0875,0.83125,0.08125,200,100,fcr,16,160,10,1,random
1215,OI,15,"2026-07-16 01:43:27",95.6,0.755433,4.66733,4.8485,0.75712122,-0.00190303,1.79329,-0.001713,0.0875,0.84375,0.06875,200,100,fcr,16,160,10,1,random
1216,OI,16,"2026-07-16 01:43:34",102.7,0.757455,4.72905,4.8485,0.76136363,-0.00402121,1.86216,-0.004728,0.04375,0.9125,0.04375,200,100,fcr,16,160,10,1,random
