id,strategy,breed_suffix,breed_id,replicate_num,completed_at,pop_size,loci,gen0_he,gen20_he,he_delta,gen0_ho,gen20_ho,ho_delta,gen0_fis,gen20_fis,fis_delta,gen0_ne,gen20_ne,ne_delta,gen0_na,gen20_na,na_delta,gen0_total_alleles,gen20_total_alleles,total_alleles_delta,gen0_oi,gen20_oi,oi_delta,gen0_ir,gen20_ir,ir_delta,gen0_band_infr,gen20_band_infr,band_infr_delta,gen0_band_norm,gen20_band_norm,band_norm_delta,gen0_band_hfreq,gen20_band_hfreq,band_hfreq_delta
152,OI,fcr,15,38,2026-07-16 06:03:39,200,33,0.5552,0.7578,0.2026,0.5574,0.7614,0.204,-0.002,-0.0049,-0.0029,2.5695,4.806,2.2365,5.12,4.88,-0.24,169,161,-8,0.379292,2.1657,1.78641,-0.002288,-0.003585,-0.001297,0.550296,0.01242,-0.537876,0.16568,0.97516,0.80948,0.284024,0.01242,-0.271604
153,IR,fcr,15,38,2026-07-16 06:05:51,200,33,0.5552,0.6623,0.1071,0.5574,0.7377,0.1803,-0.002,-0.1179,-0.1159,2.5695,3.2833,0.7138,5.12,4.67,-0.45,169,154,-15,0.379292,0.542184,0.162892,-0.002288,-0.114809,-0.112521,0.550296,0.38312,-0.167176,0.16568,0.28571,0.12003,0.284024,0.33117,0.047146
154,AGR,fcr,15,38,2026-07-16 06:08:54,200,33,0.5552,0.7501,0.1949,0.5574,0.6902,0.1328,-0.002,0.0834,0.0854,2.5695,4.6652,2.0957,5.12,4.76,-0.36,169,157,-12,0.379292,2.38858,2.00929,-0.002288,0.080231,0.082519,0.550296,0.04459,-0.505706,0.16568,0.92994,0.76426,0.284024,0.02548,-0.258544
155,RANDOM,fcr,15,38,2026-07-16 06:11:14,200,33,0.5552,0.542,-0.0132,0.5574,0.5485,-0.0089,-0.002,-0.0166,-0.0146,2.5695,2.5318,-0.0377,5.12,4.18,-0.94,169,138,-31,0.379292,0.449591,0.070299,-0.002288,-0.010511,-0.008223,0.550296,0.49275,-0.057546,0.16568,0.19565,0.02997,0.284024,0.31159,0.027566
156,OI,fcr,15,39,2026-07-16 06:13:53,200,33,0.553,0.7607,0.2077,0.5588,0.7714,0.2126,-0.0109,-0.0153,-0.0044,2.5472,4.7981,2.2509,5.06,4.88,-0.18,167,161,-6,0.380824,1.58063,1.19981,-0.008489,-0.012871,-0.004382,0.550898,0.01863,-0.532268,0.167665,0.95652,0.788855,0.281437,0.02484,-0.256597
157,IR,fcr,15,39,2026-07-16 06:16:21,200,33,0.553,0.6572,0.1042,0.5588,0.7418,0.183,-0.0109,-0.1329,-0.122,2.5472,3.2309,0.6837,5.06,4.36,-0.7,167,144,-23,0.380824,0.629486,0.248662,-0.008489,-0.130262,-0.121773,0.550898,0.40972,-0.141178,0.167665,0.24306,0.075395,0.281437,0.34722,0.065783
158,AGR,fcr,15,39,2026-07-16 06:19:27,200,33,0.553,0.7388,0.1858,0.5588,0.6767,0.1179,-0.0109,0.0876,0.0985,2.5472,4.5448,1.9976,5.06,4.73,-0.33,167,156,-11,0.380824,1.14501,0.764186,-0.008489,0.083184,0.091673,0.550898,0.05128,-0.499618,0.167665,0.89744,0.729775,0.281437,0.05128,-0.230157
159,RANDOM,fcr,15,39,2026-07-16 06:21:28,200,33,0.553,0.5384,-0.0146,0.5588,0.5265,-0.0323,-0.0109,0.0248,0.0357,2.5472,2.4613,-0.0859,5.06,4.09,-0.97,167,135,-32,0.380824,0.47923,0.098406,-0.008489,0.025802,0.034291,0.550898,0.4963,-0.054598,0.167665,0.21481,0.047145,0.281437,0.28889,0.007453
160,OI,fcr,15,40,2026-07-16 06:23:53,200,33,0.5543,0.7576,0.2033,0.5565,0.7689,0.2124,0.0009,-0.0144,-0.0153,2.5643,4.7624,2.1981,5.06,4.85,-0.21,167,160,-7,0.390237,2.1294,1.73916,-0.002009,-0.013531,-0.011522,0.538922,0.0375,-0.501422,0.185629,0.95,0.764371,0.275449,0.0125,-0.262949
161,IR,fcr,15,40,2026-07-16 06:26:13,200,33,0.5543,0.6607,0.1064,0.5565,0.7352,0.1787,0.0009,-0.1176,-0.1185,2.5643,3.2476,0.6833,5.06,4.45,-0.61,167,147,-20,0.390237,0.579606,0.189369,-0.002009,-0.113321,-0.111312,0.538922,0.38776,-0.151162,0.185629,0.28571,0.100081,0.275449,0.32653,0.051081
162,AGR,fcr,15,40,2026-07-16 06:29:16,200,33,0.5543,0.7496,0.1953,0.5565,0.6923,0.1358,0.0009,0.0768,0.0759,2.5643,4.7218,2.1575,5.06,4.85,-0.21,167,160,-7,0.390237,1.64831,1.25807,-0.002009,0.07653,0.078539,0.538922,0.0375,-0.501422,0.185629,0.94375,0.758121,0.275449,0.01875,-0.256699
163,RANDOM,fcr,15,40,2026-07-16 06:31:29,200,33,0.5543,0.5671,0.0128,0.5565,0.5653,0.0088,0.0009,0.0001,-0.0008,2.5643,2.5947,0.0304,5.06,4.39,-0.67,167,145,-22,0.390237,0.455748,0.065511,-0.002009,0.004147,0.006156,0.538922,0.51034,-0.028582,0.185629,0.18621,0.000581,0.275449,0.30345,0.028001
164,OI,fcr,15,41,2026-07-16 06:39:40,200,33,0.5514,0.7557,0.2043,0.5574,0.7597,0.2023,-0.0104,-0.0045,0.0059,2.555,4.7961,2.2411,5.03,4.88,-0.15,166,161,-5,0.371823,1.95227,1.58045,-0.008497,-0.003997,0.0045,0.554217,0.03106,-0.523157,0.156627,0.9441,0.787473,0.289157,0.02484,-0.264317
165,IR,fcr,15,41,2026-07-16 06:41:44,200,33,0.5514,0.6504,0.099,0.5574,0.7365,0.1791,-0.0104,-0.1362,-0.1258,2.555,3.1844,0.6294,5.03,4.39,-0.64,166,145,-21,0.371823,0.515393,0.14357,-0.008497,-0.133685,-0.125188,0.554217,0.3931,-0.161117,0.156627,0.26207,0.105443,0.289157,0.34483,0.055673
166,AGR,fcr,15,41,2026-07-16 06:44:46,200,33,0.5514,0.743,0.1916,0.5574,0.6865,0.1291,-0.0104,0.0827,0.0931,2.555,4.6337,2.0787,5.03,4.79,-0.24,166,158,-8,0.371823,1.35254,0.980717,-0.008497,0.074902,0.083399,0.554217,0.05696,-0.497257,0.156627,0.87342,0.716793,0.289157,0.06962,-0.219537
167,RANDOM,fcr,15,41,2026-07-16 06:46:52,200,33,0.5514,0.5519,0.0005,0.5574,0.5548,-0.0026,-0.0104,-0.0075,0.0029,2.555,2.5297,-0.0253,5.03,4.24,-0.79,166,140,-26,0.371823,0.405587,0.033764,-0.008497,-0.003009,0.005488,0.554217,0.49286,-0.061357,0.156627,0.18571,0.029083,0.289157,0.32143,0.032273
168,OI,fcr,15,42,2026-07-16 06:49:09,200,33,0.5542,0.7598,0.2056,0.5544,0.7539,0.1995,0.0033,0.0091,0.0058,2.5676,4.7976,2.23,5.15,4.91,-0.24,170,162,-8,0.384094,1.20221,0.818116,0.001623,0.009889,0.008266,0.558824,0.03704,-0.521784,0.164706,0.92593,0.761224,0.276471,0.03704,-0.239431
169,IR,fcr,15,42,2026-07-16 06:51:23,200,33,0.5542,0.6546,0.1004,0.5544,0.7282,0.1738,0.0033,-0.1139,-0.1172,2.5676,3.1566,0.589,5.15,4.52,-0.63,170,149,-21,0.384094,0.532365,0.148271,0.001623,-0.113674,-0.115297,0.558824,0.42282,-0.136004,0.164706,0.22819,0.063484,0.276471,0.34899,0.072519
170,AGR,fcr,15,42,2026-07-16 06:54:27,200,33,0.5542,0.7485,0.1943,0.5544,0.6959,0.1415,0.0033,0.075,0.0717,2.5676,4.712,2.1444,5.15,4.88,-0.27,170,161,-9,0.384094,1.47963,1.09554,0.001623,0.070001,0.068378,0.558824,0.04348,-0.515344,0.164706,0.91925,0.754544,0.276471,0.03727,-0.239201
171,RANDOM,fcr,15,42,2026-07-16 06:56:38,200,33,0.5542,0.5353,-0.0189,0.5544,0.5348,-0.0196,0.0033,-0.0004,-0.0037,2.5676,2.5323,-0.0353,5.15,4.24,-0.91,170,140,-30,0.384094,0.437993,0.053899,0.001623,0.004434,0.002811,0.558824,0.48571,-0.073114,0.164706,0.20714,0.042434,0.276471,0.30714,0.030669
172,OI,fcr,15,43,2026-07-16 06:58:59,200,33,0.5535,0.7602,0.2067,0.5541,0.7592,0.2051,0.002,0.0001,-0.0019,2.5686,4.821,2.2524,5.03,4.91,-0.12,166,162,-4,0.417418,1.27634,0.858922,0.001909,0.003295,0.001386,0.536145,0.06173,-0.474415,0.204819,0.91975,0.714931,0.259036,0.01852,-0.240516
173,IR,fcr,15,43,2026-07-16 07:01:19,200,33,0.5535,0.672,0.1185,0.5541,0.753,0.1989,0.002,-0.1243,-0.1263,2.5686,3.358,0.7894,5.03,4.58,-0.45,166,151,-15,0.417418,0.613032,0.195614,0.001909,-0.122663,-0.124572,0.536145,0.36424,-0.171905,0.204819,0.33113,0.126311,0.259036,0.30464,0.045604
174,AGR,fcr,15,43,2026-07-16 07:04:19,200,33,0.5535,0.741,0.1875,0.5541,0.6724,0.1183,0.002,0.0984,0.0964,2.5686,4.6045,2.0359,5.03,4.76,-0.27,166,157,-9,0.417418,1.34839,0.930972,0.001909,0.091748,0.089839,0.536145,0.05732,-0.478825,0.204819,0.89809,0.693271,0.259036,0.04459,-0.214446
175,RANDOM,fcr,15,43,2026-07-16 07:06:25,200,33,0.5535,0.5356,-0.0179,0.5541,0.5353,-0.0188,0.002,0.0045,0.0025,2.5686,2.4895,-0.0791,5.03,4.24,-0.79,166,140,-26,0.417418,0.444053,0.026635,0.001909,0.005751,0.003842,0.536145,0.52143,-0.014715,0.204819,0.16429,-0.040529,0.259036,0.31429,0.055254
176,OI,fcr,15,44,2026-07-16 07:08:50,200,33,0.5489,0.7576,0.2087,0.5502,0.7598,0.2096,0.0034,-0.0017,-0.0051,2.5361,4.7466,2.2105,5.09,4.82,-0.27,168,159,-9,0.380713,2.65205,2.27134,-0.00021,-0.002342,-0.002132,0.565476,0.00629,-0.559186,0.154762,0.98742,0.832658,0.279762,0.00629,-0.273472
177,IR,fcr,15,44,2026-07-16 07:11:07,200,33,0.5489,0.6647,0.1158,0.5502,0.7474,0.1972,0.0034,-0.1277,-0.1311,2.5361,3.2978,0.7617,5.09,4.64,-0.45,168,153,-15,0.380713,0.543457,0.162744,-0.00021,-0.126284,-0.126074,0.565476,0.36601,-0.199466,0.154762,0.32026,0.165498,0.279762,0.31373,0.033968
178,AGR,fcr,15,44,2026-07-16 07:14:10,200,33,0.5489,0.7581,0.2092,0.5502,0.6935,0.1433,0.0034,0.0904,0.087,2.5361,4.809,2.2729,5.09,4.94,-0.15,168,163,-5,0.380713,1.58314,1.20243,-0.00021,0.084623,0.084833,0.565476,0.04294,-0.522536,0.154762,0.91411,0.759348,0.279762,0.04294,-0.236822
179,RANDOM,fcr,15,44,2026-07-16 07:16:20,200,33,0.5489,0.5261,-0.0228,0.5502,0.5274,-0.0228,0.0034,-0.01,-0.0134,2.5361,2.4609,-0.0752,5.09,4.15,-0.94,168,137,-31,0.380713,0.45524,0.074527,-0.00021,-0.002574,-0.002364,0.565476,0.54015,-0.025326,0.154762,0.15328,-0.001482,0.279762,0.30657,0.026808
180,OI,fcr,15,45,2026-07-16 07:18:55,200,33,0.5532,0.7622,0.209,0.5567,0.7639,0.2072,-0.0029,-0.0033,-0.0004,2.5621,4.831,2.2689,5.15,4.94,-0.21,170,163,-7,0.403568,1.99758,1.59401,-0.004209,-0.00089,0.003319,0.558824,0.03067,-0.528154,0.176471,0.94479,0.768319,0.264706,0.02454,-0.240166
181,IR,fcr,15,45,2026-07-16 07:21:12,200,33,0.5532,0.677,0.1238,0.5567,0.7497,0.193,-0.0029,-0.1125,-0.1096,2.5621,3.3941,0.832,5.15,4.58,-0.57,170,151,-19,0.403568,0.557281,0.153713,-0.004209,-0.10794,-0.103731,0.558824,0.37748,-0.181344,0.176471,0.29801,0.121539,0.264706,0.3245,0.059794
182,AGR,fcr,15,45,2026-07-16 07:24:07,200,33,0.5532,0.7525,0.1993,0.5567,0.6983,0.1416,-0.0029,0.0754,0.0783,2.5621,4.7486,2.1865,5.15,4.88,-0.27,170,161,-9,0.403568,1.33392,0.930352,-0.004209,0.07196,0.076169,0.558824,0.0559,-0.502924,0.176471,0.88199,0.705519,0.264706,0.06211,-0.202596
183,RANDOM,fcr,15,45,2026-07-16 07:26:10,200,33,0.5532,0.5463,-0.0069,0.5567,0.548,-0.0087,-0.0029,-0.0007,0.0022,2.5621,2.5322,-0.0299,5.15,4.27,-0.88,170,141,-29,0.403568,0.467363,0.063795,-0.004209,0.001753,0.005962,0.558824,0.49645,-0.062374,0.176471,0.21277,0.036299,0.264706,0.29078,0.026074
184,OI,fcr,15,46,2026-07-16 22:41:38,200,33,0.5503,0.7543,0.204,0.5464,0.7612,0.2148,0.008,-0.007,-0.015,2.5466,4.7196,2.173,5.12,4.82,-0.3,169,159,-10,0.389285,2.13889,1.7496,0.009225,-0.00787,-0.017095,0.538462,0.03774,-0.500722,0.195266,0.92453,0.729264,0.266272,0.03774,-0.228532
185,IR,fcr,15,46,2026-07-16 22:43:49,200,33,0.5503,0.6691,0.1188,0.5464,0.7464,0.2,0.008,-0.1182,-0.1262,2.5466,3.3384,0.7918,5.12,4.48,-0.64,169,148,-21,0.389285,0.581177,0.191892,0.009225,-0.115931,-0.125156,0.538462,0.33784,-0.200622,0.195266,0.33784,0.142574,0.266272,0.32432,0.058048
186,AGR,fcr,15,46,2026-07-16 22:46:41,200,33,0.5503,0.7493,0.199,0.5464,0.6874,0.141,0.008,0.0895,0.0815,2.5466,4.6997,2.1531,5.12,4.85,-0.27,169,160,-9,0.389285,1.43506,1.04578,0.009225,0.082205,0.07298,0.538462,0.06875,-0.469712,0.195266,0.86875,0.673484,0.266272,0.0625,-0.203772
187,RANDOM,fcr,15,46,2026-07-16 22:49:02,200,33,0.5503,0.5367,-0.0136,0.5464,0.5342,-0.0122,0.008,0.0067,-0.0013,2.5466,2.4806,-0.066,5.12,4.39,-0.73,169,145,-24,0.389285,0.415405,0.02612,0.009225,0.00755,-0.001675,0.538462,0.51724,-0.021222,0.195266,0.1931,-0.002166,0.266272,0.28966,0.023388
188,OI,fcr,15,47,2026-07-16 22:51:33,200,33,0.5541,0.759,0.2049,0.5579,0.7698,0.2119,-0.0096,-0.0151,-0.0055,2.5633,4.7968,2.2335,5.06,4.91,-0.15,167,162,-5,0.385682,1.72917,1.34349,-0.004476,-0.01273,-0.008254,0.538922,0.01852,-0.520402,0.179641,0.91975,0.740109,0.281437,0.06173,-0.219707
189,IR,fcr,15,47,2026-07-16 22:53:51,200,33,0.5541,0.6557,0.1016,0.5579,0.7335,0.1756,-0.0096,-0.1238,-0.1142,2.5633,3.1809,0.6176,5.06,4.36,-0.7,167,144,-23,0.385682,0.598809,0.213127,-0.004476,-0.119066,-0.11459,0.538922,0.39583,-0.143092,0.179641,0.29861,0.118969,0.281437,0.30556,0.024123
190,AGR,fcr,15,47,2026-07-16 22:56:32,200,33,0.5541,0.7503,0.1962,0.5579,0.6847,0.1268,-0.0096,0.0924,0.102,2.5633,4.7278,2.1645,5.06,4.85,-0.21,167,160,-7,0.385682,2.48621,2.10053,-0.004476,0.087306,0.091782,0.538922,0.04375,-0.495172,0.179641,0.90625,0.726609,0.281437,0.05,-0.231437
191,RANDOM,fcr,15,47,2026-07-16 22:58:37,200,33,0.5541,0.534,-0.0201,0.5579,0.5352,-0.0227,-0.0096,-0.0043,0.0053,2.5633,2.4445,-0.1188,5.06,4.18,-0.88,167,138,-29,0.385682,0.399381,0.013699,-0.004476,-0.000809,0.003667,0.538922,0.49275,-0.046172,0.179641,0.18116,0.001519,0.281437,0.32609,0.044653
192,OI,fcr,15,48,2026-07-16 23:00:59,200,33,0.5481,0.7504,0.2023,0.5571,0.7603,0.2032,-0.0094,-0.0132,-0.0038,2.5319,4.7027,2.1708,5,4.79,-0.21,165,158,-7,0.361168,2.1344,1.77323,-0.014241,-0.011828,0.002413,0.551515,0.02532,-0.526195,0.151515,0.94937,0.797855,0.29697,0.02532,-0.27165
193,IR,fcr,15,48,2026-07-16 23:03:10,200,33,0.5481,0.656,0.1079,0.5571,0.7321,0.175,-0.0094,-0.1193,-0.1099,2.5319,3.2021,0.6702,5,4.45,-0.55,165,147,-18,0.361168,0.53347,0.172302,-0.014241,-0.118309,-0.104068,0.551515,0.36054,-0.190975,0.151515,0.34014,0.188625,0.29697,0.29932,0.00235
194,AGR,fcr,15,48,2026-07-16 23:06:08,200,33,0.5481,0.7476,0.1995,0.5571,0.6771,0.12,-0.0094,0.0967,0.1061,2.5319,4.5561,2.0242,5,4.67,-0.33,165,154,-11,0.361168,1.33267,0.971502,-0.014241,0.094534,0.108775,0.551515,0.06494,-0.486575,0.151515,0.8961,0.744585,0.29697,0.03896,-0.25801
195,RANDOM,fcr,15,48,2026-07-16 23:08:18,200,33,0.5481,0.5551,0.007,0.5571,0.5511,-0.006,-0.0094,0.0001,0.0095,2.5319,2.5459,0.014,5,4.27,-0.73,165,141,-24,0.361168,0.434492,0.073324,-0.014241,0.00721,0.021451,0.551515,0.49645,-0.055065,0.151515,0.1773,0.025785,0.29697,0.32624,0.02927
196,OI,fcr,15,49,2026-07-16 23:10:49,200,33,0.5539,0.7586,0.2047,0.5615,0.7608,0.1993,-0.016,-0.0034,0.0126,2.5713,4.7705,2.1992,5.09,4.88,-0.21,168,161,-7,0.392832,1.89509,1.50226,-0.011082,-0.001289,0.009793,0.541667,0.02484,-0.516827,0.184524,0.92547,0.740946,0.27381,0.04969,-0.22412
197,IR,fcr,15,49,2026-07-16 23:12:57,200,33,0.5539,0.6616,0.1077,0.5615,0.7456,0.1841,-0.016,-0.131,-0.115,2.5713,3.2512,0.6799,5.09,4.52,-0.57,168,149,-19,0.392832,0.535313,0.142481,-0.011082,-0.126969,-0.115887,0.541667,0.38255,-0.159117,0.184524,0.28188,0.097356,0.27381,0.33557,0.06176
198,AGR,fcr,15,49,2026-07-16 23:15:47,200,33,0.5539,0.7545,0.2006,0.5615,0.6971,0.1356,-0.016,0.0807,0.0967,2.5713,4.7872,2.2159,5.09,4.94,-0.15,168,163,-5,0.392832,1.29119,0.898358,-0.011082,0.075296,0.086378,0.541667,0.05521,-0.486457,0.184524,0.8773,0.692776,0.27381,0.06748,-0.20633
199,RANDOM,fcr,15,49,2026-07-16 23:17:53,200,33,0.5539,0.5381,-0.0158,0.5615,0.5368,-0.0247,-0.016,0.0078,0.0238,2.5713,2.4489,-0.1224,5.09,4.33,-0.76,168,143,-25,0.392832,0.386222,-0.00661,-0.011082,0.003896,0.014978,0.541667,0.55245,0.010783,0.184524,0.14685,-0.037674,0.27381,0.3007,0.02689
200,OI,fcr,15,50,2026-07-16 23:20:05,200,33,0.5509,0.7584,0.2075,0.5545,0.7688,0.2143,-0.0072,-0.018,-0.0108,2.5436,4.7976,2.254,5.06,4.91,-0.15,167,162,-5,0.374211,2.17924,1.80503,-0.004369,-0.011714,-0.007345,0.550898,0.04321,-0.507688,0.167665,0.90123,0.733565,0.281437,0.05556,-0.225877
201,IR,fcr,15,50,2026-07-16 23:22:16,200,33,0.5509,0.6604,0.1095,0.5545,0.7458,0.1913,-0.0072,-0.1337,-0.1265,2.5436,3.2101,0.6665,5.06,4.52,-0.54,167,149,-18,0.374211,0.523921,0.14971,-0.004369,-0.131391,-0.127022,0.550898,0.38255,-0.168348,0.167665,0.26846,0.100795,0.281437,0.34899,0.067553
202,AGR,fcr,15,50,2026-07-16 23:25:18,200,33,0.5509,0.7523,0.2014,0.5545,0.7,0.1455,-0.0072,0.0742,0.0814,2.5436,4.6594,2.1158,5.06,4.79,-0.27,167,158,-9,0.374211,1.43036,1.05615,-0.004369,0.069125,0.073494,0.550898,0.03797,-0.512928,0.167665,0.92405,0.756385,0.281437,0.03797,-0.243467
203,RANDOM,fcr,15,50,2026-07-16 23:27:18,200,33,0.5509,0.5299,-0.021,0.5545,0.5348,-0.0197,-0.0072,-0.0068,0.0004,2.5436,2.3888,-0.1548,5.06,4.24,-0.82,167,140,-27,0.374211,0.42399,0.049779,-0.004369,-0.003767,0.000602,0.550898,0.52143,-0.029468,0.167665,0.18571,0.018045,0.281437,0.29286,0.011423
