id,strategy,breed_suffix,breed_id,replicate_num,completed_at,pop_size,loci,gen0_he,gen20_he,he_delta,gen0_ho,gen20_ho,ho_delta,gen0_fis,gen20_fis,fis_delta,gen0_ne,gen20_ne,ne_delta,gen0_na,gen20_na,na_delta,gen0_total_alleles,gen20_total_alleles,total_alleles_delta,gen0_oi,gen20_oi,oi_delta,gen0_ir,gen20_ir,ir_delta,gen0_band_infr,gen20_band_infr,band_infr_delta,gen0_band_norm,gen20_band_norm,band_norm_delta,gen0_band_hfreq,gen20_band_hfreq,band_hfreq_delta
77,OI,fcr,15,20,2026-07-16 02:22:38,200,33,0.5515,0.7575,0.206,0.5602,0.7509,0.1907,-0.0164,0.0092,0.0256,2.5495,4.7786,2.2291,5.03,4.88,-0.15,166,161,-5,0.382925,1.99252,1.60959,-0.013092,0.01005,0.023142,0.53012,0.03727,-0.49285,0.192771,0.93168,0.738909,0.277108,0.03106,-0.246048
78,IR,fcr,15,20,2026-07-16 02:24:51,200,33,0.5515,0.6636,0.1121,0.5602,0.7424,0.1822,-0.0164,-0.1225,-0.1061,2.5495,3.1991,0.6496,5.03,4.45,-0.58,166,147,-19,0.382925,0.58807,0.205145,-0.013092,-0.117371,-0.104279,0.53012,0.42177,-0.10835,0.192771,0.2517,0.058929,0.277108,0.32653,0.049422
79,AGR,fcr,15,20,2026-07-16 02:27:46,200,33,0.5515,0.7512,0.1997,0.5602,0.6932,0.133,-0.0164,0.081,0.0974,2.5495,4.7662,2.2167,5.03,4.91,-0.12,166,162,-4,0.382925,1.71653,1.33361,-0.013092,0.076439,0.089531,0.53012,0.0679,-0.46222,0.192771,0.90123,0.708459,0.277108,0.03086,-0.246248
80,RANDOM,fcr,15,20,2026-07-16 02:29:47,200,33,0.5515,0.5454,-0.0061,0.5602,0.548,-0.0122,-0.0164,-0.0101,0.0063,2.5495,2.5166,-0.0329,5.03,4.33,-0.7,166,143,-23,0.382925,0.388456,0.005531,-0.013092,-0.001058,0.012034,0.53012,0.52448,-0.00564,0.192771,0.14685,-0.045921,0.277108,0.32867,0.051562
81,OI,fcr,15,21,2026-07-16 02:32:41,200,33,0.552,0.7555,0.2035,0.5556,0.7648,0.2092,-0.0021,-0.0138,-0.0117,2.5423,4.8261,2.2838,5.12,4.91,-0.21,169,162,-7,0.373227,1.71045,1.33722,-0.004613,-0.011747,-0.007134,0.556213,0.00617,-0.550043,0.159763,0.97531,0.815547,0.284024,0.01852,-0.265504
82,IR,fcr,15,21,2026-07-16 02:34:55,200,33,0.552,0.6643,0.1123,0.5556,0.7394,0.1838,-0.0021,-0.1182,-0.1161,2.5423,3.2497,0.7074,5.12,4.48,-0.64,169,148,-21,0.373227,0.568363,0.195136,-0.004613,-0.115387,-0.110774,0.556213,0.37838,-0.177833,0.159763,0.2973,0.137537,0.284024,0.32432,0.040296
83,AGR,fcr,15,21,2026-07-16 02:38:01,200,33,0.552,0.7494,0.1974,0.5556,0.6805,0.1249,-0.0021,0.0978,0.0999,2.5423,4.7157,2.1734,5.12,4.85,-0.27,169,160,-9,0.373227,1.48802,1.11479,-0.004613,0.09127,0.095883,0.556213,0.04375,-0.512463,0.159763,0.9125,0.752737,0.284024,0.04375,-0.240274
84,RANDOM,fcr,15,21,2026-07-16 02:40:10,200,33,0.552,0.5553,0.0033,0.5556,0.5529,-0.0027,-0.0021,0.006,0.0081,2.5423,2.5693,0.027,5.12,4.3,-0.82,169,142,-27,0.373227,0.431992,0.058765,-0.004613,0.007872,0.012485,0.556213,0.51408,-0.042133,0.159763,0.16901,0.009247,0.284024,0.3169,0.032876
85,OI,fcr,15,22,2026-07-16 02:42:30,200,33,0.5537,0.7572,0.2035,0.5552,0.7706,0.2154,0.0006,-0.0174,-0.018,2.5569,4.7032,2.1463,4.91,4.79,-0.12,162,158,-4,0.394235,2.07305,1.67882,0.000362,-0.016803,-0.017165,0.54321,0.02532,-0.51789,0.17284,0.94304,0.7702,0.283951,0.03165,-0.252301
86,IR,fcr,15,22,2026-07-16 02:44:41,200,33,0.5537,0.6652,0.1115,0.5552,0.7403,0.1851,0.0006,-0.1156,-0.1162,2.5569,3.2626,0.7057,4.91,4.36,-0.55,162,144,-18,0.394235,0.598494,0.204259,0.000362,-0.113147,-0.113509,0.54321,0.40972,-0.13349,0.17284,0.27083,0.09799,0.283951,0.31944,0.035489
87,AGR,fcr,15,22,2026-07-16 02:47:48,200,33,0.5537,0.7493,0.1956,0.5552,0.7009,0.1457,0.0006,0.0675,0.0669,2.5569,4.5761,2.0192,4.91,4.67,-0.24,162,154,-8,0.394235,2.01484,1.6206,0.000362,0.064117,0.063755,0.54321,0.03896,-0.50425,0.17284,0.94805,0.77521,0.283951,0.01299,-0.270961
88,RANDOM,fcr,15,22,2026-07-16 02:49:55,200,33,0.5537,0.5505,-0.0032,0.5552,0.5506,-0.0046,0.0006,-0.0044,-0.005,2.5569,2.5105,-0.0464,4.91,4.18,-0.73,162,138,-24,0.394235,0.503613,0.109378,0.000362,0.001574,0.001212,0.54321,0.51449,-0.02872,0.17284,0.19565,0.02281,0.283951,0.28986,0.005909
89,OI,fcr,15,23,2026-07-16 02:52:21,200,33,0.5574,0.7543,0.1969,0.5615,0.7615,0.2,-0.0103,-0.0102,0.0001,2.5736,4.755,2.1814,5.03,4.85,-0.18,166,160,-6,0.397778,2.33572,1.93794,-0.005034,-0.008628,-0.003594,0.554217,0.0375,-0.516717,0.168675,0.925,0.756325,0.277108,0.0375,-0.239608
90,IR,fcr,15,23,2026-07-16 02:54:33,200,33,0.5574,0.661,0.1036,0.5615,0.7374,0.1759,-0.0103,-0.1192,-0.1089,2.5736,3.1973,0.6237,5.03,4.45,-0.58,166,147,-19,0.397778,0.571317,0.173539,-0.005034,-0.117619,-0.112585,0.554217,0.36735,-0.186867,0.168675,0.31293,0.144255,0.277108,0.31973,0.042622
91,AGR,fcr,15,23,2026-07-16 02:57:46,200,33,0.5574,0.7586,0.2012,0.5615,0.7027,0.1412,-0.0103,0.0774,0.0877,2.5736,4.7767,2.2031,5.03,4.88,-0.15,166,161,-5,0.397778,2.0939,1.69612,-0.005034,0.073007,0.078041,0.554217,0.03106,-0.523157,0.168675,0.92547,0.756795,0.277108,0.04348,-0.233628
92,RANDOM,fcr,15,23,2026-07-16 02:59:51,200,33,0.5574,0.542,-0.0154,0.5615,0.5392,-0.0223,-0.0103,0.007,0.0173,2.5736,2.4434,-0.1302,5.03,4.24,-0.79,166,140,-26,0.397778,0.38903,-0.008748,-0.005034,0.005137,0.010171,0.554217,0.52857,-0.025647,0.168675,0.15714,-0.011535,0.277108,0.31429,0.037182
93,OI,fcr,15,24,2026-07-16 03:02:15,200,33,0.5532,0.7585,0.2053,0.5539,0.7579,0.204,-0.0006,0.0008,0.0014,2.5605,4.8149,2.2544,5.03,4.91,-0.12,166,162,-4,0.378961,2.21682,1.83786,0.000652,0.002701,0.002049,0.560241,0.01852,-0.541721,0.150602,0.94444,0.793838,0.289157,0.03704,-0.252117
94,IR,fcr,15,24,2026-07-16 03:04:27,200,33,0.5532,0.6705,0.1173,0.5539,0.7459,0.192,-0.0006,-0.116,-0.1154,2.5605,3.2546,0.6941,5.03,4.52,-0.51,166,149,-17,0.378961,0.555468,0.176507,0.000652,-0.113721,-0.114373,0.560241,0.39597,-0.164271,0.150602,0.25503,0.104428,0.289157,0.34899,0.059833
95,AGR,fcr,15,24,2026-07-16 03:07:39,200,33,0.5532,0.7539,0.2007,0.5539,0.6977,0.1438,-0.0006,0.0784,0.079,2.5605,4.7676,2.2071,5.03,4.88,-0.15,166,161,-5,0.378961,2.31269,1.93373,0.000652,0.074148,0.073496,0.560241,0.07453,-0.485711,0.150602,0.90683,0.756228,0.289157,0.01863,-0.270527
96,RANDOM,fcr,15,24,2026-07-16 03:09:45,200,33,0.5532,0.5311,-0.0221,0.5539,0.5341,-0.0198,-0.0006,0.0023,0.0029,2.5605,2.4511,-0.1094,5.03,4.27,-0.76,166,141,-25,0.378961,0.433278,0.054317,0.000652,-0.001757,-0.002409,0.560241,0.51773,-0.042511,0.150602,0.19149,0.040888,0.289157,0.29078,0.001623
97,OI,fcr,15,25,2026-07-16 03:12:11,200,33,0.5481,0.7478,0.1997,0.5433,0.7492,0.2059,0.0104,0,-0.0104,2.5216,4.6226,2.101,5,4.7,-0.3,165,155,-10,0.380467,1.61668,1.23621,0.011084,-0.000102,-0.011186,0.545455,0.0129,-0.532555,0.175758,0.95484,0.779082,0.278788,0.03226,-0.246528
98,IR,fcr,15,25,2026-07-16 03:14:29,200,33,0.5481,0.6605,0.1124,0.5433,0.7386,0.1953,0.0104,-0.1221,-0.1325,2.5216,3.2343,0.7127,5,4.3,-0.7,165,142,-23,0.380467,0.636153,0.255686,0.011084,-0.122231,-0.133315,0.545455,0.37324,-0.172215,0.175758,0.29577,0.120012,0.278788,0.33099,0.052202
99,AGR,fcr,15,25,2026-07-16 03:17:24,200,33,0.5481,0.7544,0.2063,0.5433,0.6995,0.1562,0.0104,0.0777,0.0673,2.5216,4.7141,2.1925,5,4.91,-0.09,165,162,-3,0.380467,1.32535,0.944883,0.011084,0.072429,0.061345,0.545455,0.09877,-0.446685,0.175758,0.82099,0.645232,0.278788,0.08025,-0.198538
100,RANDOM,fcr,15,25,2026-07-16 03:19:27,200,33,0.5481,0.5438,-0.0043,0.5433,0.545,0.0017,0.0104,-0.0017,-0.0121,2.5216,2.5712,0.0496,5,4.21,-0.79,165,139,-26,0.380467,0.494261,0.113794,0.011084,0.00137,-0.009714,0.545455,0.48921,-0.056245,0.175758,0.21583,0.040072,0.278788,0.29496,0.016172
101,OI,fcr,15,26,2026-07-16 03:31:55,200,33,0.556,0.7594,0.2034,0.5583,0.7629,0.2046,0.0024,-0.0026,-0.005,2.5678,4.8986,2.3308,5.15,5,-0.15,170,165,-5,0.364371,1.37094,1.00657,-0.001693,-0.003226,-0.001533,0.558824,0.02424,-0.534584,0.147059,0.93333,0.786271,0.294118,0.04242,-0.251698
102,IR,fcr,15,26,2026-07-16 03:34:08,200,33,0.556,0.6735,0.1175,0.5583,0.7544,0.1961,0.0024,-0.1234,-0.1258,2.5678,3.3299,0.7621,5.15,4.61,-0.54,170,152,-18,0.364371,0.608977,0.244606,-0.001693,-0.121715,-0.120022,0.558824,0.40789,-0.150934,0.147059,0.28947,0.142411,0.294118,0.30263,0.008512
103,AGR,fcr,15,26,2026-07-16 03:37:02,200,33,0.556,0.756,0.2,0.5583,0.7052,0.1469,0.0024,0.072,0.0696,2.5678,4.8295,2.2617,5.15,4.94,-0.21,170,163,-7,0.364371,1.80349,1.43912,-0.001693,0.067435,0.069128,0.558824,0.04294,-0.515884,0.147059,0.92025,0.773191,0.294118,0.03681,-0.257308
104,RANDOM,fcr,15,26,2026-07-16 03:39:10,200,33,0.556,0.5562,0.0002,0.5583,0.557,-0.0013,0.0024,-0.0023,-0.0047,2.5678,2.6004,0.0326,5.15,4.42,-0.73,170,146,-24,0.364371,0.430938,0.066567,-0.001693,0.001812,0.003505,0.558824,0.5,-0.058824,0.147059,0.19863,0.051571,0.294118,0.30137,0.007252
105,OI,fcr,15,27,2026-07-16 03:41:32,200,33,0.5518,0.7607,0.2089,0.5567,0.7532,0.1965,-0.011,0.0123,0.0233,2.5507,4.8431,2.2924,5.12,4.94,-0.18,169,163,-6,0.386643,2.42389,2.03725,-0.006886,0.011193,0.018079,0.538462,0.03681,-0.501652,0.189349,0.93252,0.743171,0.272189,0.03067,-0.241519
106,IR,fcr,15,27,2026-07-16 03:43:44,200,33,0.5518,0.6697,0.1179,0.5567,0.7448,0.1881,-0.011,-0.12,-0.109,2.5507,3.3068,0.7561,5.12,4.58,-0.54,169,151,-18,0.386643,0.52693,0.140287,-0.006886,-0.11379,-0.106904,0.538462,0.39073,-0.147732,0.189349,0.29139,0.102041,0.272189,0.31788,0.045691
107,AGR,fcr,15,27,2026-07-16 03:46:37,200,33,0.5518,0.7497,0.1979,0.5567,0.683,0.1263,-0.011,0.0927,0.1037,2.5507,4.7338,2.1831,5.12,4.94,-0.18,169,163,-6,0.386643,1.3246,0.937957,-0.006886,0.087595,0.094481,0.538462,0.06748,-0.470982,0.189349,0.8589,0.669551,0.272189,0.07362,-0.198569
108,RANDOM,fcr,15,27,2026-07-16 03:48:45,200,33,0.5518,0.5462,-0.0056,0.5567,0.5358,-0.0209,-0.011,0.016,0.027,2.5507,2.5337,-0.017,5.12,4.21,-0.91,169,139,-30,0.386643,0.411568,0.024925,-0.006886,0.02318,0.030066,0.538462,0.53237,-0.006092,0.189349,0.17266,-0.016689,0.272189,0.29496,0.022771
109,OI,fcr,15,28,2026-07-16 03:51:14,200,33,0.5552,0.7594,0.2042,0.5559,0.7615,0.2056,-0.0032,-0.0021,0.0011,2.5675,4.8309,2.2634,5.18,4.91,-0.27,171,162,-9,0.385255,1.79775,1.4125,0.000801,-0.001391,-0.002192,0.549708,0.02469,-0.525018,0.175439,0.95062,0.775181,0.274854,0.02469,-0.250164
110,IR,fcr,15,28,2026-07-16 03:53:28,200,33,0.5552,0.6656,0.1104,0.5559,0.7386,0.1827,-0.0032,-0.1118,-0.1086,2.5675,3.2819,0.7144,5.18,4.58,-0.6,171,151,-20,0.385255,0.589679,0.204424,0.000801,-0.110317,-0.111118,0.549708,0.4106,-0.139108,0.175439,0.27815,0.102711,0.274854,0.31126,0.036406
111,AGR,fcr,15,28,2026-07-16 03:56:32,200,33,0.5552,0.7494,0.1942,0.5559,0.6876,0.1317,-0.0032,0.0876,0.0908,2.5675,4.771,2.2035,5.18,4.94,-0.24,171,163,-8,0.385255,1.28143,0.896175,0.000801,0.081924,0.081123,0.549708,0.06135,-0.488358,0.175439,0.8589,0.683461,0.274854,0.07975,-0.195104
112,RANDOM,fcr,15,28,2026-07-16 03:58:39,200,33,0.5552,0.5424,-0.0128,0.5559,0.5479,-0.008,-0.0032,-0.0031,0.0001,2.5675,2.5163,-0.0512,5.18,4.33,-0.85,171,143,-28,0.385255,0.403608,0.018353,0.000801,-0.008129,-0.00893,0.549708,0.48252,-0.067188,0.175439,0.22378,0.048341,0.274854,0.29371,0.018856
116,OI,fcr,15,29,2026-07-16 04:21:19,200,33,0.551,0.7624,0.2114,0.5533,0.7721,0.2188,-0.0003,-0.0142,-0.0139,2.5427,4.8854,2.3427,5.09,4.97,-0.12,168,164,-4,0.370493,1.68814,1.31765,-0.001789,-0.011426,-0.009637,0.541667,0.0061,-0.535567,0.172619,0.95122,0.778601,0.285714,0.04268,-0.243034
117,IR,fcr,15,29,2026-07-16 04:23:30,200,33,0.551,0.6555,0.1045,0.5533,0.7321,0.1788,-0.0003,-0.1166,-0.1163,2.5427,3.2479,0.7052,5.09,4.67,-0.42,168,154,-14,0.370493,0.549393,0.1789,-0.001789,-0.118092,-0.116303,0.541667,0.3961,-0.145567,0.172619,0.26623,0.093611,0.285714,0.33766,0.051946
118,AGR,fcr,15,29,2026-07-16 04:26:38,200,33,0.551,0.7443,0.1933,0.5533,0.6856,0.1323,-0.0003,0.0851,0.0854,2.5427,4.6377,2.095,5.09,4.79,-0.3,168,158,-10,0.370493,1.45762,1.08713,-0.001789,0.078713,0.080502,0.541667,0.05063,-0.491037,0.172619,0.89873,0.726111,0.285714,0.05063,-0.235084
119,RANDOM,fcr,15,29,2026-07-16 04:28:48,200,33,0.551,0.5329,-0.0181,0.5533,0.5286,-0.0247,-0.0003,0.0047,0.005,2.5427,2.4129,-0.1298,5.09,4.3,-0.79,168,142,-26,0.370493,0.396615,0.026122,-0.001789,0.012502,0.014291,0.541667,0.54225,0.000583,0.172619,0.14085,-0.031769,0.285714,0.3169,0.031186
120,OI,fcr,15,30,2026-07-16 04:41:07,200,33,0.5534,0.7571,0.2037,0.5514,0.7685,0.2171,0.0047,-0.0173,-0.022,2.5486,4.7113,2.1627,4.97,4.79,-0.18,164,158,-6,0.395611,1.42269,1.02708,0.005858,-0.013958,-0.019816,0.530488,0.03165,-0.498838,0.195122,0.93038,0.735258,0.27439,0.03797,-0.23642
121,IR,fcr,15,30,2026-07-16 04:43:22,200,33,0.5534,0.6559,0.1025,0.5514,0.7288,0.1774,0.0047,-0.112,-0.1167,2.5486,3.1795,0.6309,4.97,4.36,-0.61,164,144,-20,0.395611,0.592691,0.19708,0.005858,-0.112193,-0.118051,0.530488,0.36806,-0.162428,0.195122,0.31944,0.124318,0.27439,0.3125,0.03811
122,AGR,fcr,15,30,2026-07-16 04:46:13,200,33,0.5534,0.7446,0.1912,0.5514,0.6903,0.1389,0.0047,0.0729,0.0682,2.5486,4.646,2.0974,4.97,4.79,-0.18,164,158,-6,0.395611,1.38106,0.985449,0.005858,0.072593,0.066735,0.530488,0.05063,-0.479858,0.195122,0.90506,0.709938,0.27439,0.0443,-0.23009
123,RANDOM,fcr,15,30,2026-07-16 04:48:16,200,33,0.5534,0.5488,-0.0046,0.5514,0.5523,0.0009,0.0047,-0.0076,-0.0123,2.5486,2.4905,-0.0581,4.97,4.27,-0.7,164,141,-23,0.395611,0.451501,0.05589,0.005858,-0.000746,-0.006604,0.530488,0.52482,-0.005668,0.195122,0.17021,-0.024912,0.27439,0.30496,0.03057
124,OI,fcr,15,31,2026-07-16 04:50:52,200,33,0.5508,0.7573,0.2065,0.5552,0.7629,0.2077,-0.0036,-0.0077,-0.0041,2.5317,4.789,2.2573,5,4.88,-0.12,165,161,-4,0.375709,2.34595,1.97024,-0.005562,-0.005976,-0.000414,0.545455,0.02484,-0.520615,0.169697,0.92547,0.755773,0.284848,0.04969,-0.235158
125,IR,fcr,15,31,2026-07-16 04:53:04,200,33,0.5508,0.6668,0.116,0.5552,0.7444,0.1892,-0.0036,-0.1186,-0.115,2.5317,3.2533,0.7216,5,4.52,-0.48,165,149,-16,0.375709,0.554227,0.178518,-0.005562,-0.117255,-0.111693,0.545455,0.4094,-0.136055,0.169697,0.24832,0.078623,0.284848,0.34228,0.057432
126,AGR,fcr,15,31,2026-07-16 04:55:58,200,33,0.5508,0.7515,0.2007,0.5552,0.6895,0.1343,-0.0036,0.087,0.0906,2.5317,4.7147,2.183,5,4.85,-0.15,165,160,-5,0.375709,1.59324,1.21753,-0.005562,0.081893,0.087455,0.545455,0.06875,-0.476705,0.169697,0.8875,0.717803,0.284848,0.04375,-0.241098
127,RANDOM,fcr,15,31,2026-07-16 04:58:00,200,33,0.5508,0.5504,-0.0004,0.5552,0.5562,0.001,-0.0036,-0.012,-0.0084,2.5317,2.6106,0.0789,5,4.36,-0.64,165,144,-21,0.375709,0.408523,0.032814,-0.005562,-0.011419,-0.005857,0.545455,0.49306,-0.052395,0.169697,0.17361,0.003913,0.284848,0.33333,0.048482
128,OI,fcr,15,32,2026-07-16 05:00:23,200,33,0.5534,0.759,0.2056,0.5571,0.7598,0.2027,-0.0033,0.0007,0.004,2.5663,4.7608,2.1945,4.97,4.85,-0.12,164,160,-4,0.391701,2.50508,2.11338,-0.004882,-0.0006,0.004282,0.542683,0.04375,-0.498933,0.176829,0.925,0.748171,0.280488,0.03125,-0.249238
129,IR,fcr,15,32,2026-07-16 05:02:38,200,33,0.5534,0.6627,0.1093,0.5571,0.7402,0.1831,-0.0033,-0.1193,-0.116,2.5663,3.2105,0.6442,4.97,4.55,-0.42,164,150,-14,0.391701,0.546112,0.154411,-0.004882,-0.118223,-0.113341,0.542683,0.41333,-0.129353,0.176829,0.24,0.063171,0.280488,0.34667,0.066182
130,AGR,fcr,15,32,2026-07-16 05:05:37,200,33,0.5534,0.7502,0.1968,0.5571,0.6845,0.1274,-0.0033,0.095,0.0983,2.5663,4.6218,2.0555,4.97,4.7,-0.27,164,155,-9,0.391701,1.8995,1.5078,-0.004882,0.086949,0.091831,0.542683,0.03871,-0.503973,0.176829,0.94194,0.765111,0.280488,0.01935,-0.261138
131,RANDOM,fcr,15,32,2026-07-16 05:07:42,200,33,0.5534,0.5427,-0.0107,0.5571,0.5508,-0.0063,-0.0033,-0.0154,-0.0121,2.5663,2.5381,-0.0282,4.97,4.24,-0.73,164,140,-24,0.391701,0.450373,0.058672,-0.004882,-0.008948,-0.004066,0.542683,0.48571,-0.056973,0.176829,0.21429,0.037461,0.280488,0.3,0.019512
132,OI,fcr,15,33,2026-07-16 05:10:10,200,33,0.553,0.7571,0.2041,0.5541,0.7718,0.2177,-0.0036,-0.0194,-0.0158,2.5484,4.8373,2.2889,5.12,4.94,-0.18,169,163,-6,0.364694,1.84876,1.48407,0.00045,-0.017844,-0.018294,0.544379,0.03681,-0.507569,0.171598,0.93865,0.767052,0.284024,0.02454,-0.259484
133,IR,fcr,15,33,2026-07-16 05:12:26,200,33,0.553,0.6659,0.1129,0.5541,0.7453,0.1912,-0.0036,-0.1203,-0.1167,2.5484,3.3156,0.7672,5.12,4.64,-0.48,169,153,-16,0.364694,0.540208,0.175514,0.00045,-0.120012,-0.120462,0.544379,0.39869,-0.145689,0.171598,0.26144,0.089842,0.284024,0.33987,0.055846
134,AGR,fcr,15,33,2026-07-16 05:15:31,200,33,0.553,0.7572,0.2042,0.5541,0.6917,0.1376,-0.0036,0.0931,0.0967,2.5484,4.8205,2.2721,5.12,4.97,-0.15,169,164,-5,0.364694,1.30883,0.944136,0.00045,0.08627,0.08582,0.544379,0.05488,-0.489499,0.171598,0.86585,0.694252,0.284024,0.07927,-0.204754
135,RANDOM,fcr,15,33,2026-07-16 05:17:38,200,33,0.553,0.5343,-0.0187,0.5541,0.5283,-0.0258,-0.0036,0.0133,0.0169,2.5484,2.4236,-0.1248,5.12,4.18,-0.94,169,138,-31,0.364694,0.395658,0.030964,0.00045,0.013246,0.012796,0.544379,0.5,-0.044379,0.171598,0.18116,0.009562,0.284024,0.31884,0.034816
136,OI,fcr,15,34,2026-07-16 05:24:58,200,33,0.5529,0.7563,0.2034,0.5535,0.7612,0.2077,0.0064,-0.0067,-0.0131,2.5722,4.7514,2.1792,5.03,4.85,-0.18,166,160,-6,0.376728,2.61828,2.24155,0.000997,-0.004947,-0.005944,0.554217,0.025,-0.529217,0.156627,0.9375,0.780873,0.289157,0.0375,-0.251657
137,IR,fcr,15,34,2026-07-16 05:27:10,200,33,0.5529,0.6665,0.1136,0.5535,0.7418,0.1883,0.0064,-0.1183,-0.1247,2.5722,3.277,0.7048,5.03,4.48,-0.55,166,148,-18,0.376728,0.589446,0.212718,0.000997,-0.11453,-0.115527,0.554217,0.36486,-0.189357,0.156627,0.31081,0.154183,0.289157,0.32432,0.035163
138,AGR,fcr,15,34,2026-07-16 05:30:03,200,33,0.5529,0.747,0.1941,0.5535,0.6886,0.1351,0.0064,0.0835,0.0771,2.5722,4.698,2.1258,5.03,4.85,-0.18,166,160,-6,0.376728,1.37991,1.00318,0.000997,0.077551,0.076554,0.554217,0.0625,-0.491717,0.156627,0.875,0.718373,0.289157,0.0625,-0.226657
139,RANDOM,fcr,15,34,2026-07-16 05:32:03,200,33,0.5529,0.5521,-0.0008,0.5535,0.548,-0.0055,0.0064,0.0124,0.006,2.5722,2.5232,-0.049,5.03,4.39,-0.64,166,145,-21,0.376728,0.452178,0.07545,0.000997,0.012409,0.011412,0.554217,0.47586,-0.078357,0.156627,0.21379,0.057163,0.289157,0.31034,0.021183
140,OI,fcr,15,35,2026-07-16 05:34:16,200,33,0.5554,0.755,0.1996,0.5614,0.7632,0.2018,-0.0079,-0.0118,-0.0039,2.5648,4.771,2.2062,5.09,4.88,-0.21,168,161,-7,0.392858,2.20993,1.81707,-0.008937,-0.009624,-0.000687,0.559524,0.01863,-0.540894,0.160714,0.92547,0.764756,0.279762,0.0559,-0.223862
141,IR,fcr,15,35,2026-07-16 05:36:33,200,33,0.5554,0.6651,0.1097,0.5614,0.742,0.1806,-0.0079,-0.1185,-0.1106,2.5648,3.2925,0.7277,5.09,4.55,-0.54,168,150,-18,0.392858,0.572497,0.179639,-0.008937,-0.117698,-0.108761,0.559524,0.37333,-0.186194,0.160714,0.29333,0.132616,0.279762,0.33333,0.053568
142,AGR,fcr,15,35,2026-07-16 05:39:26,200,33,0.5554,0.7546,0.1992,0.5614,0.6848,0.1234,-0.0079,0.0958,0.1037,2.5648,4.7541,2.1893,5.09,4.85,-0.24,168,160,-8,0.392858,1.29764,0.904782,-0.008937,0.092325,0.101262,0.559524,0.0375,-0.522024,0.160714,0.91875,0.758036,0.279762,0.04375,-0.236012
143,RANDOM,fcr,15,35,2026-07-16 05:41:33,200,33,0.5554,0.5426,-0.0128,0.5614,0.5374,-0.024,-0.0079,0.0126,0.0205,2.5648,2.4872,-0.0776,5.09,4.42,-0.67,168,146,-22,0.392858,0.412422,0.019564,-0.008937,0.014029,0.022966,0.559524,0.5411,-0.018424,0.160714,0.16438,0.003666,0.279762,0.29452,0.014758
144,OI,fcr,15,36,2026-07-16 05:44:50,200,33,0.5475,0.7626,0.2151,0.547,0.7683,0.2213,0.0012,-0.005,-0.0062,2.5273,4.9203,2.393,5.12,5.03,-0.09,169,166,-3,0.378783,1.99102,1.61224,0.003421,-0.005535,-0.008956,0.56213,0.04217,-0.51996,0.159763,0.93373,0.773967,0.278107,0.0241,-0.254007
145,IR,fcr,15,36,2026-07-16 05:46:52,200,33,0.5475,0.6683,0.1208,0.547,0.7392,0.1922,0.0012,-0.1079,-0.1091,2.5273,3.2933,0.766,5.12,4.61,-0.51,169,152,-17,0.378783,0.558242,0.179459,0.003421,-0.107673,-0.111094,0.56213,0.42105,-0.14108,0.159763,0.24342,0.083657,0.278107,0.33553,0.057423
146,AGR,fcr,15,36,2026-07-16 05:49:52,200,33,0.5475,0.7548,0.2073,0.547,0.6852,0.1382,0.0012,0.0968,0.0956,2.5273,4.7465,2.2192,5.12,4.91,-0.21,169,162,-7,0.378783,1.44939,1.07061,0.003421,0.091317,0.087896,0.56213,0.07407,-0.48806,0.159763,0.85802,0.698257,0.278107,0.0679,-0.210207
147,RANDOM,fcr,15,36,2026-07-16 05:51:52,200,33,0.5475,0.5255,-0.022,0.547,0.5283,-0.0187,0.0012,-0.0072,-0.0084,2.5273,2.5134,-0.0139,5.12,4.21,-0.91,169,139,-30,0.378783,0.43,0.051217,0.003421,-0.001056,-0.004477,0.56213,0.51079,-0.05134,0.159763,0.18705,0.027287,0.278107,0.30216,0.024053
148,OI,fcr,15,37,2026-07-16 05:54:02,200,33,0.5536,0.7568,0.2032,0.5562,0.7632,0.207,0.0054,-0.0103,-0.0157,2.5565,4.7948,2.2383,5.03,4.88,-0.15,166,161,-5,0.367053,1.74212,1.37507,-0.002745,-0.006992,-0.004247,0.548193,0.03727,-0.510923,0.156627,0.93168,0.775053,0.295181,0.03106,-0.264121
149,IR,fcr,15,37,2026-07-16 05:56:11,200,33,0.5536,0.6577,0.1041,0.5562,0.7405,0.1843,0.0054,-0.1284,-0.1338,2.5565,3.2841,0.7276,5.03,4.52,-0.51,166,149,-17,0.367053,0.566009,0.198956,-0.002745,-0.126632,-0.123887,0.548193,0.39597,-0.152223,0.156627,0.26174,0.105113,0.295181,0.34228,0.047099
150,AGR,fcr,15,37,2026-07-16 05:59:11,200,33,0.5536,0.7564,0.2028,0.5562,0.6962,0.14,0.0054,0.0849,0.0795,2.5565,4.7718,2.2153,5.03,4.94,-0.09,166,163,-3,0.367053,1.28369,0.916637,-0.002745,0.078781,0.081526,0.548193,0.08589,-0.462303,0.156627,0.84049,0.683863,0.295181,0.07362,-0.221561
151,RANDOM,fcr,15,37,2026-07-16 06:01:19,200,33,0.5536,0.5473,-0.0063,0.5562,0.5558,-0.0004,0.0054,-0.0178,-0.0232,2.5565,2.5152,-0.0413,5.03,4.21,-0.82,166,139,-27,0.367053,0.414515,0.047462,-0.002745,-0.015543,-0.012798,0.548193,0.51799,-0.030203,0.156627,0.15108,-0.005547,0.295181,0.33094,0.035759
