breed,replicate_num,anon_id,gender,oi,ir,agr
Flat-Coated Retriever,16,FCR0115,M,0.3491,-0.1444,0.030793
Flat-Coated Retriever,16,FCR0117,M,0.3125,-0.1291,0.09445
Flat-Coated Retriever,16,FCR0119,F,0.535,-0.3364,0.025314
Flat-Coated Retriever,16,FCR0121,F,0.3369,0.0928,-0.004333
Flat-Coated Retriever,16,FCR0124,M,0.2618,0.2138,0.059552
Flat-Coated Retriever,16,FCR0126,F,0.4214,-0.1091,-0.014945
Flat-Coated Retriever,16,FCR0128,F,0.4727,0.0947,-0.056365
Flat-Coated Retriever,16,FCR0129,F,0.4376,0.2471,-0.109618
Flat-Coated Retriever,16,FCR0130,F,0.3788,0.0507,-0.016927
Flat-Coated Retriever,16,FCR0133,M,0.4167,-0.0859,0.012803
Flat-Coated Retriever,16,FCR0136,F,0.5664,-0.0946,-0.077159
Flat-Coated Retriever,16,FCR0139,F,0.3369,-0.2313,0.149433
Flat-Coated Retriever,16,FCR0142,F,0.4619,-0.0877,0.01327
Flat-Coated Retriever,16,FCR0144,F,0.2944,-0.0042,0.019054
Flat-Coated Retriever,16,FCR0146,M,0.4167,-0.0817,-0.017694
Flat-Coated Retriever,16,FCR0148,F,0.3677,-0.0254,0.023156
Flat-Coated Retriever,16,FCR0159,M,0.3677,-0.2778,0.085742
Flat-Coated Retriever,16,FCR0160,F,0.3426,0.039,0.01243
Flat-Coated Retriever,16,FCR0163,F,0.5174,-0.2292,-0.072185
Flat-Coated Retriever,16,FCR0164,F,0.3246,0.0416,0.008424
Flat-Coated Retriever,16,FCR0165,F,0.4015,0.233,-0.084139
Flat-Coated Retriever,16,FCR0167,M,0.3677,-0.1402,0.086553
Flat-Coated Retriever,16,FCR0169,M,0.3308,0.1693,-0.025623
Flat-Coated Retriever,16,FCR0171,M,0.4804,0.1113,-0.097997
Flat-Coated Retriever,16,FCR0175,F,0.3369,0.0097,-0.032408
Flat-Coated Retriever,16,FCR0176,F,0.4712,-0.0954,-0.005954
Flat-Coated Retriever,16,FCR0179,M,0.2667,0.0229,0.054215
Flat-Coated Retriever,16,FCR0181,M,0.343,0.0601,-0.003216
Flat-Coated Retriever,16,FCR0182,M,0.4214,-0.0437,0.015193
Flat-Coated Retriever,16,FCR0183,M,0.2407,0.0277,0.08113
Flat-Coated Retriever,16,FCR0186,M,0.3068,0.0555,0.012262
Flat-Coated Retriever,16,FCR0187,M,0.4329,-0.2269,0.045137
Flat-Coated Retriever,16,FCR0188,F,0.4376,-0.0198,-0.069795
Flat-Coated Retriever,16,FCR0193,F,0.4091,-0.0096,-0.044731
Flat-Coated Retriever,16,FCR0194,F,0.4015,-0.0598,0.019148
Flat-Coated Retriever,16,FCR0198,M,0.3818,0.1625,-0.013893
Flat-Coated Retriever,16,FCR0199,M,0.522,-0.3365,0.028065
Flat-Coated Retriever,16,FCR0202,M,0.3677,0.0301,-0.016868
Flat-Coated Retriever,16,FCR0210,M,0.5359,0.0565,-0.116254
Flat-Coated Retriever,16,FCR0212,M,0.5023,-0.1141,-0.016042
Flat-Coated Retriever,16,FCR0214,M,0.4214,-0.0753,-0.001097
Flat-Coated Retriever,16,FCR0216,F,0.3939,0.0002,-0.005397
Flat-Coated Retriever,16,FCR0220,F,0.4091,-0.1018,0.019352
Flat-Coated Retriever,16,FCR0221,M,0.3755,0.0288,0.008348
Flat-Coated Retriever,16,FCR0222,F,0.3606,-0.3219,0.146672
Flat-Coated Retriever,16,FCR0225,F,0.4329,-0.1173,-0.025181
Flat-Coated Retriever,16,FCR0228,F,0.4242,0.0547,-0.033107
Flat-Coated Retriever,16,FCR0229,F,0.3636,-0.122,0.044886
Flat-Coated Retriever,16,FCR0230,M,0.535,-0.0402,-0.073142
Flat-Coated Retriever,16,FCR0231,F,0.4897,0.0936,-0.090193
Flat-Coated Retriever,16,FCR0232,F,0.2996,0.2146,-0.030653
Flat-Coated Retriever,16,FCR0238,F,0.3426,0.077,0.038681
Flat-Coated Retriever,16,FCR0240,M,0.3125,0.381,-0.086932
Flat-Coated Retriever,16,FCR0242,F,0.3747,-0.1985,0.121397
Flat-Coated Retriever,16,FCR0246,F,0.2839,0.1839,0.012211
Flat-Coated Retriever,16,FCR0248,M,0.2451,-0.0124,0.108016
Flat-Coated Retriever,16,FCR0249,F,0.3068,0.0879,0.033509
Flat-Coated Retriever,16,FCR0250,F,0.3491,-0.0022,0.037581
Flat-Coated Retriever,16,FCR0251,M,0.3185,-0.0328,0.098812
Flat-Coated Retriever,16,FCR0253,F,0.5694,-0.1221,-0.048194
Flat-Coated Retriever,16,FCR0254,F,0.4924,-0.2068,-0.013276
Flat-Coated Retriever,16,FCR0258,F,0.3011,0.1103,0.054504
Flat-Coated Retriever,16,FCR0262,F,0.3308,-0.0989,0.073195
Flat-Coated Retriever,16,FCR0263,F,0.3101,0.0587,0.016862
Flat-Coated Retriever,16,FCR0266,M,0.4329,-0.0258,-0.017425
Flat-Coated Retriever,16,FCR0276,F,0.3809,-0.1253,0.069129
Flat-Coated Retriever,16,FCR0278,M,0.3677,0.0477,0.007808
Flat-Coated Retriever,16,FCR0279,F,0.3553,-0.0164,-0.035018
Flat-Coated Retriever,16,FCR0280,M,0.3068,-0.011,0.042326
Flat-Coated Retriever,16,FCR0282,M,0.3788,0.2858,-0.096552
Flat-Coated Retriever,16,FCR0285,M,0.2891,-0.0842,0.039599
Flat-Coated Retriever,16,FCR0286,M,0.5455,0.0025,-0.104319
Flat-Coated Retriever,16,FCR0287,M,0.343,-0.0719,0.051631
Flat-Coated Retriever,16,FCR0290,M,0.2786,-0.1916,0.117182
Flat-Coated Retriever,16,FCR0293,M,0.3889,-0.1353,0.016985
Flat-Coated Retriever,16,FCR0297,F,0.3623,-0.0315,0.049241
Flat-Coated Retriever,16,FCR0302,F,0.3553,0.002,-0.024075
Flat-Coated Retriever,16,FCR0303,M,0.3294,-0.0673,0.032359
Flat-Coated Retriever,16,FCR0304,F,0.2839,0.0641,0.069399
Flat-Coated Retriever,16,FCR0306,F,0.336,-0.0379,0.077915
Flat-Coated Retriever,16,FCR0309,M,0.3553,0.066,-0.016848
Flat-Coated Retriever,16,FCR0310,F,0.4457,-0.064,-0.075037
Flat-Coated Retriever,16,FCR0311,M,0.4318,-0.0743,-0.039248
Flat-Coated Retriever,16,FCR0313,F,0.2786,0.2359,0.009382
Flat-Coated Retriever,16,FCR0314,F,0.57,-0.021,-0.080834
Flat-Coated Retriever,16,FCR0315,F,0.4242,-0.0046,-0.050173
Flat-Coated Retriever,16,FCR0320,F,0.3228,0.0237,0.038119
Flat-Coated Retriever,16,FCR0321,M,0.2944,-0.0229,0.04743
Flat-Coated Retriever,16,FCR0323,M,0.1727,0.1371,0.111605
Flat-Coated Retriever,16,FCR0326,M,0.2764,0.1496,0.014286
Flat-Coated Retriever,16,FCR0328,M,0.396,0.0037,-0.015581
Flat-Coated Retriever,16,FCR0330,M,0.3606,0.0213,0.034854
Flat-Coated Retriever,16,FCR0331,F,0.5035,0.0079,-0.063105
Flat-Coated Retriever,16,FCR0334,M,0.3125,0.0833,0.025612
Flat-Coated Retriever,16,FCR0335,M,0.4826,-0.1528,-0.040123
Flat-Coated Retriever,16,FCR0336,F,0.4242,-0.1918,0.034786
Flat-Coated Retriever,16,FCR0338,M,0.3308,0.0224,0.059865
Flat-Coated Retriever,16,FCR0340,M,0.4826,0.0243,-0.048968
Flat-Coated Retriever,16,FCR0341,F,0.3308,0.0589,0.02646
Flat-Coated Retriever,16,FCR0342,M,0.2304,0.1082,0.084727
Flat-Coated Retriever,16,FCR0343,M,0.4133,-0.0363,0.018474
Flat-Coated Retriever,16,FCR0344,M,0.4538,0.0342,-0.034447
Flat-Coated Retriever,16,FCR0345,M,0.3491,-0.1707,0.083853
Flat-Coated Retriever,16,FCR0346,M,0.3246,-0.0164,0.007866
Flat-Coated Retriever,16,FCR0348,M,0.3887,-0.0782,0.007835
Flat-Coated Retriever,16,FCR0351,M,0.4457,-0.0652,-0.029084
Flat-Coated Retriever,16,FCR0353,F,0.3864,-0.1451,0.032568
Flat-Coated Retriever,16,FCR0355,F,0.3369,0.2081,-0.042472
Flat-Coated Retriever,16,FCR0356,M,0.5318,0.0574,-0.094135
Flat-Coated Retriever,16,FCR0357,F,0.4242,-0.0237,-0.064592
Flat-Coated Retriever,16,FCR0360,F,0.389,-0.155,0.083566
Flat-Coated Retriever,16,FCR0361,F,0.3308,0.1978,1e-06
Flat-Coated Retriever,16,FCR0362,F,0.4295,-0.0831,-0.015887
Flat-Coated Retriever,16,FCR0363,M,0.3606,0.2751,-0.058567
Flat-Coated Retriever,16,FCR0366,F,0.389,-0.059,0.040764
Flat-Coated Retriever,16,FCR0368,M,0.3939,0.0661,-0.006829
Flat-Coated Retriever,16,FCR0369,M,0.4589,-0.0761,-0.076365
Flat-Coated Retriever,16,FCR0370,F,0.4242,-0.1717,0.052469
Flat-Coated Retriever,16,FCR0371,M,0.1569,0.2686,0.087762
Flat-Coated Retriever,16,FCR0375,F,0.3623,-0.1234,0.070158
Flat-Coated Retriever,16,FCR0378,M,0.4091,-0.2653,0.075412
Flat-Coated Retriever,16,FCR0380,F,0.2366,-0.0417,0.112778
Flat-Coated Retriever,16,FCR0387,F,0.3623,0.1254,-0.050265
Flat-Coated Retriever,16,FCR0388,M,0.6692,-0.0892,-0.151326
Flat-Coated Retriever,16,FCR0391,M,0.3294,-0.0311,0.079928
Flat-Coated Retriever,16,FCR0395,M,0.4675,-0.0027,-0.009547
Flat-Coated Retriever,16,FCR0397,F,0.2996,-0.1326,0.096633
Flat-Coated Retriever,16,FCR0398,M,0.3939,0.153,-0.077043
Flat-Coated Retriever,16,FCR0400,F,0.4619,-0.2291,0.017229
Flat-Coated Retriever,16,FCR0401,M,0.3623,-0.0232,-0.021116
Flat-Coated Retriever,16,FCR0402,M,0.4015,0.0546,-0.010365
Flat-Coated Retriever,16,FCR0403,M,0.3426,0.0577,0.030832
Flat-Coated Retriever,16,FCR0404,F,0.2786,0.2493,-0.015529
Flat-Coated Retriever,16,FCR0405,M,0.2996,-0.0151,-0.000625
Flat-Coated Retriever,16,FCR0408,M,0.3788,-0.0212,0.005771
Flat-Coated Retriever,16,FCR0411,M,0.2451,-0.0018,0.098755
Flat-Coated Retriever,16,FCR0414,M,0.3426,-0.0732,0.027055
Flat-Coated Retriever,16,FCR0417,F,0.4619,-0.2291,0.017229
Flat-Coated Retriever,16,FCR0419,M,0.3606,-0.0142,0.047568
Flat-Coated Retriever,16,FCR0420,M,0.3246,-0.1993,0.063406
Flat-Coated Retriever,16,FCR0421,M,0.3491,0.1416,-0.015551
Flat-Coated Retriever,16,FCR0423,F,0.3557,0.0636,0.00843
Flat-Coated Retriever,16,FCR0424,F,0.2715,0.0664,0.065027
Flat-Coated Retriever,16,FCR0426,F,0.4052,0.0135,-0.006572
Flat-Coated Retriever,16,FCR0428,M,0.3369,0.0406,0.035374
Flat-Coated Retriever,16,FCR0432,M,0.3677,-0.0757,0.03724
Flat-Coated Retriever,16,FCR0433,F,0.3491,0.0421,0.030814
Flat-Coated Retriever,16,FCR0436,M,0.3818,-0.044,0.024744
Flat-Coated Retriever,17,FCR0001,F,0.2764,0.148,0.007287
Flat-Coated Retriever,17,FCR0007,F,0.4015,-0.014,-0.026362
Flat-Coated Retriever,17,FCR0009,M,0.3491,-0.052,0.040928
Flat-Coated Retriever,17,FCR0010,F,0.3623,-0.0373,0.028706
Flat-Coated Retriever,17,FCR0012,F,0.5979,-0.0666,-0.077862
Flat-Coated Retriever,17,FCR0019,F,0.3491,-0.0697,-0.000277
Flat-Coated Retriever,17,FCR0022,M,0.4538,-0.1422,0.034671
Flat-Coated Retriever,17,FCR0028,F,0.3553,-0.1017,0.036032
Flat-Coated Retriever,17,FCR0030,M,0.2325,0.2983,-0.005854
Flat-Coated Retriever,17,FCR0034,M,0.4538,0.0617,-0.033798
Flat-Coated Retriever,17,FCR0037,M,0.2898,0.2565,-0.007593
Flat-Coated Retriever,17,FCR0038,F,0.4848,-0.0782,-0.025376
Flat-Coated Retriever,17,FCR0039,M,0.2585,0.1178,0.06427
Flat-Coated Retriever,17,FCR0042,M,0.3953,0.0086,-0.00035
Flat-Coated Retriever,17,FCR0043,F,0.4167,0.0864,-0.022789
Flat-Coated Retriever,17,FCR0045,F,0.4589,-0.1107,-0.034947
Flat-Coated Retriever,17,FCR0047,M,0.3689,0.1127,0.02292
Flat-Coated Retriever,17,FCR0049,M,0.4712,-0.12,0.019756
Flat-Coated Retriever,17,FCR0050,M,0.3689,-0.0325,-0.025132
Flat-Coated Retriever,17,FCR0051,F,0.3369,0.1433,-0.009299
Flat-Coated Retriever,17,FCR0052,M,0.396,-0.1325,0.01087
Flat-Coated Retriever,17,FCR0053,F,0.343,0.1507,-0.02452
Flat-Coated Retriever,17,FCR0055,F,0.4897,0.0504,-0.072234
Flat-Coated Retriever,17,FCR0057,F,0.3068,0.0171,0.053298
Flat-Coated Retriever,17,FCR0058,M,0.4457,0.0874,-0.049732
Flat-Coated Retriever,17,FCR0059,M,0.336,-0.0442,-0.004166
Flat-Coated Retriever,17,FCR0061,F,0.343,0.0008,0.038514
Flat-Coated Retriever,17,FCR0063,F,0.2996,-0.1224,0.067403
Flat-Coated Retriever,17,FCR0066,F,0.5081,-0.0659,-0.107596
Flat-Coated Retriever,17,FCR0071,F,0.3689,-0.1377,0.047075
Flat-Coated Retriever,17,FCR0073,M,0.396,-0.1099,0.02723
Flat-Coated Retriever,17,FCR0076,F,0.4101,-0.1432,-0.016939
Flat-Coated Retriever,17,FCR0077,M,0.3821,-0.0825,-0.023186
Flat-Coated Retriever,17,FCR0081,M,0.3049,0.0314,0.081369
Flat-Coated Retriever,17,FCR0083,F,0.3747,0.0137,0.0353
Flat-Coated Retriever,17,FCR0085,M,0.4935,-0.1723,-0.029893
Flat-Coated Retriever,17,FCR0086,M,0.3623,0.0949,-0.032251
Flat-Coated Retriever,17,FCR0087,F,0.4712,-0.0129,-0.025038
Flat-Coated Retriever,17,FCR0090,F,0.2812,0.2038,-0.040877
Flat-Coated Retriever,17,FCR0093,M,0.3369,-0.1272,0.099839
Flat-Coated Retriever,17,FCR0095,M,0.3182,-0.0643,0.061053
Flat-Coated Retriever,17,FCR0097,F,0.4295,-0.221,0.0168
Flat-Coated Retriever,17,FCR0098,F,0.3182,-0.0972,0.047535
Flat-Coated Retriever,17,FCR0099,F,0.3049,-0.123,0.082036
Flat-Coated Retriever,17,FCR0104,M,0.3675,-0.0247,0.024326
Flat-Coated Retriever,17,FCR0107,M,0.4295,0.1112,-0.034804
Flat-Coated Retriever,17,FCR0108,F,0.4589,0.0104,-0.05421
Flat-Coated Retriever,17,FCR0110,F,0.343,0.1784,-0.044298
Flat-Coated Retriever,17,FCR0112,F,0.3182,-0.2078,0.089799
Flat-Coated Retriever,17,FCR0116,M,0.254,-0.1616,0.158389
Flat-Coated Retriever,17,FCR0117,M,0.2996,-0.1301,0.102168
Flat-Coated Retriever,17,FCR0118,F,0.3068,0.0803,0.027463
Flat-Coated Retriever,17,FCR0119,F,0.5121,-0.3368,0.030301
Flat-Coated Retriever,17,FCR0120,M,0.3239,-0.0426,0.038696
Flat-Coated Retriever,17,FCR0121,F,0.343,0.0931,-0.00391
Flat-Coated Retriever,17,FCR0125,F,0.3889,-0.2385,0.058681
Flat-Coated Retriever,17,FCR0126,F,0.4457,-0.1032,-0.019883
Flat-Coated Retriever,17,FCR0133,M,0.403,-0.0899,0.021734
Flat-Coated Retriever,17,FCR0134,F,0.3182,-0.0227,0.07027
Flat-Coated Retriever,17,FCR0135,M,0.3182,-0.0703,0.064079
Flat-Coated Retriever,17,FCR0136,F,0.5455,-0.0958,-0.062342
Flat-Coated Retriever,17,FCR0137,F,0.4619,0.0912,-0.085905
Flat-Coated Retriever,17,FCR0141,M,0.3736,-0.1204,0.077981
Flat-Coated Retriever,17,FCR0143,F,0.2944,0.0236,0.035557
Flat-Coated Retriever,17,FCR0149,F,0.6294,-0.0867,-0.082418
Flat-Coated Retriever,17,FCR0152,F,0.3308,0.0797,0.032094
Flat-Coated Retriever,17,FCR0153,F,0.4848,0.1505,-0.058066
Flat-Coated Retriever,17,FCR0154,F,0.3308,-0.0547,0.038462
Flat-Coated Retriever,17,FCR0155,F,0.2667,0.1129,0.066519
Flat-Coated Retriever,17,FCR0156,M,0.4167,0.2578,-0.127228
Flat-Coated Retriever,17,FCR0157,F,0.3623,0.0972,0.000645
Flat-Coated Retriever,17,FCR0162,M,0.3889,-0.0274,-0.021101
Flat-Coated Retriever,17,FCR0164,F,0.3623,0.0376,0.019716
Flat-Coated Retriever,17,FCR0166,F,0.2944,0.0412,0.04429
Flat-Coated Retriever,17,FCR0168,F,0.3239,0.009,0.070084
Flat-Coated Retriever,17,FCR0170,M,0.4242,0.1926,-0.108616
Flat-Coated Retriever,17,FCR0171,M,0.5121,0.1143,-0.093462
Flat-Coated Retriever,17,FCR0173,F,0.4394,0.1054,-0.091753
Flat-Coated Retriever,17,FCR0174,F,0.3821,-0.1324,-0.021086
Flat-Coated Retriever,17,FCR0175,F,0.3491,0.015,-0.036973
Flat-Coated Retriever,17,FCR0177,M,0.5266,-0.3215,0.040987
Flat-Coated Retriever,17,FCR0178,M,0.1623,0.3723,0.063477
Flat-Coated Retriever,17,FCR0179,M,0.2451,0.0205,0.063371
Flat-Coated Retriever,17,FCR0182,M,0.4101,-0.037,0.011159
Flat-Coated Retriever,17,FCR0184,F,0.5874,0.1929,-0.153993
Flat-Coated Retriever,17,FCR0187,M,0.3889,-0.2218,0.044749
Flat-Coated Retriever,17,FCR0191,M,0.3068,0.2202,0.044208
Flat-Coated Retriever,17,FCR0192,M,0.2944,-0.0368,0.09627
Flat-Coated Retriever,17,FCR0193,F,0.4295,-0.0064,-0.044611
Flat-Coated Retriever,17,FCR0194,F,0.3553,-0.0536,0.023264
Flat-Coated Retriever,17,FCR0198,M,0.3491,0.1543,0.003693
Flat-Coated Retriever,17,FCR0199,M,0.4848,-0.3326,0.03141
Flat-Coated Retriever,17,FCR0203,M,0.3154,-0.1833,0.071436
Flat-Coated Retriever,17,FCR0208,F,0.2861,0.0673,0.059716
Flat-Coated Retriever,17,FCR0209,M,0.4242,-0.0132,-0.000519
Flat-Coated Retriever,17,FCR0211,M,0.3818,-0.1112,0.023989
Flat-Coated Retriever,17,FCR0214,M,0.3818,-0.074,0.00278
Flat-Coated Retriever,17,FCR0220,F,0.4091,-0.1,0.026503
Flat-Coated Retriever,17,FCR0221,M,0.3821,0.0312,0.011643
Flat-Coated Retriever,17,FCR0222,F,0.3939,-0.3142,0.136241
Flat-Coated Retriever,17,FCR0225,F,0.4804,-0.1134,-0.029534
Flat-Coated Retriever,17,FCR0226,F,0.3182,0.1676,-0.020259
Flat-Coated Retriever,17,FCR0228,F,0.4101,0.0635,-0.041605
Flat-Coated Retriever,17,FCR0230,M,0.5664,-0.0419,-0.068038
Flat-Coated Retriever,17,FCR0231,F,0.5174,0.1006,-0.097876
Flat-Coated Retriever,17,FCR0235,M,0.3308,0.0327,0.029062
Flat-Coated Retriever,17,FCR0236,F,0.3864,-0.0612,0.023588
Flat-Coated Retriever,17,FCR0237,F,0.4989,0.2464,-0.122831
Flat-Coated Retriever,17,FCR0238,F,0.3689,0.0837,0.026189
Flat-Coated Retriever,17,FCR0239,F,0.4848,-0.1543,-0.055685
Flat-Coated Retriever,17,FCR0242,F,0.3409,-0.1894,0.118264
Flat-Coated Retriever,17,FCR0243,M,0.6566,-0.19,-0.113556
Flat-Coated Retriever,17,FCR0244,F,0.47,-0.1349,-0.003407
Flat-Coated Retriever,17,FCR0245,F,0.4675,-0.1502,-0.024786
Flat-Coated Retriever,17,FCR0246,F,0.2861,0.1884,0.004414
Flat-Coated Retriever,17,FCR0249,F,0.3125,0.0913,0.030997
Flat-Coated Retriever,17,FCR0252,M,0.4762,-0.1905,-0.007893
Flat-Coated Retriever,17,FCR0255,M,0.3747,-0.085,-0.003523
Flat-Coated Retriever,17,FCR0256,F,0.4589,-0.1052,-0.056164
Flat-Coated Retriever,17,FCR0258,F,0.2715,0.1106,0.063143
Flat-Coated Retriever,17,FCR0260,F,0.3101,-0.2626,0.122092
Flat-Coated Retriever,17,FCR0261,F,0.343,-0.0428,0.011385
Flat-Coated Retriever,17,FCR0266,M,0.3889,-0.021,-0.015982
Flat-Coated Retriever,17,FCR0268,M,0.5318,-0.2003,-0.04745
Flat-Coated Retriever,17,FCR0274,F,0.3623,0.2014,-0.020667
Flat-Coated Retriever,17,FCR0276,F,0.3426,-0.1239,0.071721
Flat-Coated Retriever,17,FCR0277,M,0.254,0.0319,0.074951
Flat-Coated Retriever,17,FCR0282,M,0.3426,0.2823,-0.081895
Flat-Coated Retriever,17,FCR0285,M,0.3491,-0.0714,0.018667
Flat-Coated Retriever,17,FCR0286,M,0.5917,0.0063,-0.104635
Flat-Coated Retriever,17,FCR0288,M,0.3295,-0.0358,0.069374
Flat-Coated Retriever,17,FCR0289,M,0.3889,-0.0153,0.011112
Flat-Coated Retriever,17,FCR0293,M,0.3755,-0.1344,0.028481
Flat-Coated Retriever,17,FCR0294,M,0.4242,-0.0772,0.030071
Flat-Coated Retriever,17,FCR0295,F,0.4015,-0.1519,0.025319
Flat-Coated Retriever,17,FCR0296,M,0.4619,0.0805,-0.085474
Flat-Coated Retriever,17,FCR0298,M,0.6294,0.0309,-0.185401
Flat-Coated Retriever,17,FCR0299,M,0.343,0.0272,0.009173
Flat-Coated Retriever,17,FCR0301,F,0.4712,0.0103,-0.031146
Flat-Coated Retriever,17,FCR0303,M,0.3246,-0.0655,0.034148
Flat-Coated Retriever,17,FCR0305,M,0.4527,-0.0137,-0.071397
Flat-Coated Retriever,17,FCR0306,F,0.2996,-0.0336,0.07364
Flat-Coated Retriever,17,FCR0308,F,0.2891,0.2653,-0.03185
Flat-Coated Retriever,17,FCR0313,F,0.2496,0.2379,0.012306
Flat-Coated Retriever,17,FCR0320,F,0.3426,0.0291,0.034019
Flat-Coated Retriever,17,FCR0322,M,0.3239,0.0507,0.023547
Flat-Coated Retriever,17,FCR0323,M,0.1788,0.1446,0.105014
Flat-Coated Retriever,17,FCR0324,M,0.396,-0.0279,-0.009753
Flat-Coated Retriever,17,FCR0327,F,0.3557,-0.1335,0.07676
Flat-Coated Retriever,17,FCR0328,M,0.3553,0.0048,-0.007116
Flat-Coated Retriever,17,FCR0330,M,0.343,0.0255,0.033784
Flat-Coated Retriever,17,FCR0333,M,0.4457,0.0618,-0.049334
Flat-Coated Retriever,17,FCR0334,M,0.2764,0.0798,0.039842
Flat-Coated Retriever,17,FCR0335,M,0.4848,-0.1462,-0.039449
Flat-Coated Retriever,17,FCR0340,M,0.4589,0.0279,-0.049735
Flat-Coated Retriever,17,FCR0342,M,0.2529,0.1137,0.078816
Flat-Coated Retriever,17,FCR0343,M,0.4376,-0.0361,0.026294
Flat-Coated Retriever,17,FCR0345,M,0.3747,-0.1627,0.077129
Flat-Coated Retriever,17,FCR0348,M,0.4318,-0.0754,0.012169
Flat-Coated Retriever,17,FCR0350,F,0.4242,0.1094,-0.10332
Flat-Coated Retriever,17,FCR0351,M,0.4318,-0.0707,-0.011701
Flat-Coated Retriever,17,FCR0352,M,0.3207,0.0476,0.013704
Flat-Coated Retriever,17,FCR0355,F,0.3409,0.2134,-0.051192
Flat-Coated Retriever,17,FCR0356,M,0.5174,0.0536,-0.083163
Flat-Coated Retriever,17,FCR0366,F,0.3864,-0.0597,0.046351
Flat-Coated Retriever,17,FCR0368,M,0.4015,0.0677,-0.0071
Flat-Coated Retriever,17,FCR0369,M,0.4295,-0.0719,-0.072869
Flat-Coated Retriever,17,FCR0370,F,0.3953,-0.1677,0.055503
Flat-Coated Retriever,17,FCR0371,M,0.1953,0.2771,0.077578
Flat-Coated Retriever,17,FCR0372,F,0.3101,-0.0157,0.044585
Flat-Coated Retriever,17,FCR0373,F,0.3939,0.134,-0.010137
Flat-Coated Retriever,17,FCR0374,F,0.4167,-0.0737,-0.003034
Flat-Coated Retriever,17,FCR0376,F,0.5417,0.0289,-0.156769
Flat-Coated Retriever,17,FCR0379,F,0.3308,-0.1256,0.077068
Flat-Coated Retriever,17,FCR0381,M,0.4167,-0.0602,-0.000341
Flat-Coated Retriever,17,FCR0384,F,0.3689,-0.1274,0.016192
Flat-Coated Retriever,17,FCR0388,M,0.6364,-0.0863,-0.151533
Flat-Coated Retriever,17,FCR0389,M,0.2909,-0.0995,0.048383
Flat-Coated Retriever,17,FCR0393,M,0.343,-0.0674,0.010924
Flat-Coated Retriever,17,FCR0394,F,0.3821,0.1515,-0.069257
Flat-Coated Retriever,17,FCR0395,M,0.4538,-0.0054,-0.003722
Flat-Coated Retriever,17,FCR0396,F,0.343,0.1574,-0.051224
Flat-Coated Retriever,17,FCR0398,M,0.4295,0.1563,-0.072515
Flat-Coated Retriever,17,FCR0401,M,0.4376,-0.0197,-0.024635
Flat-Coated Retriever,17,FCR0404,F,0.2715,0.2499,-0.01313
Flat-Coated Retriever,17,FCR0407,F,0.3352,0.0651,-0.006605
Flat-Coated Retriever,17,FCR0410,F,0.3239,-0.0461,0.020545
Flat-Coated Retriever,17,FCR0415,F,0.4015,-0.0469,-0.031693
Flat-Coated Retriever,17,FCR0416,F,0.3606,0.0094,0.027271
Flat-Coated Retriever,17,FCR0418,M,0.5664,-0.2946,0.015809
Flat-Coated Retriever,17,FCR0419,M,0.3182,-0.0079,0.042718
Flat-Coated Retriever,17,FCR0420,M,0.3491,-0.1961,0.063185
Flat-Coated Retriever,17,FCR0421,M,0.3182,0.1394,-0.005835
Flat-Coated Retriever,17,FCR0426,F,0.3864,0.0175,-0.006361
Flat-Coated Retriever,17,FCR0427,M,0.447,-0.0594,-0.045607
Flat-Coated Retriever,17,FCR0429,F,0.3889,0.1054,-0.048577
Flat-Coated Retriever,17,FCR0432,M,0.3623,-0.0764,0.044149
Flat-Coated Retriever,17,FCR0433,F,0.3369,0.0411,0.033177
Flat-Coated Retriever,17,FCR0435,M,0.2629,0.1626,0.038065
Flat-Coated Retriever,17,FCR0436,M,0.4015,-0.0385,0.018054
Flat-Coated Retriever,18,FCR0001,F,0.2891,0.144,0.010492
Flat-Coated Retriever,18,FCR0003,F,0.5515,-0.157,-0.06389
Flat-Coated Retriever,18,FCR0008,F,0.3614,-0.0721,0.004422
Flat-Coated Retriever,18,FCR0009,M,0.3755,-0.0493,0.041594
Flat-Coated Retriever,18,FCR0010,F,0.3818,-0.0329,0.016386
Flat-Coated Retriever,18,FCR0013,M,0.4989,0.251,-0.091201
Flat-Coated Retriever,18,FCR0015,F,0.3369,0.0889,0.033082
Flat-Coated Retriever,18,FCR0016,F,0.4457,-0.3985,0.084723
Flat-Coated Retriever,18,FCR0017,F,0.3125,-0.0609,0.041813
Flat-Coated Retriever,18,FCR0018,F,0.522,0.0147,-0.071127
Flat-Coated Retriever,18,FCR0024,M,0.3239,-0.2946,0.154818
Flat-Coated Retriever,18,FCR0025,M,0.4376,0.1271,-0.078828
Flat-Coated Retriever,18,FCR0026,F,0.2955,-0.1803,0.099064
Flat-Coated Retriever,18,FCR0028,F,0.343,-0.1085,0.047282
Flat-Coated Retriever,18,FCR0029,M,0.4675,-0.0261,0.01246
Flat-Coated Retriever,18,FCR0034,M,0.4675,0.0654,-0.033953
Flat-Coated Retriever,18,FCR0035,F,0.2629,0.0923,0.024844
Flat-Coated Retriever,18,FCR0038,F,0.5081,-0.0807,-0.023968
Flat-Coated Retriever,18,FCR0041,F,0.3939,-0.138,0.05035
Flat-Coated Retriever,18,FCR0045,F,0.4897,-0.113,-0.034992
Flat-Coated Retriever,18,FCR0046,M,0.3818,-0.0338,0.026921
