id,strategy,gen,completed_at,elapsed_seconds,avg_he,avg_ne,avg_na,avg_oi,avg_ir,band_infr,band_norm,band_hfreq,num_breeders,breed_suffix,replicate_num,total_alleles,avg_ho,avg_fis,litter_size,sires_per_dam,num_breeding_sires,sire_mode
1,OI,1,"2026-07-11 11:08:49",7.9,0.729303,4.10228,8.4242,0.371308,-0.008919,0.55036,0.1223,0.32734,200,sp,1,278,0.72681818,0.00264545,10,1,100,random
2,OI,2,"2026-07-11 11:08:54",12.8,0.748855,4.41971,8.303,0.373923,-0.010097,0.52555,0.17153,0.30292,200,sp,1,274,0.74818182,0.00226364,10,1,100,random
3,OI,3,"2026-07-11 11:08:59",17.7,0.765067,4.7118,8.2121,0.463915,-0.003673,0.47232,0.22509,0.30258,200,sp,1,271,0.76090909,0.00468182,10,1,100,random
4,OI,4,"2026-07-11 11:09:04",22.7,0.78133,5.05088,8.2121,0.511326,-0.02323,0.43911,0.25092,0.30996,200,sp,1,271,0.79287879,-0.01496061,10,1,100,random
5,OI,5,"2026-07-11 11:09:09",27.6,0.797424,5.42198,8.1818,0.557914,-0.022953,0.3963,0.2963,0.30741,200,sp,1,270,0.80893939,-0.01504848,10,1,100,random
6,OI,6,"2026-07-11 11:09:14",32.6,0.809739,5.78059,8.1818,0.61514,-0.011861,0.37407,0.3037,0.32222,200,sp,1,270,0.81454545,-0.00685152,10,1,100,random
7,OI,7,"2026-07-11 11:09:20",39.2,0.820051,6.07599,8.1818,0.62513,-0.018643,0.35185,0.34074,0.30741,200,sp,1,270,0.83166667,-0.01412121,10,1,100,random
8,OI,8,"2026-07-11 11:09:27",45.9,0.829882,6.39948,8.1212,0.6929,-0.003965,0.30224,0.36194,0.33582,200,sp,1,268,0.82954546,0.00028485,10,1,100,random
9,OI,9,"2026-07-11 11:09:34",52.6,0.836939,6.65061,8.1212,0.679659,-0.010074,0.27612,0.4291,0.29478,200,sp,1,268,0.8430303,-0.00762727,10,1,100,random
10,OI,10,"2026-07-11 11:09:41",59.5,0.842979,6.88675,8.1212,0.794251,-0.019475,0.24627,0.48881,0.26493,200,sp,1,268,0.85757576,-0.01787576,10,1,100,random
11,OI,11,"2026-07-11 11:09:48",66.5,0.848761,7.12885,8.1212,0.894538,0.000877,0.20522,0.55224,0.24254,200,sp,1,268,0.84636364,0.00281515,10,1,100,random
12,OI,12,"2026-07-11 11:09:55",73.4,0.852697,7.32323,8.1212,0.942545,0.000455,0.16045,0.67164,0.16791,200,sp,1,268,0.85151515,0.00178182,10,1,100,random
13,OI,13,"2026-07-11 11:10:01",80.3,0.855694,7.47043,8.1212,1.16651,-0.010683,0.16045,0.70149,0.13806,200,sp,1,268,0.86454545,-0.01031212,10,1,100,random
14,OI,14,"2026-07-11 11:10:09",87.8,0.858076,7.60959,8.1212,1.38883,-0.003593,0.10821,0.76493,0.12687,200,sp,1,268,0.86106061,-0.00301515,10,1,100,random
15,OI,15,"2026-07-11 11:10:16",94.9,0.860191,7.72343,8.1212,1.29456,-0.003843,0.09328,0.83209,0.07463,200,sp,1,268,0.86363636,-0.00419091,10,1,100,random
16,OI,16,"2026-07-11 11:10:23",101.7,0.861003,7.76502,8.1212,1.81143,-0.000652,0.10075,0.79104,0.10821,200,sp,1,268,0.86242424,-0.00149697,10,1,100,random
17,OI,17,"2026-07-11 11:10:30",108.7,0.862736,7.85965,8.1212,1.52555,-0.01708,0.07836,0.85821,0.06343,200,sp,1,268,0.87772727,-0.01770909,10,1,100,random
18,OI,18,"2026-07-11 11:10:37",115.5,0.862676,7.86235,8.1212,2.11513,0.001817,0.0709,0.86194,0.06716,200,sp,1,268,0.86227272,0.00014545,10,1,100,random
19,OI,19,"2026-07-11 11:10:44",122.4,0.863073,7.88281,8.1212,1.8058,-0.013931,0.0709,0.87313,0.05597,200,sp,1,268,0.87606061,-0.01523636,10,1,100,random
20,OI,20,"2026-07-11 11:10:50",129.3,0.863439,7.90121,8.1212,2.45443,0.003201,0.04104,0.89925,0.0597,200,sp,1,268,0.86166667,0.00215151,10,1,100,random
21,IR,1,"2026-07-11 11:10:59",4.8,0.71403,3.86848,8.2727,0.315495,-0.103714,0.58608,0.10256,0.31136,200,sp,1,273,0.78560607,-0.10243333,10,1,100,random
22,IR,2,"2026-07-11 11:11:03",9.2,0.717564,3.88013,8.1212,0.307381,-0.101597,0.58209,0.09328,0.32463,200,sp,1,268,0.78924242,-0.1039,10,1,100,random
23,IR,3,"2026-07-11 11:11:08",13.6,0.722818,3.95688,8,0.303512,-0.102576,0.57576,0.0947,0.32955,200,sp,1,264,0.79515152,-0.10383333,10,1,100,random
24,IR,4,"2026-07-11 11:11:12",17.9,0.727788,4.01081,7.9697,0.317552,-0.109058,0.55513,0.12928,0.31559,200,sp,1,263,0.80515151,-0.1092,10,1,100,random
25,IR,5,"2026-07-11 11:11:16",22.3,0.732248,4.08341,7.8485,0.337038,-0.099837,0.54826,0.11969,0.33205,200,sp,1,259,0.80363636,-0.09977576,10,1,100,random
26,IR,6,"2026-07-11 11:11:21",26.7,0.73627,4.15321,7.8182,0.327533,-0.102704,0.55426,0.1124,0.33333,200,sp,1,258,0.81045455,-0.10430303,10,1,100,random
27,IR,7,"2026-07-11 11:11:27",32.9,0.738851,4.1809,7.7879,0.335342,-0.102559,0.54475,0.12451,0.33074,200,sp,1,257,0.81378788,-0.10360303,10,1,100,random
28,IR,8,"2026-07-11 11:11:33",38.8,0.741555,4.19249,7.697,0.338333,-0.106276,0.54331,0.11811,0.33858,200,sp,1,254,0.81954545,-0.10905152,10,1,100,random
29,IR,9,"2026-07-11 11:11:39",45.1,0.742391,4.20015,7.6061,0.333371,-0.100238,0.55378,0.08367,0.36255,200,sp,1,251,0.81712121,-0.10294545,10,1,100,random
30,IR,10,"2026-07-11 11:11:45",51.3,0.741994,4.17995,7.4242,0.311923,-0.102555,0.53878,0.09388,0.36735,200,sp,1,245,0.8189394,-0.10766061,10,1,100,random
31,IR,11,"2026-07-11 11:11:52",57.6,0.745421,4.20183,7.3333,0.309648,-0.104394,0.52893,0.09917,0.3719,200,sp,1,242,0.82212121,-0.10450303,10,1,100,random
32,IR,12,"2026-07-11 11:11:58",63.8,0.747952,4.24857,7.3333,0.31055,-0.100417,0.53306,0.09917,0.36777,200,sp,1,242,0.82242424,-0.10216061,10,1,100,random
33,IR,13,"2026-07-11 11:12:04",70.1,0.749927,4.25956,7.2727,0.324412,-0.102949,0.5125,0.11667,0.37083,200,sp,1,240,0.82681819,-0.10437576,10,1,100,random
34,IR,14,"2026-07-11 11:12:10",76.3,0.751918,4.27335,7.2121,0.324929,-0.105556,0.4916,0.14286,0.36555,200,sp,1,238,0.83075758,-0.1066697,10,1,100,random
35,IR,15,"2026-07-11 11:12:17",82.7,0.753821,4.32046,7.0909,0.337245,-0.086307,0.48291,0.15385,0.36325,200,sp,1,234,0.81848485,-0.08809394,10,1,100,random
36,IR,16,"2026-07-11 11:12:23",89,0.756515,4.3662,7.0606,0.36453,-0.090677,0.48069,0.14163,0.37768,200,sp,1,233,0.82424243,-0.09105455,10,1,100,random
37,IR,17,"2026-07-11 11:12:29",95.3,0.759194,4.40735,7.0303,0.348797,-0.090779,0.47845,0.15948,0.36207,200,sp,1,232,0.82742425,-0.09188485,10,1,100,random
38,IR,18,"2026-07-11 11:12:36",101.6,0.758027,4.3943,7.0303,0.369223,-0.086135,0.47414,0.16379,0.36207,200,sp,1,232,0.82469697,-0.08953636,10,1,100,random
39,IR,19,"2026-07-11 11:12:42",107.8,0.759994,4.45539,6.9697,0.384049,-0.09944,0.47826,0.14348,0.37826,200,sp,1,230,0.83530303,-0.10190606,10,1,100,random
40,IR,20,"2026-07-11 11:12:48",114.1,0.761315,4.47168,6.9394,0.377465,-0.090601,0.46288,0.16157,0.37555,200,sp,1,229,0.83015152,-0.09159091,10,1,100,random
41,AGR,1,"2026-07-11 11:12:57",7.6,0.726088,4.09658,8.4242,0.352155,0.055245,0.58633,0.08993,0.32374,200,sp,1,278,0.67924242,0.06614545,10,1,100,random
42,AGR,2,"2026-07-11 11:13:04",14.8,0.742342,4.36923,8.2727,0.345508,0.037718,0.55311,0.12454,0.32234,200,sp,1,273,0.70818182,0.0461,10,1,100,random
43,AGR,3,"2026-07-11 11:13:11",22,0.758033,4.69312,8.2727,0.395083,0.052977,0.53846,0.12454,0.337,200,sp,1,273,0.71181818,0.06294545,10,1,100,random
44,AGR,4,"2026-07-11 11:13:18",29.3,0.773182,5.01918,8.2727,0.420707,0.041544,0.49084,0.15751,0.35165,200,sp,1,273,0.73515151,0.05175455,10,1,100,random
45,AGR,5,"2026-07-11 11:13:26",36.7,0.787051,5.34991,8.2424,0.430693,0.047877,0.45956,0.20588,0.33456,200,sp,1,272,0.74409091,0.05526364,10,1,100,random
46,AGR,6,"2026-07-11 11:13:33",44,0.798279,5.67379,8.2424,0.505515,0.040106,0.41912,0.25735,0.32353,200,sp,1,272,0.7619697,0.04632424,10,1,100,random
47,AGR,7,"2026-07-11 11:13:42",53.1,0.807442,5.94498,8.2121,0.544141,0.041369,0.39852,0.24723,0.35424,200,sp,1,271,0.77075758,0.04800909,10,1,100,random
48,AGR,8,"2026-07-11 11:13:51",62.2,0.817015,6.23882,8.2121,0.544712,0.045554,0.369,0.29151,0.33948,200,sp,1,271,0.77621212,0.05054848,10,1,100,random
49,AGR,9,"2026-07-11 11:14:00",71.3,0.826209,6.5554,8.2121,0.616089,0.017042,0.32103,0.369,0.30996,200,sp,1,271,0.80878788,0.02160606,10,1,100,random
50,AGR,10,"2026-07-11 11:14:10",80.5,0.835133,6.83004,8.2121,0.718363,0.031382,0.29151,0.40221,0.30627,200,sp,1,271,0.80575757,0.03624242,10,1,100,random
51,AGR,11,"2026-07-11 11:14:19",89.7,0.84143,7.04364,8.1818,0.751148,0.045458,0.24444,0.49259,0.26296,200,sp,1,270,0.80121212,0.04863333,10,1,100,random
52,AGR,12,"2026-07-11 11:14:28",98.9,0.846394,7.26047,8.1818,0.849266,0.032495,0.2037,0.57778,0.21852,200,sp,1,270,0.81757576,0.03427879,10,1,100,random
53,AGR,13,"2026-07-11 11:14:37",108,0.851439,7.44184,8.1818,0.9668,0.024864,0.17778,0.64074,0.18148,200,sp,1,270,0.82878788,0.02730606,10,1,100,random
54,AGR,14,"2026-07-11 11:14:46",117.1,0.856058,7.60747,8.1818,1.12584,0.025797,0.14074,0.72222,0.13704,200,sp,1,270,0.83272728,0.02807273,10,1,100,random
55,AGR,15,"2026-07-11 11:14:55",126.4,0.859388,7.75657,8.1818,1.24914,0.030141,0.10741,0.7963,0.0963,200,sp,1,270,0.83287879,0.03165758,10,1,100,random
56,AGR,16,"2026-07-11 11:15:05",135.7,0.8615,7.86582,8.1818,1.46416,0.040634,0.05926,0.87407,0.06667,200,sp,1,270,0.82636364,0.04158182,10,1,100,random
57,AGR,17,"2026-07-11 11:15:14",144.9,0.8633,7.95491,8.1818,1.40635,0.032627,0.05185,0.90741,0.04074,200,sp,1,270,0.83530304,0.03315758,10,1,100,random
58,AGR,18,"2026-07-11 11:15:23",154.3,0.864485,8.00057,8.1818,1.90414,0.027717,0.04444,0.92963,0.02593,200,sp,1,270,0.84090909,0.02813636,10,1,100,random
59,AGR,19,"2026-07-11 11:15:33",163.5,0.864852,8.0267,8.1818,1.83486,0.04576,0.03333,0.94074,0.02593,200,sp,1,270,0.82590909,0.04582727,10,1,100,random
60,AGR,20,"2026-07-11 11:15:42",172.9,0.865182,8.05683,8.1818,1.65637,0.048043,0.02593,0.95185,0.02222,200,sp,1,270,0.82424242,0.04843636,10,1,100,random
61,RANDOM,1,"2026-07-11 11:15:50",4.8,0.706891,3.79883,8.3333,0.306356,-0.007053,0.58182,0.09455,0.32364,200,sp,1,275,0.71333333,-0.00838788,10,1,100,random
62,RANDOM,2,"2026-07-11 11:15:55",9.2,0.704533,3.74988,8.0909,0.264884,0.008072,0.58052,0.10861,0.31086,200,sp,1,267,0.70075758,0.00454545,10,1,100,random
63,RANDOM,3,"2026-07-11 11:15:59",13.7,0.702727,3.7258,8.0303,0.292898,-0.009159,0.59245,0.08302,0.32453,200,sp,1,265,0.71090908,-0.01160606,10,1,100,random
64,RANDOM,4,"2026-07-11 11:16:04",18.1,0.7016,3.71502,7.7879,0.281913,-0.00427,0.58755,0.07782,0.33463,200,sp,1,257,0.70606061,-0.00843333,10,1,100,random
65,RANDOM,5,"2026-07-11 11:16:08",22.6,0.701261,3.71609,7.697,0.276601,-0.011979,0.58268,0.08268,0.33465,200,sp,1,254,0.71060606,-0.01481818,10,1,100,random
66,RANDOM,6,"2026-07-11 11:16:13",27.1,0.701382,3.71379,7.6061,0.282587,0.021104,0.57769,0.0757,0.34661,200,sp,1,251,0.68742424,0.01913333,10,1,100,random
67,RANDOM,7,"2026-07-11 11:16:19",33.2,0.702821,3.71391,7.5758,0.26683,0.015931,0.56,0.108,0.332,200,sp,1,250,0.69166667,0.01555152,10,1,100,random
68,RANDOM,8,"2026-07-11 11:16:25",39.2,0.698615,3.66273,7.4848,0.279086,-0.005788,0.57085,0.10931,0.31984,200,sp,1,247,0.70560606,-0.00862121,10,1,100,random
69,RANDOM,9,"2026-07-11 11:16:31",45.5,0.698064,3.65181,7.3333,0.30312,0.000167,0.57438,0.10331,0.32231,200,sp,1,242,0.69909091,-0.00125758,10,1,100,random
70,RANDOM,10,"2026-07-11 11:16:37",51.7,0.697897,3.64188,7.2727,0.314566,-0.00589,0.5625,0.12083,0.31667,200,sp,1,240,0.70287879,-0.00705152,10,1,100,random
71,RANDOM,11,"2026-07-11 11:16:44",58,0.694191,3.6012,7.1818,0.323248,0.001679,0.56962,0.11814,0.31224,200,sp,1,237,0.69575757,-0.00115758,10,1,100,random
72,RANDOM,12,"2026-07-11 11:16:50",64.3,0.691842,3.5809,7.0909,0.338442,0.000895,0.55983,0.14957,0.2906,200,sp,1,234,0.69318182,-0.00197576,10,1,100,random
73,RANDOM,13,"2026-07-11 11:16:56",70.6,0.694982,3.60853,7.0303,0.39089,-0.008597,0.55603,0.15517,0.28879,200,sp,1,232,0.69984848,-0.00700606,10,1,100,random
74,RANDOM,14,"2026-07-11 11:17:02",76.9,0.694467,3.60302,7,0.394555,-0.009936,0.54978,0.16017,0.29004,200,sp,1,231,0.70257575,-0.01201212,10,1,100,random
75,RANDOM,15,"2026-07-11 11:17:09",83.1,0.693864,3.60911,6.9394,0.389198,0.000114,0.55022,0.14847,0.30131,200,sp,1,229,0.69484849,0.00040303,10,1,100,random
76,RANDOM,16,"2026-07-11 11:17:15",89.4,0.693745,3.60013,6.9091,0.373672,-0.008325,0.54825,0.13596,0.31579,200,sp,1,228,0.70030303,-0.01152727,10,1,100,random
77,RANDOM,17,"2026-07-11 11:17:21",95.7,0.692158,3.56777,6.6667,0.34699,-0.003475,0.55,0.13636,0.31364,200,sp,1,220,0.69621212,-0.00696667,10,1,100,random
78,RANDOM,18,"2026-07-11 11:17:28",102,0.692855,3.58424,6.6364,0.373042,0.00028,0.52055,0.15525,0.3242,200,sp,1,219,0.69333334,0.00058485,10,1,100,random
79,RANDOM,19,"2026-07-11 11:17:34",108.3,0.696012,3.62328,6.5758,0.360644,0.008984,0.52535,0.15207,0.32258,200,sp,1,217,0.6889394,0.0109,10,1,100,random
80,RANDOM,20,"2026-07-11 11:17:40",114.6,0.697951,3.65597,6.5455,0.385236,-0.002667,0.53241,0.14815,0.31944,200,sp,1,216,0.69984848,-0.00229091,10,1,100,random
81,OI,1,"2026-07-11 11:20:38",5.6,0.723055,4.02749,8.303,0.339352,-0.019157,0.56569,0.12044,0.31387,200,sp,2,274,0.72757575,-0.00574242,10,1,100,random
82,OI,2,"2026-07-11 11:20:43",10.5,0.744579,4.34721,8.2424,0.40733,-0.017571,0.52206,0.15441,0.32353,200,sp,2,272,0.74833333,-0.00515455,10,1,100,random
83,OI,3,"2026-07-11 11:20:48",15.4,0.763812,4.69831,8.2424,0.43364,-0.021414,0.47426,0.20956,0.31618,200,sp,2,272,0.7719697,-0.01076667,10,1,100,random
84,OI,4,"2026-07-11 11:20:53",20.4,0.780161,5.05212,8.1515,0.494003,-0.010206,0.43866,0.24907,0.31227,200,sp,2,269,0.78136363,-0.00252424,10,1,100,random
85,OI,5,"2026-07-11 11:20:58",25.5,0.794409,5.38737,8.1212,0.553017,-0.017941,0.38433,0.3097,0.30597,200,sp,2,268,0.80272727,-0.01064242,10,1,100,random
86,OI,6,"2026-07-11 11:21:03",30.5,0.80547,5.70489,8.0909,0.586956,-0.01355,0.35581,0.35955,0.28464,200,sp,2,267,0.81196969,-0.00835152,10,1,100,random
87,OI,7,"2026-07-11 11:21:10",37.2,0.817118,6.05626,8.0909,0.676449,-0.010321,0.33708,0.34082,0.3221,200,sp,2,267,0.82106061,-0.00450606,10,1,100,random
88,OI,8,"2026-07-11 11:21:17",43.9,0.825433,6.32531,8.0909,0.644705,-0.004157,0.30712,0.41199,0.2809,200,sp,2,267,0.82590909,-0.00068182,10,1,100,random
89,OI,9,"2026-07-11 11:21:23",50.7,0.832852,6.57779,8.0909,0.762223,0.005658,0.26592,0.47566,0.25843,200,sp,2,267,0.82560606,0.00878788,10,1,100,random
90,OI,10,"2026-07-11 11:21:30",57.6,0.839064,6.83138,8.0909,0.842248,-0.000977,0.22846,0.53558,0.23596,200,sp,2,267,0.8380303,0.00078182,10,1,100,random
91,OI,11,"2026-07-11 11:21:37",64.4,0.845373,7.08383,8.0909,0.904474,0.002409,0.21723,0.57678,0.20599,200,sp,2,267,0.84151515,0.00483636,10,1,100,random
92,OI,12,"2026-07-11 11:21:44",71.3,0.84973,7.27722,8.0606,1.08486,-0.004242,0.18045,0.65038,0.16917,200,sp,2,266,0.85227272,-0.00275758,10,1,100,random
93,OI,13,"2026-07-11 11:21:51",78.2,0.853612,7.45738,8.0606,1.21346,-0.00302,0.15414,0.70301,0.14286,200,sp,2,266,0.85545455,-0.00192727,10,1,100,random
94,OI,14,"2026-07-11 11:21:58",85,0.856548,7.58344,8.0606,1.39281,-0.005999,0.11654,0.76692,0.11654,200,sp,2,266,0.86136363,-0.00569697,10,1,100,random
95,OI,15,"2026-07-11 11:22:05",91.9,0.858382,7.66726,8.0606,1.42787,-0.000229,0.09023,0.83835,0.07143,200,sp,2,266,0.85878788,-0.00059697,10,1,100,random
96,OI,16,"2026-07-11 11:22:11",98.7,0.858579,7.6879,8.0606,2.11611,-0.001303,0.07519,0.81579,0.10902,200,sp,2,266,0.86075757,-0.00277576,10,1,100,random
97,OI,17,"2026-07-11 11:22:18",105.5,0.860124,7.7769,8.0606,1.29424,0.005851,0.05639,0.87218,0.07143,200,sp,2,266,0.85545454,0.00541515,10,1,100,random
98,OI,18,"2026-07-11 11:22:25",112.4,0.860627,7.8014,8.0606,1.61507,-0.000537,0.07143,0.8797,0.04887,200,sp,2,266,0.86212121,-0.00134849,10,1,100,random
99,OI,19,"2026-07-11 11:22:32",119.2,0.861242,7.82877,8.0606,2.67729,-0.003726,0.06767,0.87594,0.05639,200,sp,2,266,0.86515151,-0.00454545,10,1,100,random
100,OI,20,"2026-07-11 11:22:39",126.2,0.861467,7.84554,8.0606,2.51564,0.001301,0.06767,0.86466,0.06767,200,sp,2,266,0.86121213,0.00060303,10,1,100,random
101,IR,1,"2026-07-11 11:22:48",4.8,0.705973,3.75583,8.3333,0.289097,-0.110075,0.59273,0.09818,0.30909,200,sp,2,275,0.78227273,-0.11014848,10,1,100,random
102,IR,2,"2026-07-11 11:22:52",9.2,0.714827,3.83194,8.0606,0.310675,-0.106193,0.56391,0.11654,0.31955,200,sp,2,266,0.78681818,-0.10277879,10,1,100,random
103,IR,3,"2026-07-11 11:22:56",13.6,0.718039,3.85605,7.8485,0.310413,-0.100771,0.55985,0.139,0.30116,200,sp,2,259,0.78939394,-0.10121818,10,1,100,random
104,IR,4,"2026-07-11 11:23:01",18,0.724642,3.93324,7.8182,0.376964,-0.102138,0.56202,0.13178,0.3062,200,sp,2,258,0.79575758,-0.10034849,10,1,100,random
105,IR,5,"2026-07-11 11:23:05",22.5,0.729785,3.98925,7.697,0.368944,-0.095877,0.54331,0.14961,0.30709,200,sp,2,254,0.79757576,-0.09562424,10,1,100,random
106,IR,6,"2026-07-11 11:23:10",27,0.734733,4.06007,7.6364,0.380377,-0.10332,0.54365,0.15476,0.30159,200,sp,2,252,0.80848485,-0.10217273,10,1,100,random
107,IR,7,"2026-07-11 11:23:16",33,0.737782,4.1233,7.6061,0.411861,-0.103379,0.5259,0.17131,0.30279,200,sp,2,251,0.81303031,-0.10329697,10,1,100,random
108,IR,8,"2026-07-11 11:23:22",39.1,0.740533,4.15795,7.6061,0.415586,-0.099361,0.53785,0.16733,0.29482,200,sp,2,251,0.81333333,-0.10000303,10,1,100,random
109,IR,9,"2026-07-11 11:23:28",45.5,0.743776,4.17656,7.5758,0.428062,-0.100796,0.544,0.132,0.324,200,sp,2,250,0.81787879,-0.10161818,10,1,100,random
110,IR,10,"2026-07-11 11:23:35",51.8,0.747618,4.24144,7.4848,0.385178,-0.101056,0.52227,0.16194,0.31579,200,sp,2,247,0.82166667,-0.10184849,10,1,100,random
111,IR,11,"2026-07-11 11:23:41",58,0.748652,4.2839,7.3636,0.410295,-0.096962,0.5144,0.16049,0.3251,200,sp,2,243,0.82136363,-0.09940303,10,1,100,random
112,IR,12,"2026-07-11 11:23:47",64.3,0.74913,4.31791,7.3333,0.408852,-0.096154,0.49587,0.18182,0.32231,200,sp,2,242,0.82166667,-0.09872727,10,1,100,random
113,IR,13,"2026-07-11 11:23:53",70.6,0.752421,4.37743,7.3333,0.4293,-0.100686,0.50413,0.15289,0.34298,200,sp,2,242,0.82712121,-0.10140303,10,1,100,random
114,IR,14,"2026-07-11 11:24:00",76.9,0.755827,4.42435,7.303,0.399035,-0.08801,0.49378,0.17012,0.3361,200,sp,2,241,0.82121212,-0.08817273,10,1,100,random
115,IR,15,"2026-07-11 11:24:06",83.1,0.757767,4.44,7.2424,0.421889,-0.101355,0.4728,0.1841,0.3431,200,sp,2,239,0.83424242,-0.10281515,10,1,100,random
116,IR,16,"2026-07-11 11:24:12",89.5,0.760591,4.47282,7.2424,0.411333,-0.104709,0.48536,0.16736,0.34728,200,sp,2,239,0.83939394,-0.10567576,10,1,100,random
117,IR,17,"2026-07-11 11:24:19",95.8,0.763251,4.4914,7.2424,0.406754,-0.101648,0.48536,0.19247,0.32218,200,sp,2,239,0.84,-0.10286061,10,1,100,random
118,IR,18,"2026-07-11 11:24:25",102.1,0.763191,4.48127,7.2424,0.456196,-0.095642,0.48117,0.1841,0.33473,200,sp,2,239,0.8369697,-0.09865152,10,1,100,random
119,IR,19,"2026-07-11 11:24:31",108.3,0.763909,4.50448,7.2424,0.431941,-0.101659,0.46862,0.20084,0.33054,200,sp,2,239,0.8419697,-0.10431212,10,1,100,random
120,IR,20,"2026-07-11 11:24:37",114.7,0.764194,4.51159,7.1818,0.436846,-0.096416,0.46835,0.19409,0.33755,200,sp,2,237,0.83848485,-0.09793333,10,1,100,random
121,AGR,1,"2026-07-11 11:24:46",8.1,0.719952,3.9986,8.3333,0.323266,0.046702,0.58182,0.09818,0.32,200,sp,2,275,0.67969698,0.05723636,10,1,100,random
122,AGR,2,"2026-07-11 11:24:54",15.7,0.73777,4.2901,8.303,0.355263,0.028865,0.5438,0.12409,0.33212,200,sp,2,274,0.70924243,0.03933333,10,1,100,random
123,AGR,3,"2026-07-11 11:25:02",23.5,0.752452,4.56432,8.2424,0.375423,0.047364,0.51471,0.14338,0.34191,200,sp,2,272,0.71121212,0.05526667,10,1,100,random
124,AGR,4,"2026-07-11 11:25:09",31.2,0.766712,4.86092,8.2121,0.385703,0.045547,0.50185,0.14391,0.35424,200,sp,2,271,0.72621212,0.05392727,10,1,100,random
125,AGR,5,"2026-07-11 11:25:17",38.9,0.779703,5.15493,8.2121,0.415824,0.034652,0.47601,0.17712,0.34686,200,sp,2,271,0.74772727,0.04268182,10,1,100,random
126,AGR,6,"2026-07-11 11:25:25",46.8,0.792473,5.45595,8.1818,0.462137,0.037794,0.44074,0.18519,0.37407,200,sp,2,270,0.75787878,0.04482727,10,1,100,random
127,AGR,7,"2026-07-11 11:25:34",56.3,0.803303,5.75362,8.1212,0.451709,0.040003,0.41418,0.22761,0.35821,200,sp,2,268,0.76727272,0.04696061,10,1,100,random
128,AGR,8,"2026-07-11 11:25:44",66,0.81227,6.02909,8.1212,0.521422,0.037402,0.39179,0.26119,0.34701,200,sp,2,268,0.77863637,0.04272121,10,1,100,random
129,AGR,9,"2026-07-11 11:25:54",75.6,0.821464,6.32017,8.0909,0.593602,0.035874,0.35206,0.30337,0.34457,200,sp,2,267,0.78878788,0.04189394,10,1,100,random
130,AGR,10,"2026-07-11 11:26:04",85.5,0.828558,6.61033,8.0909,0.638508,0.030306,0.30712,0.37828,0.31461,200,sp,2,267,0.80106061,0.03424242,10,1,100,random
131,AGR,11,"2026-07-11 11:26:13",95.2,0.834958,6.84972,8.0909,0.70963,0.03913,0.2809,0.43446,0.28464,200,sp,2,267,0.80015152,0.04206667,10,1,100,random
132,AGR,12,"2026-07-11 11:26:23",105.1,0.840536,7.07099,8.0909,0.793202,0.042496,0.2397,0.50936,0.25094,200,sp,2,267,0.80303031,0.04655758,10,1,100,random
133,AGR,13,"2026-07-11 11:26:33",115.1,0.845867,7.28011,8.0909,0.922524,0.037961,0.21723,0.58427,0.1985,200,sp,2,267,0.81212121,0.04068485,10,1,100,random
134,AGR,14,"2026-07-11 11:26:43",124.8,0.850055,7.4416,8.0909,1.09779,0.028785,0.17978,0.65543,0.16479,200,sp,2,267,0.82439394,0.03080606,10,1,100,random
135,AGR,15,"2026-07-11 11:26:53",134.6,0.854139,7.5931,8.0909,1.20661,0.026308,0.13109,0.74906,0.11985,200,sp,2,267,0.83060606,0.02877576,10,1,100,random
136,AGR,16,"2026-07-11 11:27:03",144.7,0.856842,7.72065,8.0909,1.35522,0.042029,0.10112,0.79775,0.10112,200,sp,2,267,0.82045454,0.04341818,10,1,100,random
137,AGR,17,"2026-07-11 11:27:13",154.6,0.859394,7.81483,8.0909,1.40021,0.042137,0.07116,0.88015,0.04869,200,sp,2,267,0.82287879,0.04320606,10,1,100,random
138,AGR,18,"2026-07-11 11:27:23",164.4,0.860688,7.85723,8.0909,1.8524,0.054579,0.07116,0.89139,0.03745,200,sp,2,267,0.81393939,0.05500909,10,1,100,random
139,AGR,19,"2026-07-11 11:27:32",174.3,0.861882,7.90296,8.0909,2.23763,0.039824,0.05243,0.90637,0.0412,200,sp,2,267,0.82787879,0.04009091,10,1,100,random
140,AGR,20,"2026-07-11 11:27:42",184.2,0.862733,7.9452,8.0909,2.06526,0.0455,0.03371,0.93633,0.02996,200,sp,2,267,0.82393939,0.04552121,10,1,100,random
141,RANDOM,1,"2026-07-11 11:27:53",4.9,0.699285,3.71219,8.2121,0.277251,-0.005188,0.58672,0.10701,0.30627,200,sp,2,271,0.70515151,-0.01191212,10,1,100,random
142,RANDOM,2,"2026-07-11 11:27:57",9.3,0.697379,3.65448,8.0606,0.28334,-0.013285,0.57895,0.10526,0.31579,200,sp,2,266,0.70863637,-0.0164,10,1,100,random
143,RANDOM,3,"2026-07-11 11:28:01",13.6,0.694661,3.62956,7.7879,0.274446,0.01469,0.56809,0.11284,0.31907,200,sp,2,257,0.68636364,0.01114545,10,1,100,random
144,RANDOM,4,"2026-07-11 11:28:06",18,0.692021,3.61111,7.6364,0.276349,0.001486,0.58333,0.10317,0.31349,200,sp,2,252,0.69303031,-0.00028788,10,1,100,random
145,RANDOM,5,"2026-07-11 11:28:10",22.5,0.6909,3.61556,7.5455,0.297174,-0.007873,0.58233,0.1004,0.31727,200,sp,2,249,0.69787879,-0.00900909,10,1,100,random
